"ResponseId","sam_R1","sam_R2","sam_R3","sam_R4","sam_M1","sam_scenario","sam_condition","sam_diagnostic12","sam_valence","sam_R_tot","robin_R1","robin_R2","robin_R3","robin_R4","robin_M1","robin_scenario","robin_condition","robin_diagnostic12","robin_valence","robin_R_tot","francis_R1","francis_R2","francis_R3","francis_R4","francis_M1","francis_scenario","francis_condition","francis_diagnostic12","francis_valence","francis_R_tot","alex_R1","alex_R2","alex_R3","alex_R4","alex_M1","alex_scenario","alex_condition","alex_diagnostic12","alex_valence","alex_R_tot","age","gender","attn_chk_1Q","attn_chk_2_Q","att1_fail","att2_fail","att_fail"
"R_1DCD2XPyIOl50ax",6,6,7,6,81,"sam","non-diagnostic","ND1","good",6.25,6,6,5,7,90,"robin","diagnostic","NA","good",6,1,1,2,1,8,"francis","diagnostic","NA","bad",1.25,1,1,3,1,7,"alex","non-diagnostic","ND2","bad",1.5,19,2,7,5,FALSE,FALSE,FALSE
"R_2Xo0JXEib768mxM",5,5,7,4,63,"sam","non-diagnostic","ND1","good",5.25,7,7,7,7,85,"robin","diagnostic","NA","good",7,4,4,4,4,49,"francis","diagnostic","NA","bad",4,2,3,3,3,35,"alex","non-diagnostic","ND2","bad",2.75,37,2,2,5,TRUE,FALSE,FALSE
"R_3Rf2AOyahKUvIi6",6,6,6,5,71,"sam","non-diagnostic","ND1","good",5.75,7,5,6,6,77,"robin","diagnostic","NA","good",6,1,1,1,1,6,"francis","diagnostic","NA","bad",1,1,1,3,1,12,"alex","non-diagnostic","ND2","bad",1.5,34,1,6,5,TRUE,FALSE,FALSE
"R_2DYrWFjQy9E3aSv",6,5,5,5,75,"sam","non-diagnostic","ND1","good",5.25,6,6,5,7,83,"robin","diagnostic","NA","good",6,2,3,3,2,30,"francis","diagnostic","NA","bad",2.5,2,2,3,2,30,"alex","non-diagnostic","ND2","bad",2.25,18,1,7,2,FALSE,FALSE,FALSE
"R_3HYNXtbMdEjAEqg",7,7,7,7,100,"sam","non-diagnostic","ND1","good",7,7,7,7,7,100,"robin","diagnostic","NA","good",7,1,1,1,1,0,"francis","non-diagnostic","ND2","bad",1,1,1,4,1,0,"alex","diagnostic","NA","bad",1.75,50,1,7,5,FALSE,FALSE,FALSE
"R_AEFyIj9ta5FY5i1",4,4,4,3,40,"sam","non-diagnostic","ND1","good",3.75,7,7,5,7,100,"robin","diagnostic","NA","good",6.5,1,1,1,1,0,"francis","non-diagnostic","ND2","bad",1,1,1,1,1,0,"alex","diagnostic","NA","bad",1,19,2,5,2,TRUE,FALSE,FALSE
"R_2CrowUCyfufnNLE",6,4,6,6,88,"sam","non-diagnostic","ND1","good",5.5,6,6,6,5,74,"robin","diagnostic","NA","good",5.75,3,3,3,2,23,"francis","diagnostic","NA","bad",2.75,1,1,4,1,25,"alex","non-diagnostic","ND2","bad",1.75,18,1,7,2,FALSE,FALSE,FALSE
"R_UVERxGOKjQ1XYBz",6,6,6,6,82,"sam","non-diagnostic","ND1","good",6,5,5,5,5,70,"robin","diagnostic","NA","good",5,2,4,2,4,50,"francis","non-diagnostic","ND2","bad",3,2,2,3,2,30,"alex","diagnostic","NA","bad",2.25,43,2,7,5,FALSE,FALSE,FALSE
"R_1Q6Ext5LBPJJ5TC",7,7,7,7,96,"sam","non-diagnostic","ND1","good",7,7,7,7,7,97,"robin","diagnostic","NA","good",7,3,2,2,3,16,"francis","non-diagnostic","ND2","bad",2.5,3,3,4,3,30,"alex","diagnostic","NA","bad",3.25,21,2,5,2,TRUE,FALSE,FALSE
"R_3PR0hWg0lsGZqGv",4,7,7,7,65,"sam","non-diagnostic","ND1","good",6.25,7,7,7,7,80,"robin","diagnostic","NA","good",7,3,2,3,3,40,"francis","non-diagnostic","ND2","bad",2.75,4,3,3,3,40,"alex","diagnostic","NA","bad",3.25,47,2,7,5,FALSE,FALSE,FALSE
"R_3DiNxy8judr2V30",7,6,6,6,71,"sam","non-diagnostic","ND1","good",6.25,7,7,7,6,96,"robin","diagnostic","NA","good",6.75,4,3,2,3,28,"francis","non-diagnostic","ND2","bad",3,1,1,1,1,19,"alex","diagnostic","NA","bad",1,21,2,2,2,TRUE,FALSE,FALSE
"R_3iKh0jQSt6UOuNi",6,6,6,4,92,"sam","non-diagnostic","ND1","good",5.5,7,7,7,4,96,"robin","diagnostic","NA","good",6.25,2,4,2,4,4,"francis","diagnostic","NA","bad",3,1,2,1,1,1,"alex","non-diagnostic","ND2","bad",1.25,27,2,7,5,FALSE,FALSE,FALSE
"R_SOuHPpxCbgLG7kJ",5,6,7,7,90,"sam","non-diagnostic","ND1","good",6.25,6,7,7,7,95,"robin","diagnostic","NA","good",6.75,1,1,2,1,4,"francis","non-diagnostic","ND2","bad",1.25,3,1,1,1,10,"alex","diagnostic","NA","bad",1.5,21,1,7,5,FALSE,FALSE,FALSE
"R_3FWiyyi4xWyc3HT",7,7,6,6,100,"sam","non-diagnostic","ND1","good",6.5,7,7,7,7,100,"robin","diagnostic","NA","good",7,1,1,3,1,10,"francis","non-diagnostic","ND2","bad",1.5,1,1,3,2,14,"alex","diagnostic","NA","bad",1.75,20,2,7,2,FALSE,FALSE,FALSE
"R_1lnxaKDpohTNMQ3",6,6,6,6,76,"sam","non-diagnostic","ND1","good",6,6,6,6,6,75,"robin","diagnostic","NA","good",6,2,2,4,2,22,"francis","diagnostic","NA","bad",2.5,3,3,3,3,26,"alex","non-diagnostic","ND2","bad",3,22,2,2,5,TRUE,FALSE,FALSE
"R_9Nezf9noR1yvU9H",7,7,4,7,100,"sam","non-diagnostic","ND1","good",6.25,7,7,4,5,81,"robin","diagnostic","NA","good",5.75,2,2,3,2,21,"francis","non-diagnostic","ND2","bad",2.25,2,2,3,3,33,"alex","diagnostic","NA","bad",2.5,21,2,7,2,FALSE,FALSE,FALSE
"R_7a3WMs4SQFjwUDv",7,7,7,7,80,"sam","non-diagnostic","ND1","good",7,7,7,7,7,81,"robin","diagnostic","NA","good",7,2,2,3,3,42,"francis","diagnostic","NA","bad",2.5,3,3,4,3,36,"alex","non-diagnostic","ND2","bad",3.25,44,2,7,5,FALSE,FALSE,FALSE
"R_3EhVpA5idBactnU",7,7,7,7,93,"sam","non-diagnostic","ND1","good",7,5,6,6,6,82,"robin","diagnostic","NA","good",5.75,3,4,4,3,25,"francis","non-diagnostic","ND2","bad",3.5,3,4,4,3,11,"alex","diagnostic","NA","bad",3.5,56,2,7,2,FALSE,FALSE,FALSE
"R_1oovbJhUK5zA5Pj",5,6,5,6,83,"sam","non-diagnostic","ND1","good",5.5,6,7,7,7,96,"robin","diagnostic","NA","good",6.75,3,3,3,3,33,"francis","non-diagnostic","ND2","bad",3,3,2,2,2,25,"alex","diagnostic","NA","bad",2.25,21,2,7,5,FALSE,FALSE,FALSE
"R_2yaebbu1YG9O2zz",6,6,6,6,71,"sam","non-diagnostic","ND1","good",6,6,6,6,6,77,"robin","diagnostic","NA","good",6,3,3,5,2,29,"francis","non-diagnostic","ND2","bad",3.25,3,3,6,3,30,"alex","diagnostic","NA","bad",3.75,21,1,5,2,TRUE,FALSE,FALSE
"R_1LkDJbmUGbocV8I",6,6,4,5,85,"sam","non-diagnostic","ND1","good",5.25,7,7,7,7,100,"robin","diagnostic","NA","good",7,2,2,4,4,16,"francis","diagnostic","NA","bad",3,4,2,3,4,20,"alex","non-diagnostic","ND2","bad",3.25,19,1,7,5,FALSE,FALSE,FALSE
"R_2uQlcEktQSh0lTk",6,6,7,7,95,"sam","non-diagnostic","ND1","good",6.5,6,7,6,7,92,"robin","diagnostic","NA","good",6.5,2,2,3,2,15,"francis","non-diagnostic","ND2","bad",2.25,1,1,3,1,0,"alex","diagnostic","NA","bad",1.5,18,1,7,2,FALSE,FALSE,FALSE
"R_b3HgGOH8PiFfEGt",7,7,5,6,87,"sam","non-diagnostic","ND1","good",6.25,7,7,7,7,92,"robin","diagnostic","NA","good",7,1,1,5,1,10,"francis","diagnostic","NA","bad",2,1,3,3,1,0,"alex","non-diagnostic","ND2","bad",2,21,1,7,5,FALSE,FALSE,FALSE
"R_ddqCFFnzWqP6Rgd",7,7,7,7,100,"sam","non-diagnostic","ND1","good",7,7,7,7,7,95,"robin","diagnostic","NA","good",7,1,1,1,1,7,"francis","diagnostic","NA","bad",1,1,1,3,3,24,"alex","non-diagnostic","ND2","bad",2,19,2,7,5,FALSE,FALSE,FALSE
"R_3OjgNPX7uvVWGS7",6,6,4,6,81,"sam","non-diagnostic","ND1","good",5.5,7,7,4,7,82,"robin","diagnostic","NA","good",6.25,2,2,2,2,10,"francis","diagnostic","NA","bad",2,2,2,2,2,20,"alex","non-diagnostic","ND2","bad",2,52,2,7,2,FALSE,FALSE,FALSE
"R_3Kp6EZy5Gt2pNvN",6,6,4,5,80,"sam","non-diagnostic","ND1","good",5.25,6,7,6,7,80,"robin","diagnostic","NA","good",6.5,1,1,4,2,0,"francis","diagnostic","NA","bad",2,1,2,4,2,20,"alex","non-diagnostic","ND2","bad",2.25,20,1,7,2,FALSE,FALSE,FALSE
"R_Th2kXkbsr9TrTuF",7,6,6,5,80,"sam","non-diagnostic","ND1","good",6,7,6,6,7,82,"robin","diagnostic","NA","good",6.5,1,2,4,3,4,"francis","diagnostic","NA","bad",2.5,2,3,4,2,10,"alex","non-diagnostic","ND2","bad",2.75,31,1,7,2,FALSE,FALSE,FALSE
"R_1EjsghEbZym8PrN",7,7,7,7,100,"sam","non-diagnostic","ND1","good",7,7,7,7,7,78,"robin","diagnostic","NA","good",7,2,2,2,3,38,"francis","non-diagnostic","ND2","bad",2.25,2,3,4,3,43,"alex","diagnostic","NA","bad",3,20,2,3,2,TRUE,FALSE,FALSE
"R_2EgINe8y4qjVxYk",6,6,5,6,85,"sam","non-diagnostic","ND1","good",5.75,7,7,6,6,80,"robin","diagnostic","NA","good",6.5,2,2,4,3,41,"francis","diagnostic","NA","bad",2.75,3,3,3,1,35,"alex","non-diagnostic","ND2","bad",2.5,21,2,2,2,TRUE,FALSE,FALSE
"R_5mx6XDTugsfw97X",6,6,4,6,80,"sam","non-diagnostic","ND1","good",5.5,6,6,6,6,90,"robin","diagnostic","NA","good",6,2,2,3,3,30,"francis","diagnostic","NA","bad",2.5,2,2,4,3,30,"alex","non-diagnostic","ND2","bad",2.75,19,1,7,5,FALSE,FALSE,FALSE
"R_1qha3cd2dbeLXzT",7,7,1,1,100,"sam","non-diagnostic","ND1","good",4,7,7,1,1,100,"robin","diagnostic","NA","good",4,1,1,7,1,19,"francis","non-diagnostic","ND2","bad",2.5,4,3,7,3,31,"alex","diagnostic","NA","bad",4.25,22,2,5,5,TRUE,FALSE,FALSE
"R_1rH65bdS4ASiegh",7,7,7,7,100,"sam","non-diagnostic","ND1","good",7,7,7,7,7,100,"robin","diagnostic","NA","good",7,2,2,1,1,17,"francis","non-diagnostic","ND2","bad",1.5,1,1,1,1,0,"alex","diagnostic","NA","bad",1,NA,NA,2,5,TRUE,FALSE,FALSE
"R_302DtZ8QXpver1r",7,7,7,5,100,"sam","non-diagnostic","ND1","good",6.5,7,7,6,7,100,"robin","diagnostic","NA","good",6.75,1,1,1,3,4,"francis","diagnostic","NA","bad",1.5,1,1,1,2,1,"alex","non-diagnostic","ND2","bad",1.25,20,2,2,5,TRUE,FALSE,FALSE
"R_3DezFqhd7JyyiXe",5,5,5,6,72,"sam","non-diagnostic","ND1","good",5.25,5,5,4,6,67,"robin","diagnostic","NA","good",5,3,3,3,3,28,"francis","diagnostic","NA","bad",3,4,3,3,3,33,"alex","non-diagnostic","ND2","bad",3.25,23,2,2,2,TRUE,FALSE,FALSE
"R_bqnhEi4EKLkQLiF",7,7,7,7,100,"sam","non-diagnostic","ND1","good",7,7,7,7,7,100,"robin","diagnostic","NA","good",7,1,1,1,1,0,"francis","non-diagnostic","ND2","bad",1,1,1,1,1,0,"alex","diagnostic","NA","bad",1,21,2,7,2,FALSE,FALSE,FALSE
"R_PGMrcY5ma0Taw5H",5,5,5,4,67,"sam","non-diagnostic","ND1","good",4.75,6,6,6,7,97,"robin","diagnostic","NA","good",6.25,2,2,3,2,8,"francis","diagnostic","NA","bad",2.25,2,2,4,3,50,"alex","non-diagnostic","ND2","bad",2.75,21,2,7,2,FALSE,FALSE,FALSE
"R_2rBijnp4AqoW2wo",7,7,7,7,100,"sam","non-diagnostic","ND1","good",7,7,7,7,7,100,"robin","diagnostic","NA","good",7,1,2,2,1,9,"francis","non-diagnostic","ND2","bad",1.5,2,2,2,1,9,"alex","diagnostic","NA","bad",1.75,32,2,5,2,TRUE,FALSE,FALSE
"R_3P6xP2sMdUxu0mN",6,7,7,6,90,"sam","non-diagnostic","ND1","good",6.5,7,7,7,7,100,"robin","diagnostic","NA","good",7,3,2,2,2,30,"francis","non-diagnostic","ND2","bad",2.25,2,1,1,1,5,"alex","diagnostic","NA","bad",1.25,20,2,5,2,TRUE,FALSE,FALSE
"R_1meAPUOinjQzb4w",7,7,7,7,100,"sam","non-diagnostic","ND1","good",7,7,7,7,7,100,"robin","diagnostic","NA","good",7,1,1,1,1,9,"francis","diagnostic","NA","bad",1,1,1,1,1,8,"alex","non-diagnostic","ND2","bad",1,22,2,7,2,FALSE,FALSE,FALSE
"R_3EzjSM40luto9Px",7,6,6,6,71,"sam","non-diagnostic","ND1","good",6.25,7,7,7,7,100,"robin","diagnostic","NA","good",7,2,2,2,2,26,"francis","non-diagnostic","ND2","bad",2,2,2,2,2,24,"alex","diagnostic","NA","bad",2,21,2,6,5,TRUE,FALSE,FALSE
"R_2rpVPAs7aPbwmqm",6,6,6,6,84,"sam","non-diagnostic","ND1","good",6,7,7,7,7,99,"robin","diagnostic","NA","good",7,1,1,3,3,19,"francis","diagnostic","NA","bad",2,1,1,1,1,10,"alex","non-diagnostic","ND2","bad",1,31,2,7,2,FALSE,FALSE,FALSE
"R_2e2shrWbAEYXwUC",7,7,7,7,100,"sam","non-diagnostic","ND1","good",7,7,7,7,7,100,"robin","diagnostic","NA","good",7,2,2,4,7,80,"francis","non-diagnostic","ND2","bad",3.75,1,1,5,5,80,"alex","diagnostic","NA","bad",3,32,2,1,5,TRUE,FALSE,FALSE
"R_8xhTL6aVizAeuzv",7,7,7,6,81,"sam","non-diagnostic","ND1","good",6.75,7,6,7,6,89,"robin","diagnostic","NA","good",6.5,2,1,2,2,59,"francis","diagnostic","NA","bad",1.75,2,1,2,1,56,"alex","non-diagnostic","ND2","bad",1.5,37,1,7,5,FALSE,FALSE,FALSE
"R_1eyIMjscjBX9dJ5",6,5,6,6,85,"sam","non-diagnostic","ND1","good",5.75,6,7,5,7,84,"robin","diagnostic","NA","good",6.25,4,2,1,2,31,"francis","diagnostic","NA","bad",2.25,3,1,2,1,27,"alex","non-diagnostic","ND2","bad",1.75,37,2,7,5,FALSE,FALSE,FALSE
"R_54GAtDGP8GyT0wp",4,4,4,4,50,"sam","non-diagnostic","ND1","good",4,7,7,7,7,100,"robin","diagnostic","NA","good",7,1,2,4,2,6,"francis","non-diagnostic","ND2","bad",2.25,1,1,4,3,25,"alex","diagnostic","NA","bad",2.25,35,5,2,2,TRUE,FALSE,FALSE
"R_3O1FCeBBmokmAdT",7,7,7,7,100,"sam","non-diagnostic","ND1","good",7,7,7,7,7,100,"robin","diagnostic","NA","good",7,2,2,5,4,50,"francis","non-diagnostic","ND2","bad",3.25,2,2,4,3,59,"alex","diagnostic","NA","bad",2.75,48,2,2,2,TRUE,FALSE,FALSE
"R_12rMo63Sci0WvYT",7,7,7,7,100,"sam","non-diagnostic","ND1","good",7,7,7,7,7,100,"robin","diagnostic","NA","good",7,1,1,1,1,10,"francis","diagnostic","NA","bad",1,3,3,4,3,20,"alex","non-diagnostic","ND2","bad",3.25,32,2,7,2,FALSE,FALSE,FALSE
"R_OwCpONdzOdSuRwt",5,5,5,5,60,"sam","non-diagnostic","ND1","good",5,6,6,5,6,70,"robin","diagnostic","NA","good",5.75,1,1,2,2,15,"francis","diagnostic","NA","bad",1.5,2,2,3,2,25,"alex","non-diagnostic","ND2","bad",2.25,30,2,7,2,FALSE,FALSE,FALSE
"R_3Ep1OCzz6ZcvUNA",5,5,5,6,72,"sam","non-diagnostic","ND1","good",5.25,6,6,7,7,92,"robin","diagnostic","NA","good",6.5,2,3,4,2,21,"francis","non-diagnostic","ND2","bad",2.75,2,2,3,3,25,"alex","diagnostic","NA","bad",2.5,32,1,7,2,FALSE,FALSE,FALSE
"R_0eu0Wz6pHcHVWAV",7,6,2,6,92,"sam","non-diagnostic","ND1","good",5.25,7,7,6,6,90,"robin","diagnostic","NA","good",6.5,2,2,1,3,3,"francis","diagnostic","NA","bad",2,2,2,4,2,14,"alex","non-diagnostic","ND2","bad",2.5,39,1,7,2,FALSE,FALSE,FALSE
"R_2fqEa3i4qMEzKO4",7,7,5,5,74,"sam","non-diagnostic","ND1","good",6,7,7,4,5,71,"robin","diagnostic","NA","good",5.75,1,1,4,3,21,"francis","non-diagnostic","ND2","bad",2.25,1,1,4,3,21,"alex","diagnostic","NA","bad",2.25,59,2,7,2,FALSE,FALSE,FALSE
"R_qUgMEadhUzrpMUF",6,6,6,6,80,"sam","non-diagnostic","ND1","good",6,6,6,6,7,80,"robin","diagnostic","NA","good",6.25,3,3,4,2,22,"francis","diagnostic","NA","bad",3,2,2,4,2,20,"alex","non-diagnostic","ND2","bad",2.5,32,2,7,2,FALSE,FALSE,FALSE
"R_2PtcP4UctuasHgc",6,7,6,7,88,"sam","non-diagnostic","ND1","good",6.5,7,6,7,7,90,"robin","diagnostic","NA","good",6.75,2,1,1,1,59,"francis","diagnostic","NA","bad",1.25,2,1,2,1,59,"alex","non-diagnostic","ND2","bad",1.5,33,1,7,5,FALSE,FALSE,FALSE
"R_32LxS4DIH5tKbWg",7,7,7,6,93,"sam","non-diagnostic","ND1","good",6.75,7,7,6,6,87,"robin","diagnostic","NA","good",6.5,1,1,1,2,56,"francis","non-diagnostic","ND2","bad",1.25,2,1,1,2,56,"alex","diagnostic","NA","bad",1.5,39,1,7,2,FALSE,FALSE,FALSE
"R_1LwcpXiLxLEfYa8",7,7,7,6,93,"sam","non-diagnostic","ND1","good",6.75,7,7,6,6,92,"robin","diagnostic","NA","good",6.5,2,2,2,1,56,"francis","non-diagnostic","ND2","bad",1.75,1,1,2,1,54,"alex","diagnostic","NA","bad",1.25,35,1,7,2,FALSE,FALSE,FALSE
"R_Di4spGDpxx4ClDb",6,6,7,7,91,"sam","non-diagnostic","ND1","good",6.5,7,7,7,6,92,"robin","diagnostic","NA","good",6.75,2,2,1,1,56,"francis","diagnostic","NA","bad",1.5,1,1,2,2,55,"alex","non-diagnostic","ND2","bad",1.5,32,1,7,5,FALSE,FALSE,FALSE
"R_3GqqVy7ZlVe6JzN",7,6,7,6,95,"sam","non-diagnostic","ND1","good",6.5,7,7,7,6,92,"robin","diagnostic","NA","good",6.75,2,2,2,1,55,"francis","non-diagnostic","ND2","bad",1.75,1,1,1,2,90,"alex","diagnostic","NA","bad",1.25,39,1,7,5,FALSE,FALSE,FALSE
"R_d0GQQt37mT7YWsx",7,7,6,6,92,"sam","non-diagnostic","ND1","good",6.5,7,6,7,6,91,"robin","diagnostic","NA","good",6.5,2,2,1,1,55,"francis","diagnostic","NA","bad",1.5,1,2,2,1,55,"alex","non-diagnostic","ND2","bad",1.5,38,1,7,5,FALSE,FALSE,FALSE
"R_1OlWhsqP9q7lsH9",7,6,6,6,94,"sam","non-diagnostic","ND1","good",6.25,6,6,6,7,93,"robin","diagnostic","NA","good",6.25,2,2,1,1,54,"francis","non-diagnostic","ND2","bad",1.5,1,1,1,2,55,"alex","diagnostic","NA","bad",1.25,35,1,7,5,FALSE,FALSE,FALSE
"R_1LbAQFmQG61BkBI",6,7,6,7,93,"sam","non-diagnostic","ND1","good",6.5,7,6,7,6,94,"robin","diagnostic","NA","good",6.5,2,2,1,1,55,"francis","diagnostic","NA","bad",1.5,1,1,2,2,54,"alex","non-diagnostic","ND2","bad",1.5,34,1,7,5,FALSE,FALSE,FALSE
"R_22oe9BGvnyobTHo",3,1,2,2,12,"sam","non-diagnostic","ND1","good",2,6,7,6,6,91,"robin","diagnostic","NA","good",6.25,2,3,2,3,19,"francis","diagnostic","NA","bad",2.5,2,1,2,1,11,"alex","non-diagnostic","ND2","bad",1.5,32,1,7,5,FALSE,FALSE,FALSE
"R_3maXRaKndR2zDeZ",6,7,6,7,95,"sam","non-diagnostic","ND1","good",6.5,6,7,6,6,88,"robin","diagnostic","NA","good",6.25,2,1,2,2,11,"francis","diagnostic","NA","bad",1.75,2,2,1,2,17,"alex","non-diagnostic","ND2","bad",1.75,24,1,7,2,FALSE,FALSE,FALSE
"R_pKu1Ud5v30gJtG9",7,7,7,6,90,"sam","non-diagnostic","ND1","good",6.75,6,7,7,7,90,"robin","diagnostic","NA","good",6.75,2,2,1,2,17,"francis","non-diagnostic","ND2","bad",1.75,1,2,1,2,10,"alex","diagnostic","NA","bad",1.5,30,2,7,2,FALSE,FALSE,FALSE
"R_2eatBPBB8FAKKwM",6,7,6,6,94,"sam","non-diagnostic","ND1","good",6.25,7,7,6,7,93,"robin","diagnostic","NA","good",6.75,2,3,2,2,12,"francis","non-diagnostic","ND2","bad",2.25,2,1,2,1,14,"alex","diagnostic","NA","bad",1.5,33,1,7,2,FALSE,FALSE,FALSE
"R_3h5TdGIv8omNqVF",7,7,7,6,93,"sam","non-diagnostic","ND1","good",6.75,6,7,7,6,90,"robin","diagnostic","NA","good",6.5,2,1,2,2,16,"francis","non-diagnostic","ND2","bad",1.75,2,1,2,2,15,"alex","diagnostic","NA","bad",1.75,37,1,7,2,FALSE,FALSE,FALSE
"R_3MrrYXoSDGMtSGj",7,7,6,6,94,"sam","non-diagnostic","ND1","good",6.5,6,7,7,7,94,"robin","diagnostic","NA","good",6.75,2,2,1,2,10,"francis","diagnostic","NA","bad",1.75,1,1,2,2,11,"alex","non-diagnostic","ND2","bad",1.5,40,1,7,2,FALSE,FALSE,FALSE
"R_1C3zYmUzP5WHrQT",7,7,6,7,92,"sam","non-diagnostic","ND1","good",6.75,6,7,7,7,95,"robin","diagnostic","NA","good",6.75,2,2,1,2,10,"francis","non-diagnostic","ND2","bad",1.75,1,1,1,2,8,"alex","diagnostic","NA","bad",1.25,42,1,7,2,FALSE,FALSE,FALSE
"R_2xKa4AZxeepKKXb",6,7,7,6,94,"sam","non-diagnostic","ND1","good",6.5,6,7,6,6,96,"robin","diagnostic","NA","good",6.25,2,1,2,2,11,"francis","non-diagnostic","ND2","bad",1.75,2,1,2,1,8,"alex","diagnostic","NA","bad",1.5,35,1,7,2,FALSE,FALSE,FALSE
"R_82p5O8P6HRf9syd",6,6,7,7,92,"sam","non-diagnostic","ND1","good",6.5,6,7,6,6,95,"robin","diagnostic","NA","good",6.25,1,1,2,1,7,"francis","non-diagnostic","ND2","bad",1.25,2,1,1,2,9,"alex","diagnostic","NA","bad",1.5,34,2,7,2,FALSE,FALSE,FALSE
"R_Dcz85iafTfnMufn",6,7,6,6,92,"sam","non-diagnostic","ND1","good",6.25,7,6,7,6,92,"robin","diagnostic","NA","good",6.5,2,3,1,2,10,"francis","diagnostic","NA","bad",2,2,1,2,3,17,"alex","non-diagnostic","ND2","bad",2,36,2,7,2,FALSE,FALSE,FALSE
"R_3IXfN7s4lpGifPY",6,7,7,6,92,"sam","non-diagnostic","ND1","good",6.5,5,6,7,6,91,"robin","diagnostic","NA","good",6,2,1,3,2,8,"francis","non-diagnostic","ND2","bad",2,2,1,2,2,10,"alex","diagnostic","NA","bad",1.75,37,1,7,2,FALSE,FALSE,FALSE
"R_3dWatJAVtVGQKFm",5,6,7,6,93,"sam","non-diagnostic","ND1","good",6,5,7,6,7,94,"robin","diagnostic","NA","good",6.25,3,1,3,2,12,"francis","non-diagnostic","ND2","bad",2.25,3,1,2,3,14,"alex","diagnostic","NA","bad",2.25,39,2,7,2,FALSE,FALSE,FALSE
"R_stGNxt1iPDY6NlT",7,6,5,6,95,"sam","non-diagnostic","ND1","good",6,7,6,6,6,94,"robin","diagnostic","NA","good",6.25,1,2,3,1,13,"francis","diagnostic","NA","bad",1.75,1,1,2,2,12,"alex","non-diagnostic","ND2","bad",1.5,34,1,7,2,FALSE,FALSE,FALSE
"R_3qfVu3kp96O4PFT",6,5,6,7,91,"sam","non-diagnostic","ND1","good",6,5,7,6,6,96,"robin","diagnostic","NA","good",6,2,3,2,2,11,"francis","non-diagnostic","ND2","bad",2.25,3,1,3,2,14,"alex","diagnostic","NA","bad",2.25,35,1,7,5,FALSE,FALSE,FALSE
"R_1FM5YSim9kN8wIN",5,7,6,7,89,"sam","non-diagnostic","ND1","good",6.25,5,7,6,6,96,"robin","diagnostic","NA","good",6,2,1,2,3,15,"francis","non-diagnostic","ND2","bad",2,3,1,3,2,11,"alex","diagnostic","NA","bad",2.25,35,1,7,5,FALSE,FALSE,FALSE
"R_sdPchgyJd2HC1ep",7,6,6,7,93,"sam","non-diagnostic","ND1","good",6.5,5,7,6,7,95,"robin","diagnostic","NA","good",6.25,2,1,3,2,8,"francis","diagnostic","NA","bad",2,2,3,1,2,12,"alex","non-diagnostic","ND2","bad",2,33,1,7,5,FALSE,FALSE,FALSE
"R_UhGMOclu7icsvnj",7,6,6,7,98,"sam","non-diagnostic","ND1","good",6.5,6,7,7,6,96,"robin","diagnostic","NA","good",6.5,3,2,2,1,7,"francis","non-diagnostic","ND2","bad",2,3,1,2,2,10,"alex","diagnostic","NA","bad",2,33,1,7,2,FALSE,FALSE,FALSE
"R_ywF3HHLsFy4bwFH",5,7,7,6,96,"sam","non-diagnostic","ND1","good",6.25,6,7,6,7,94,"robin","diagnostic","NA","good",6.5,1,2,2,1,12,"francis","diagnostic","NA","bad",1.5,2,2,1,2,5,"alex","non-diagnostic","ND2","bad",1.75,36,1,7,5,FALSE,FALSE,FALSE
"R_2zdc3rPO7sn2Nts",6,7,6,6,90,"sam","non-diagnostic","ND1","good",6.25,6,7,6,6,95,"robin","diagnostic","NA","good",6.25,2,2,1,2,11,"francis","diagnostic","NA","bad",1.75,3,1,2,2,14,"alex","non-diagnostic","ND2","bad",2,34,1,7,2,FALSE,FALSE,FALSE
"R_1NfammlPrKXF8JZ",6,7,6,6,100,"sam","non-diagnostic","ND1","good",6.25,7,6,7,7,88,"robin","diagnostic","NA","good",6.75,2,1,2,1,11,"francis","non-diagnostic","ND2","bad",1.5,2,2,1,2,12,"alex","diagnostic","NA","bad",1.75,39,1,7,2,FALSE,FALSE,FALSE
"R_ZDzUyKqqaxggwO5",6,6,7,6,94,"sam","non-diagnostic","ND1","good",6.25,7,7,6,6,86,"robin","diagnostic","NA","good",6.5,2,1,2,2,10,"francis","non-diagnostic","ND2","bad",1.75,3,1,2,3,13,"alex","diagnostic","NA","bad",2.25,30,1,7,2,FALSE,FALSE,FALSE
"R_OpNhcoiRABF3eJb",7,7,7,6,95,"sam","non-diagnostic","ND1","good",6.75,6,7,7,6,92,"robin","diagnostic","NA","good",6.5,6,5,6,5,93,"francis","non-diagnostic","ND2","bad",5.5,2,3,2,1,18,"alex","diagnostic","NA","bad",2,30,1,7,2,FALSE,FALSE,FALSE
"R_1eJoGSY5rfxGpjd",2,3,2,2,20,"sam","non-diagnostic","ND1","good",2.25,6,7,6,6,92,"robin","diagnostic","NA","good",6.25,2,1,2,2,13,"francis","diagnostic","NA","bad",1.75,2,3,2,3,20,"alex","non-diagnostic","ND2","bad",2.5,30,1,7,2,FALSE,FALSE,FALSE
"R_1Le6UhAmEpBFuzf",3,2,3,3,24,"sam","non-diagnostic","ND1","good",2.75,6,6,7,7,93,"robin","diagnostic","NA","good",6.5,3,2,2,3,14,"francis","non-diagnostic","ND2","bad",2.5,2,1,2,2,13,"alex","diagnostic","NA","bad",1.75,28,1,1,2,TRUE,FALSE,FALSE
