"ResponseId","sam_R1","sam_R2","sam_R3","sam_R4","sam_M1","sam_scenario","sam_condition","sam_diagnostic12","sam_R_tot","robin_R1","robin_R2","robin_R3","robin_R4","robin_M1","robin_scenario","robin_condition","robin_diagnostic12","robin_R_tot","francis_R1","francis_R2","francis_R3","francis_R4","francis_M1","francis_scenario","francis_condition","francis_diagnostic12","francis_R_tot","alex_R1","alex_R2","alex_R3","alex_R4","alex_M1","alex_scenario","alex_condition","alex_diagnostic12","alex_R_tot","age","gender","attn_chk_1Q","attn_chk_2_Q"
"R_1I5hwVc8RikhWdH",1,1,3,3,19,"sam","diagnostic","NA",2,1,1,1,2,8,"robin","non-diagnostic","ND1",1.25,1,1,4,3,12,"francis","diagnostic","NA",2.25,1,1,1,1,2,"alex","non-diagnostic","ND2",1,40,1,7,5
"R_OwI8g6B8uW8YHAJ",3,3,3,3,30,"sam","diagnostic","NA",3,4,3,2,3,35,"robin","non-diagnostic","ND1",3,5,5,3,5,50,"francis","non-diagnostic","ND2",4.5,2,2,2,1,15,"alex","diagnostic","NA",1.75,22,2,7,5
"R_3m3PWbm6aw17YlM",2,2,4,2,31,"sam","diagnostic","NA",2.5,4,4,4,4,59,"robin","diagnostic","NA",4,4,4,4,2,60,"francis","non-diagnostic","ND2",3.5,2,2,4,4,50,"alex","non-diagnostic","ND1",3,41,1,5,5
"R_2BhMZTu2endXFLO",5,6,5,6,9,"sam","diagnostic","NA",5.5,4,4,5,5,13,"robin","diagnostic","NA",4.5,5,5,4,5,10,"francis","non-diagnostic","ND2",4.75,3,4,4,4,24,"alex","non-diagnostic","ND1",3.75,18,2,3,5
"R_1CjUYQNygqULYxG",2,3,4,4,28,"sam","diagnostic","NA",3.25,1,1,1,3,23,"robin","non-diagnostic","ND1",1.5,4,4,4,4,46,"francis","non-diagnostic","ND2",4,2,2,2,2,19,"alex","diagnostic","NA",2,19,1,2,2
"R_2rNoDXoOhs1COP6",2,2,5,3,27,"sam","diagnostic","NA",3,2,2,1,2,13,"robin","non-diagnostic","ND1",1.75,3,3,3,2,22,"francis","diagnostic","NA",2.75,2,2,3,2,15,"alex","non-diagnostic","ND2",2.25,21,2,7,2
"R_2ctiTMeueCwjoPv",2,1,5,3,23,"sam","diagnostic","NA",2.75,1,1,1,1,9,"robin","non-diagnostic","ND1",1,2,2,5,3,19,"francis","diagnostic","NA",3,1,2,2,3,15,"alex","non-diagnostic","ND2",2,23,1,7,4
"R_1N4SgZA6gnw9564",2,2,2,2,10,"sam","diagnostic","NA",2,3,3,2,2,5,"robin","diagnostic","NA",2.5,4,5,5,5,72,"francis","non-diagnostic","ND2",4.75,2,2,4,2,10,"alex","non-diagnostic","ND1",2.5,49,2,2,2
"R_1CdMbKoyF0CVm8z",2,2,2,2,30,"sam","diagnostic","NA",2,4,3,2,3,28,"robin","non-diagnostic","ND1",3,3,3,2,1,20,"francis","non-diagnostic","ND2",2.25,2,2,4,3,25,"alex","diagnostic","NA",2.75,39,2,7,2
"R_0pTZcsGybJfQdUZ",3,4,2,3,24,"sam","diagnostic","NA",3,1,1,2,1,0,"robin","non-diagnostic","ND1",1.25,3,2,4,1,23,"francis","non-diagnostic","ND2",2.5,1,1,1,1,8,"alex","diagnostic","NA",1,18,3,7,2
"R_qVocuE7RbZp09FL",1,1,4,1,20,"sam","diagnostic","NA",1.75,1,1,3,1,10,"robin","diagnostic","NA",1.5,3,4,4,4,20,"francis","non-diagnostic","ND2",3.75,2,2,4,2,10,"alex","non-diagnostic","ND1",2.5,23,1,7,2
"R_1DLP0DLmpJ7REKM",1,1,4,1,10,"sam","diagnostic","NA",1.75,2,1,1,1,11,"robin","non-diagnostic","ND1",1.25,2,2,4,1,10,"francis","diagnostic","NA",2.25,1,1,1,1,9,"alex","non-diagnostic","ND2",1,19,2,7,2
"R_3O1X5fc0veE5kRg",1,1,1,1,0,"sam","diagnostic","NA",1,1,1,2,1,0,"robin","non-diagnostic","ND1",1.25,1,1,1,1,0,"francis","diagnostic","NA",1,1,1,1,1,0,"alex","non-diagnostic","ND2",1,25,1,2,2
"R_3NxpX8mpVRXVGeD",3,3,3,4,30,"sam","diagnostic","NA",3.25,4,3,2,2,30,"robin","non-diagnostic","ND1",2.75,4,5,5,5,50,"francis","diagnostic","NA",4.75,2,2,4,2,14,"alex","non-diagnostic","ND2",2.5,19,2,7,2
"R_115tFFwTvBaHTwP",3,2,5,4,62,"sam","diagnostic","NA",3.5,2,3,1,2,22,"robin","non-diagnostic","ND1",2,3,3,5,3,37,"francis","non-diagnostic","ND2",3.5,1,1,1,1,0,"alex","diagnostic","NA",1,25,1,7,5
"R_232B5oMDbPTbj2g",3,2,3,2,12,"sam","diagnostic","NA",2.5,3,2,2,2,12,"robin","diagnostic","NA",2.25,4,4,5,3,39,"francis","non-diagnostic","ND2",4,2,2,3,2,12,"alex","non-diagnostic","ND1",2.25,18,1,7,2
"R_2YG29dlgKspbG2x",4,3,3,4,35,"sam","diagnostic","NA",3.5,4,4,3,3,35,"robin","non-diagnostic","ND1",3.5,4,3,4,4,45,"francis","non-diagnostic","ND2",3.75,3,4,4,3,35,"alex","diagnostic","NA",3.5,47,2,7,5
"R_2S8rAN0PzPc3HTN",2,2,4,3,33,"sam","diagnostic","NA",2.75,3,3,2,2,30,"robin","diagnostic","NA",2.5,4,4,4,4,50,"francis","non-diagnostic","ND2",4,4,4,5,4,50,"alex","non-diagnostic","ND1",4.25,20,2,7,5
"R_2zH1eIrVDZOwvz9",1,1,2,1,7,"sam","diagnostic","NA",1.25,1,1,1,1,0,"robin","diagnostic","NA",1,4,4,5,4,50,"francis","non-diagnostic","ND2",4.25,1,1,2,1,5,"alex","non-diagnostic","ND1",1.25,19,3,7,5
"R_3emEF4IvUOV9WBb",1,1,4,4,24,"sam","diagnostic","NA",2.5,1,2,1,1,14,"robin","diagnostic","NA",1.25,2,3,5,4,37,"francis","non-diagnostic","ND2",3.5,1,1,5,4,7,"alex","non-diagnostic","ND1",2.75,28,2,7,5
"R_3k7KfvBjU8AH8l8",4,4,4,4,35,"sam","diagnostic","NA",4,3,4,2,2,35,"robin","diagnostic","NA",2.75,3,2,1,1,50,"francis","non-diagnostic","ND2",1.75,3,3,4,3,35,"alex","non-diagnostic","ND1",3.25,38,2,7,5
"R_26gVT5rK8ov5wp6",4,3,5,5,42,"sam","diagnostic","NA",4.25,4,2,3,4,39,"robin","non-diagnostic","ND1",3.25,3,4,6,4,43,"francis","diagnostic","NA",4.25,2,2,5,3,28,"alex","non-diagnostic","ND2",3,20,2,7,5
"R_1gthlB8EgozM7ZB",2,2,1,2,7,"sam","diagnostic","NA",1.75,2,2,2,2,9,"robin","non-diagnostic","ND1",2,4,4,6,6,54,"francis","non-diagnostic","ND2",5,2,2,5,2,8,"alex","diagnostic","NA",2.75,56,1,1,2
"R_3iOTTwFh7Jr0gMs",2,2,3,3,22,"sam","diagnostic","NA",2.5,2,1,1,1,14,"robin","non-diagnostic","ND1",1.25,1,2,5,4,28,"francis","diagnostic","NA",3,2,2,4,2,19,"alex","non-diagnostic","ND2",2.5,20,1,7,2
"R_2SeRzoT13seY90C",2,3,2,3,30,"sam","diagnostic","NA",2.5,2,1,1,2,5,"robin","non-diagnostic","ND1",1.5,3,3,4,4,40,"francis","diagnostic","NA",3.5,2,2,3,2,20,"alex","non-diagnostic","ND2",2.25,18,1,3,2
"R_27VtWpPnu7kfXnv",3,1,4,1,0,"sam","diagnostic","NA",2.25,1,1,1,1,0,"robin","non-diagnostic","ND1",1,1,1,4,1,0,"francis","non-diagnostic","ND2",1.75,1,1,3,1,0,"alex","diagnostic","NA",1.5,28,1,7,5
"R_1nZzAd0VsA2AwcC",4,4,4,1,32,"sam","diagnostic","NA",3.25,1,1,1,1,20,"robin","non-diagnostic","ND1",1,4,4,4,1,50,"francis","diagnostic","NA",3.25,1,1,1,1,0,"alex","non-diagnostic","ND2",1,40,1,7,2
"R_2EBuQYfjF5MVrNt",1,1,3,2,5,"sam","diagnostic","NA",1.75,1,2,1,2,11,"robin","non-diagnostic","ND1",1.5,2,3,4,2,25,"francis","non-diagnostic","ND2",2.75,1,2,3,1,10,"alex","diagnostic","NA",1.75,20,1,7,2
"R_UymjWGrMYRzw73b",3,4,5,4,35,"sam","diagnostic","NA",4,2,2,2,2,14,"robin","non-diagnostic","ND1",2,3,4,6,4,50,"francis","diagnostic","NA",4.25,3,2,3,2,15,"alex","non-diagnostic","ND2",2.5,20,2,1,2
"R_bmBeQII7efeZBYZ",2,2,3,2,10,"sam","diagnostic","NA",2.25,1,1,1,1,5,"robin","non-diagnostic","ND1",1,2,3,4,3,20,"francis","non-diagnostic","ND2",3,3,1,2,2,7,"alex","diagnostic","NA",2,19,2,7,5
"R_2ZQ4rvWdxIauIgL",1,1,4,1,20,"sam","diagnostic","NA",1.75,1,1,1,1,0,"robin","non-diagnostic","ND1",1,3,4,4,1,25,"francis","diagnostic","NA",3,1,1,4,1,10,"alex","non-diagnostic","ND2",1.75,18,1,6,2
"R_tKEUYNNi4QTiiZ3",3,3,5,2,40,"sam","diagnostic","NA",3.25,2,2,2,3,25,"robin","diagnostic","NA",2.25,6,4,6,6,73,"francis","non-diagnostic","ND2",5.5,4,2,3,2,40,"alex","non-diagnostic","ND1",2.75,20,1,7,5
"R_YQdeUXw3n1FQAIF",3,1,1,1,5,"sam","diagnostic","NA",1.5,1,1,1,1,0,"robin","non-diagnostic","ND1",1,4,2,4,2,14,"francis","non-diagnostic","ND2",3,1,1,3,1,4,"alex","diagnostic","NA",1.5,24,2,7,5
"R_2TRvTnlnLCFUjO7",1,1,1,1,0,"sam","diagnostic","NA",1,1,1,1,1,0,"robin","non-diagnostic","ND1",1,1,1,1,1,0,"francis","diagnostic","NA",1,1,1,1,1,0,"alex","non-diagnostic","ND2",1,20,2,2,5
"R_1FPAKY9FmOjP7S6",3,3,2,3,21,"sam","diagnostic","NA",2.75,2,2,2,2,19,"robin","diagnostic","NA",2,3,2,2,3,29,"francis","non-diagnostic","ND2",2.5,4,3,3,3,19,"alex","non-diagnostic","ND1",3.25,37,2,7,2
"R_740zTljtP230Nep",3,3,4,3,28,"sam","diagnostic","NA",3.25,2,2,3,3,16,"robin","non-diagnostic","ND1",2.5,4,2,6,5,41,"francis","non-diagnostic","ND2",4.25,2,2,3,3,17,"alex","diagnostic","NA",2.5,34,2,7,2
"R_3maxwf7WPvFcCDW",1,1,7,1,10,"sam","diagnostic","NA",2.5,1,1,1,1,9,"robin","diagnostic","NA",1,3,1,5,2,21,"francis","non-diagnostic","ND2",2.75,1,1,7,3,29,"alex","non-diagnostic","ND1",3,22,2,7,5
"R_1HeEIRzGnOSqHSx",3,2,3,3,63,"sam","diagnostic","NA",2.75,3,2,1,2,70,"robin","diagnostic","NA",2,3,4,4,3,65,"francis","non-diagnostic","ND2",3.5,2,2,3,2,70,"alex","non-diagnostic","ND1",2.25,19,2,2,5
"R_1rc81dd8tZhEG1e",2,2,3,2,25,"sam","diagnostic","NA",2.25,2,2,2,2,20,"robin","non-diagnostic","ND1",2,3,3,3,3,35,"francis","non-diagnostic","ND2",3,2,2,3,1,16,"alex","diagnostic","NA",2,25,2,7,2
"R_1LA529Npp8MAbrL",2,2,2,2,15,"sam","diagnostic","NA",2,4,4,3,4,30,"robin","non-diagnostic","ND1",3.75,3,1,4,2,10,"francis","diagnostic","NA",2.5,4,4,5,3,20,"alex","non-diagnostic","ND2",4,24,2,7,5
"R_2RQzWOhpDAB2BOV",3,4,1,1,26,"sam","diagnostic","NA",2.25,3,4,4,3,30,"robin","non-diagnostic","ND1",3.5,2,2,3,1,17,"francis","non-diagnostic","ND2",2,2,4,2,1,21,"alex","diagnostic","NA",2.25,21,1,7,2
"R_2S6la8V5E1Bf6Qy",3,4,4,4,50,"sam","diagnostic","NA",3.75,1,2,1,1,10,"robin","diagnostic","NA",1.25,4,4,4,4,50,"francis","non-diagnostic","ND2",4,4,3,3,4,34,"alex","non-diagnostic","ND1",3.5,20,2,7,5
"R_3j8wHfhCxs2wgMo",3,3,4,3,27,"sam","diagnostic","NA",3.25,2,3,2,3,24,"robin","non-diagnostic","ND1",2.5,2,3,4,3,30,"francis","diagnostic","NA",3,2,3,3,2,29,"alex","non-diagnostic","ND2",2.5,21,1,7,5
"R_1opCfVivzCwhl1R",2,2,3,3,15,"sam","diagnostic","NA",2.5,3,3,4,3,43,"robin","diagnostic","NA",3.25,4,4,4,4,50,"francis","non-diagnostic","ND2",4,1,1,2,2,10,"alex","non-diagnostic","ND1",1.5,19,1,7,2
"R_3rOGjg1fexaQxPX",2,3,4,3,29,"sam","diagnostic","NA",3,2,2,3,2,35,"robin","non-diagnostic","ND1",2.25,2,3,4,3,37,"francis","diagnostic","NA",3,2,2,4,3,39,"alex","non-diagnostic","ND2",2.75,19,1,7,5
"R_yPTu0gC6zDhm04V",2,2,3,3,31,"sam","diagnostic","NA",2.5,1,1,1,1,15,"robin","diagnostic","NA",1,3,3,4,3,21,"francis","non-diagnostic","ND2",3.25,2,2,4,4,26,"alex","non-diagnostic","ND1",3,29,2,7,2
"R_2uDMUdemubzVy1m",1,1,6,1,0,"sam","diagnostic","NA",2.25,2,2,1,2,8,"robin","non-diagnostic","ND1",1.75,2,2,4,1,17,"francis","diagnostic","NA",2.25,3,3,4,3,25,"alex","non-diagnostic","ND2",3.25,31,1,5,2
"R_3s5jM8KEBh0T5vk",1,1,2,2,20,"sam","diagnostic","NA",1.5,1,1,1,1,10,"robin","diagnostic","NA",1,1,1,3,2,20,"francis","non-diagnostic","ND2",1.75,2,2,4,3,30,"alex","non-diagnostic","ND1",2.75,20,2,7,5
"R_23fctR8hmsJxSpl",3,6,6,5,71,"sam","diagnostic","NA",5,1,2,2,2,22,"robin","non-diagnostic","ND1",1.75,4,4,7,5,57,"francis","non-diagnostic","ND2",5,4,3,6,5,68,"alex","diagnostic","NA",4.5,21,1,7,2
"R_3CTsex57gcrXn73",2,3,4,2,40,"sam","diagnostic","NA",2.75,3,3,2,3,30,"robin","non-diagnostic","ND1",2.75,2,3,4,3,40,"francis","non-diagnostic","ND2",3,2,2,3,1,20,"alex","diagnostic","NA",2,21,2,7,2
"R_1PXcq9IdvtOAChD",2,3,4,3,31,"sam","diagnostic","NA",3,3,4,2,4,46,"robin","non-diagnostic","ND1",3.25,4,3,5,4,41,"francis","diagnostic","NA",4,2,3,4,4,46,"alex","non-diagnostic","ND2",3.25,19,2,5,2
"R_3hH1IO5bssbuElV",1,1,3,1,25,"sam","diagnostic","NA",1.5,1,1,1,1,20,"robin","diagnostic","NA",1,1,1,3,3,25,"francis","non-diagnostic","ND2",2,1,1,3,1,25,"alex","non-diagnostic","ND1",1.5,42,1,5,2
"R_8p7xh1OR6Zibrwt",3,3,4,4,18,"sam","diagnostic","NA",3.5,3,1,1,1,0,"robin","non-diagnostic","ND1",1.5,4,2,6,2,9,"francis","diagnostic","NA",3.5,2,2,5,3,12,"alex","non-diagnostic","ND2",3,18,2,5,5
"R_2YKPwkVgu7zEfDT",2,2,4,2,25,"sam","diagnostic","NA",2.5,3,2,2,2,25,"robin","non-diagnostic","ND1",2.25,3,3,6,3,35,"francis","non-diagnostic","ND2",3.75,2,2,4,2,25,"alex","diagnostic","NA",2.5,32,1,2,2
"R_1mDvHDCyYdj9eL7",3,4,3,2,40,"sam","diagnostic","NA",3,2,3,2,3,30,"robin","non-diagnostic","ND1",2.5,4,3,4,4,50,"francis","diagnostic","NA",3.75,3,4,4,3,35,"alex","non-diagnostic","ND2",3.5,22,1,7,2
"R_3DhbczaZsG0oMfM",2,1,3,1,14,"sam","diagnostic","NA",1.75,2,1,2,2,17,"robin","non-diagnostic","ND1",1.75,3,3,4,3,30,"francis","non-diagnostic","ND2",3.25,1,2,3,1,15,"alex","diagnostic","NA",1.75,26,1,7,5
"R_20lOKJnCTBvwc93",3,3,3,3,49,"sam","diagnostic","NA",3,4,4,3,3,48,"robin","diagnostic","NA",3.5,4,4,6,4,43,"francis","non-diagnostic","ND2",4.5,1,2,3,3,23,"alex","non-diagnostic","ND1",2.25,24,2,2,5
"R_1Fhp0cRNCkvAh6X",1,1,4,1,0,"sam","diagnostic","NA",1.75,1,1,1,1,0,"robin","non-diagnostic","ND1",1,1,1,4,3,0,"francis","diagnostic","NA",2.25,1,1,4,1,0,"alex","non-diagnostic","ND2",1.75,20,2,7,5
"R_3GDiX6uziiQcPBY",3,3,3,3,50,"sam","diagnostic","NA",3,7,4,4,4,51,"robin","non-diagnostic","ND1",4.75,4,4,3,4,51,"francis","non-diagnostic","ND2",3.75,4,4,5,2,50,"alex","diagnostic","NA",3.75,42,2,7,2
"R_Ai0ovnKbhSidONj",2,2,2,2,32,"sam","diagnostic","NA",2,2,1,1,3,24,"robin","non-diagnostic","ND1",1.75,2,3,2,2,25,"francis","non-diagnostic","ND2",2.25,1,1,5,1,27,"alex","diagnostic","NA",2,18,2,6,5
"R_3G2PeBUDXX19Jmo",1,1,1,1,0,"sam","diagnostic","NA",1,1,1,2,2,9,"robin","non-diagnostic","ND1",1.5,2,1,4,2,14,"francis","non-diagnostic","ND2",2.25,1,1,1,1,0,"alex","diagnostic","NA",1,53,1,7,5
"R_C2GhP3AzjzQXEqZ",2,2,4,3,16,"sam","diagnostic","NA",2.75,2,2,2,2,24,"robin","diagnostic","NA",2,2,4,4,3,50,"francis","non-diagnostic","ND2",3.25,1,1,4,2,11,"alex","non-diagnostic","ND1",2,48,2,7,5
"R_21ndakg6eEGxR9h",2,1,1,1,6,"sam","diagnostic","NA",1.25,3,4,1,2,16,"robin","diagnostic","NA",2.5,2,2,4,3,30,"francis","non-diagnostic","ND2",2.75,2,2,3,3,10,"alex","non-diagnostic","ND1",2.5,21,2,2,2
"R_pEu9tN3tXNVd2cV",1,1,1,1,11,"sam","diagnostic","NA",1,2,3,1,2,21,"robin","non-diagnostic","ND1",2,3,2,5,4,27,"francis","non-diagnostic","ND2",3.5,1,2,7,3,8,"alex","diagnostic","NA",3.25,18,2,7,2
"R_1Clq4lVVfl67Cxn",1,1,1,1,0,"sam","diagnostic","NA",1,1,1,1,1,0,"robin","non-diagnostic","ND1",1,1,1,1,1,0,"francis","diagnostic","NA",1,1,1,1,1,0,"alex","non-diagnostic","ND2",1,24,2,7,5
"R_1DT05mFZIJ9mO6L",2,1,4,2,17,"sam","diagnostic","NA",2.25,4,3,3,3,30,"robin","non-diagnostic","ND1",3.25,4,3,4,1,32,"francis","non-diagnostic","ND2",3,4,3,4,4,31,"alex","diagnostic","NA",3.75,20,2,2,2
"R_29nyMuRvKLaMrqP",1,1,2,2,0,"sam","diagnostic","NA",1.5,1,1,1,1,0,"robin","diagnostic","NA",1,1,1,1,1,0,"francis","non-diagnostic","ND2",1,1,1,2,1,0,"alex","non-diagnostic","ND1",1.25,18,2,7,2
"R_2VD5jqOsLPxm1Yx",1,1,4,2,20,"sam","diagnostic","NA",2,1,1,1,1,10,"robin","non-diagnostic","ND1",1,3,4,5,3,38,"francis","non-diagnostic","ND2",3.75,1,1,3,3,28,"alex","diagnostic","NA",2,19,2,5,2
"R_O9hRMip0eJsczQd",1,2,3,1,0,"sam","diagnostic","NA",1.75,1,1,1,1,0,"robin","non-diagnostic","ND1",1,4,3,5,3,23,"francis","non-diagnostic","ND2",3.75,2,3,5,2,12,"alex","diagnostic","NA",3,27,2,7,2
"R_2WG388auznr4lIh",3,3,4,3,32,"sam","diagnostic","NA",3.25,3,3,2,3,21,"robin","non-diagnostic","ND1",2.75,5,5,5,4,46,"francis","non-diagnostic","ND2",4.75,3,3,3,2,23,"alex","diagnostic","NA",2.75,20,2,5,2
"R_3neeHwCRBV4Jxwk",2,2,3,3,25,"sam","diagnostic","NA",2.5,2,2,2,2,30,"robin","non-diagnostic","ND1",2,3,3,4,4,40,"francis","diagnostic","NA",3.5,3,3,4,4,49,"alex","non-diagnostic","ND2",3.5,20,1,4,2
"R_cAqUM3odLXoJ79L",3,4,4,2,27,"sam","diagnostic","NA",3.25,2,2,1,1,9,"robin","diagnostic","NA",1.5,2,2,4,2,19,"francis","non-diagnostic","ND2",2.5,2,3,2,2,20,"alex","non-diagnostic","ND1",2.25,21,1,7,2
"R_1mjYW82qN8kNlti",1,1,4,3,10,"sam","diagnostic","NA",2.25,2,1,1,2,0,"robin","non-diagnostic","ND1",1.5,4,4,7,4,26,"francis","diagnostic","NA",4.75,1,1,3,1,0,"alex","non-diagnostic","ND2",1.5,19,2,7,5
"R_ZCqyjs0wj9iKdot",3,3,2,2,25,"sam","diagnostic","NA",2.5,1,1,1,2,10,"robin","diagnostic","NA",1.25,2,2,2,2,15,"francis","non-diagnostic","ND2",2,1,1,2,2,13,"alex","non-diagnostic","ND1",1.5,19,2,7,2
"R_3GxKX9fnTgGSayY",1,1,4,4,20,"sam","diagnostic","NA",2.5,1,1,1,1,10,"robin","diagnostic","NA",1,1,4,4,4,50,"francis","non-diagnostic","ND2",3.25,1,1,4,1,10,"alex","non-diagnostic","ND1",1.75,27,2,7,2
"R_Q9XCnvvSrWktqtH",3,2,5,3,18,"sam","diagnostic","NA",3.25,3,2,2,2,19,"robin","non-diagnostic","ND1",2.25,3,2,4,4,19,"francis","diagnostic","NA",3.25,3,2,5,4,18,"alex","non-diagnostic","ND2",3.5,24,2,7,2
"R_2zRY5uSQLeHrJu8",4,4,4,4,50,"sam","diagnostic","NA",4,4,4,4,4,50,"robin","diagnostic","NA",4,4,4,4,4,50,"francis","non-diagnostic","ND2",4,4,4,6,4,50,"alex","non-diagnostic","ND1",4.5,52,1,7,5
"R_2OPFQ7LykO2p3f2",2,2,2,2,10,"sam","diagnostic","NA",2,2,2,2,2,10,"robin","non-diagnostic","ND1",2,4,3,6,2,30,"francis","non-diagnostic","ND2",3.75,2,2,2,2,11,"alex","diagnostic","NA",2,54,2,7,5
"R_2wMjRfqhBDrLXzo",3,3,4,3,20,"sam","diagnostic","NA",3.25,3,2,3,2,7,"robin","non-diagnostic","ND1",2.5,3,1,5,1,12,"francis","diagnostic","NA",2.5,2,1,5,1,12,"alex","non-diagnostic","ND2",2.25,19,2,7,2
"R_vf7Ra4AQDs4wPBL",3,4,3,3,24,"sam","diagnostic","NA",3.25,3,3,1,3,19,"robin","non-diagnostic","ND1",2.5,3,3,4,3,29,"francis","non-diagnostic","ND2",3.25,3,3,3,2,26,"alex","diagnostic","NA",2.75,20,2,4,2
"R_2xFPg1uHDctsGIy",3,3,5,3,30,"sam","diagnostic","NA",3.5,2,5,2,4,50,"robin","non-diagnostic","ND1",3.25,3,3,4,4,44,"francis","non-diagnostic","ND2",3.5,2,2,2,1,14,"alex","diagnostic","NA",1.75,33,2,2,2
"R_2wKtSCjjjeQCstR",1,1,2,1,8,"sam","diagnostic","NA",1.25,1,1,1,2,3,"robin","diagnostic","NA",1.25,2,2,4,2,14,"francis","non-diagnostic","ND2",2.5,1,1,3,2,18,"alex","non-diagnostic","ND1",1.75,18,1,7,2
"R_1fiJYHUXTnsNQFe",2,2,1,2,10,"sam","diagnostic","NA",1.75,2,3,3,3,17,"robin","non-diagnostic","ND1",2.75,3,3,4,2,20,"francis","non-diagnostic","ND2",3,1,2,2,2,3,"alex","diagnostic","NA",1.75,26,2,1,2
"R_2tKExu9SaumO8wu",1,1,1,1,100,"sam","diagnostic","NA",1,1,1,1,1,100,"robin","non-diagnostic","ND1",1,2,2,2,2,90,"francis","diagnostic","NA",2,2,2,2,2,90,"alex","non-diagnostic","ND2",2,74,1,2,5
"R_VX7KbzEvIBI5Qtz",2,2,2,2,10,"sam","diagnostic","NA",2,3,3,2,3,25,"robin","non-diagnostic","ND1",2.75,4,4,4,4,50,"francis","diagnostic","NA",4,2,2,3,2,25,"alex","non-diagnostic","ND2",2.25,22,1,7,2
"R_2P1HHKCP2oINBmj",1,1,3,1,0,"sam","diagnostic","NA",1.5,1,1,1,1,0,"robin","non-diagnostic","ND1",1,1,1,4,2,0,"francis","non-diagnostic","ND2",2,1,1,2,1,0,"alex","diagnostic","NA",1.25,19,1,7,2
"R_5mN80NJUYNykt6F",1,2,2,1,19,"sam","diagnostic","NA",1.5,1,2,1,1,12,"robin","non-diagnostic","ND1",1.25,2,2,5,2,19,"francis","non-diagnostic","ND2",2.75,2,2,2,2,19,"alex","diagnostic","NA",2,22,2,7,5
"R_2DZcnalmBk1g5zY",1,1,2,2,9,"sam","diagnostic","NA",1.5,2,2,1,2,25,"robin","non-diagnostic","ND1",1.75,3,2,3,3,26,"francis","non-diagnostic","ND2",2.75,1,1,2,2,26,"alex","diagnostic","NA",1.5,35,1,7,2
"R_33yk1ddGLkXjNI4",1,1,1,1,0,"sam","diagnostic","NA",1,4,2,3,3,21,"robin","non-diagnostic","ND1",3,3,3,3,3,19,"francis","diagnostic","NA",3,4,3,3,2,0,"alex","non-diagnostic","ND2",3,20,1,3,2
"R_2eaia8UgoA0gMRp",2,3,3,1,27,"sam","diagnostic","NA",2.25,3,4,2,3,45,"robin","diagnostic","NA",3,3,3,5,4,46,"francis","non-diagnostic","ND2",3.75,2,2,3,1,14,"alex","non-diagnostic","ND1",2,42,2,7,2
"R_ZIdRZ8Cd7AKrNbX",1,1,6,4,4,"sam","diagnostic","NA",3,2,2,1,1,4,"robin","non-diagnostic","ND1",1.5,2,2,5,2,4,"francis","non-diagnostic","ND2",2.75,1,1,2,1,3,"alex","diagnostic","NA",1.25,26,1,1,5
"R_2EbeJAoJLr1hgFp",3,3,4,4,49,"sam","diagnostic","NA",3.5,3,3,4,3,48,"robin","diagnostic","NA",3.25,4,4,5,5,64,"francis","non-diagnostic","ND2",4.5,3,3,3,3,48,"alex","non-diagnostic","ND1",3,22,2,7,5
"R_OwyIq3pe7KdbLKp",4,3,4,3,39,"sam","diagnostic","NA",3.5,4,3,3,3,52,"robin","non-diagnostic","ND1",3.25,4,3,4,3,50,"francis","diagnostic","NA",3.5,2,2,3,2,35,"alex","non-diagnostic","ND2",2.25,21,3,7,2
"R_2zYcOdZ7g7bNhxN",2,2,2,2,17,"sam","diagnostic","NA",2,2,2,1,2,14,"robin","diagnostic","NA",1.75,2,2,3,3,20,"francis","non-diagnostic","ND2",2.5,1,1,2,2,10,"alex","non-diagnostic","ND1",1.5,20,1,7,2
"R_3JfJgOKfRdsxgQw",1,2,4,4,18,"sam","diagnostic","NA",2.75,2,2,2,2,17,"robin","diagnostic","NA",2,4,3,4,4,50,"francis","non-diagnostic","ND2",3.75,2,2,4,3,14,"alex","non-diagnostic","ND1",2.75,23,1,7,2
"R_ZKa0g5ovNe3NylH",5,3,6,2,37,"sam","diagnostic","NA",4,5,3,3,3,40,"robin","non-diagnostic","ND1",3.5,3,3,3,3,37,"francis","non-diagnostic","ND2",3,1,2,5,3,34,"alex","diagnostic","NA",2.75,22,2,7,5
"R_3CNpnklSY9KVl4V",1,2,2,1,9,"sam","diagnostic","NA",1.5,1,2,1,1,9,"robin","non-diagnostic","ND1",1.25,2,2,3,1,11,"francis","diagnostic","NA",2,1,2,2,1,9,"alex","non-diagnostic","ND2",1.5,20,1,7,2
"R_1NlYv2OV6nh9huu",1,1,1,1,0,"sam","diagnostic","NA",1,1,1,1,1,0,"robin","non-diagnostic","ND1",1,2,3,3,2,5,"francis","non-diagnostic","ND2",2.5,1,1,2,1,0,"alex","diagnostic","NA",1.25,21,1,5,2
"R_1r2OERqjIB02HiF",2,2,3,2,9,"sam","diagnostic","NA",2.25,2,2,2,2,9,"robin","non-diagnostic","ND1",2,2,2,2,2,9,"francis","diagnostic","NA",2,2,2,3,2,9,"alex","non-diagnostic","ND2",2.25,29,2,7,2
