"ResponseId","sam_R1","sam_R2","sam_R3","sam_R4","sam_M1","sam_scenario","sam_condition","sam_diagnostic12","sam_R_tot","robin_R1","robin_R2","robin_R3","robin_R4","robin_M1","robin_scenario","robin_condition","robin_diagnostic12","robin_R_tot","francis_R1","francis_R2","francis_R3","francis_R4","francis_M1","francis_scenario","francis_condition","francis_diagnostic12","francis_R_tot","alex_R1","alex_R2","alex_R3","alex_R4","alex_M1","alex_scenario","alex_condition","alex_diagnostic12","alex_R_tot","age","gender","Sample","attn_chk_1Q","attn_chk_2_Q"
"R_12xtsM2wiVE9RSe",5,5,5,1,84,"sam","non-diagnostic","ND2",4,1,1,4,1,73,"robin","diagnostic","NA",1.75,2,5,7,5,84,"francis","non-diagnostic","ND1",4.75,3,6,4,2,71,"alex","diagnostic","NA",3.75,26,1,"MTurk",7,4
"R_4IAaDEuw2CRYkBb",7,6,5,6,77,"sam","non-diagnostic","ND2",6,7,6,5,6,71,"robin","diagnostic","NA",6,7,6,5,6,82,"francis","non-diagnostic","ND1",6,6,6,5,6,75,"alex","diagnostic","NA",5.75,25,1,"MTurk",7,5
"R_1giqGe9aptmWp5v",6,7,6,7,93,"sam","non-diagnostic","ND2",6.5,6,7,6,6,94,"robin","diagnostic","NA",6.25,6,7,7,7,96,"francis","non-diagnostic","ND1",6.75,6,7,6,7,89,"alex","diagnostic","NA",6.5,44,1,"MTurk",7,5
"R_UhChASB9ogWcrdL",6,5,6,7,73,"sam","non-diagnostic","ND2",6,6,5,6,7,83,"robin","diagnostic","NA",6,7,5,6,7,87,"francis","non-diagnostic","ND1",6.25,6,5,7,6,78,"alex","diagnostic","NA",6,25,2,"MTurk",7,2
"R_2zpDVQKzwpnNicT",6,5,7,7,75,"sam","non-diagnostic","ND2",6.25,6,7,7,6,79,"robin","diagnostic","NA",6.5,6,6,7,7,81,"francis","non-diagnostic","ND1",6.5,6,5,6,7,86,"alex","diagnostic","NA",6,25,1,"MTurk",7,2
"R_pxwf11SF5uewUrT",7,7,7,7,84,"sam","non-diagnostic","ND2",7,7,7,7,7,84,"robin","diagnostic","NA",7,7,7,7,7,81,"francis","non-diagnostic","ND1",7,7,7,7,7,85,"alex","diagnostic","NA",7,59,1,"MTurk",7,3
"R_3DqnFze4U9tEuJY",4,5,6,7,81,"sam","non-diagnostic","ND2",5.5,4,5,6,7,81,"robin","diagnostic","NA",5.5,5,4,4,6,74,"francis","non-diagnostic","ND1",4.75,4,5,6,7,80,"alex","diagnostic","NA",5.5,25,1,"MTurk",1,5
"R_6o3zCHiE4S8Bumt",4,5,7,6,79,"sam","non-diagnostic","ND2",5.5,3,4,5,7,82,"robin","diagnostic","NA",4.75,3,4,5,7,75,"francis","non-diagnostic","ND1",4.75,3,4,6,7,75,"alex","diagnostic","NA",5,25,2,"MTurk",2,5
"R_RKWWau96EJm3xOV",7,5,6,7,79,"sam","non-diagnostic","ND2",6.25,7,6,7,6,89,"robin","diagnostic","NA",6.5,7,5,6,2,74,"francis","non-diagnostic","ND1",5,7,5,6,7,76,"alex","diagnostic","NA",6.25,30,1,"MTurk",7,2
"R_2QGNR1n0jpwlRBv",5,5,6,6,74,"sam","non-diagnostic","ND2",5.5,6,6,7,6,68,"robin","diagnostic","NA",6.25,6,6,7,6,73,"francis","non-diagnostic","ND1",6.25,5,5,7,6,67,"alex","diagnostic","NA",5.75,25,1,"MTurk",7,2
"R_1eFYqCAaDa46uj5",4,5,6,5,85,"sam","non-diagnostic","ND2",5,4,3,5,7,80,"robin","diagnostic","NA",4.75,5,4,5,7,70,"francis","non-diagnostic","ND1",5.25,4,5,6,5,82,"alex","diagnostic","NA",5,25,1,"MTurk",1,5
"R_3HpmPGqedA2VO0O",6,5,6,6,88,"sam","non-diagnostic","ND2",5.75,5,6,7,7,90,"robin","diagnostic","NA",6.25,6,6,5,5,72,"francis","non-diagnostic","ND1",5.5,6,7,7,6,90,"alex","diagnostic","NA",6.5,28,2,"MTurk",7,2
"R_2Bnue9gQYUTB20c",6,5,4,5,60,"sam","non-diagnostic","ND2",5,3,4,3,5,81,"robin","diagnostic","NA",3.75,6,5,4,5,80,"francis","non-diagnostic","ND1",5,7,6,3,5,70,"alex","diagnostic","NA",5.25,24,1,"MTurk",7,2
"R_3NQDAHq2ypSBTnB",7,7,7,7,100,"sam","non-diagnostic","ND2",7,7,7,7,7,100,"robin","diagnostic","NA",7,7,7,7,7,100,"francis","non-diagnostic","ND1",7,7,7,7,7,100,"alex","diagnostic","NA",7,31,1,"MTurk",7,2
"R_2P7nka2CAo6LmWx",6,4,6,5,63,"sam","non-diagnostic","ND2",5.25,6,7,6,7,86,"robin","diagnostic","NA",6.5,6,7,5,7,70,"francis","non-diagnostic","ND1",6.25,6,5,6,7,71,"alex","diagnostic","NA",6,32,1,"MTurk",7,2
"R_2X1EqMakJxjYaaT",7,7,7,7,100,"sam","non-diagnostic","ND2",7,7,7,7,7,100,"robin","diagnostic","NA",7,7,7,7,4,100,"francis","non-diagnostic","ND1",6.25,7,7,7,7,100,"alex","diagnostic","NA",7,41,2,"MTurk",7,2
"R_snjBT5Xnf2R7pgB",7,7,7,7,100,"sam","non-diagnostic","ND2",7,7,7,7,7,100,"robin","diagnostic","NA",7,7,7,7,7,100,"francis","non-diagnostic","ND1",7,7,7,7,7,100,"alex","diagnostic","NA",7,35,2,"MTurk",7,2
"R_1nMVc6KjQzrq5lX",5,6,5,4,70,"sam","non-diagnostic","ND2",5,6,7,6,7,80,"robin","diagnostic","NA",6.5,7,6,6,5,77,"francis","non-diagnostic","ND1",6,7,7,7,7,94,"alex","diagnostic","NA",7,30,1,"MTurk",7,2
"R_2fqjpGTlEeQyEEZ",2,3,6,7,95,"sam","non-diagnostic","ND2",4.5,4,4,6,7,75,"robin","diagnostic","NA",5.25,4,5,6,7,83,"francis","non-diagnostic","ND1",5.5,2,4,5,7,72,"alex","diagnostic","NA",4.5,44,1,"MTurk",7,2
"R_yKkE926IfZnCjAt",7,7,7,6,84,"sam","non-diagnostic","ND2",6.75,6,6,4,6,58,"robin","diagnostic","NA",5.5,6,6,5,6,96,"francis","non-diagnostic","ND1",5.75,4,6,6,7,75,"alex","diagnostic","NA",5.75,37,2,"MTurk",2,2
"R_2zOX2w9lPWslGI5",6,7,6,7,83,"sam","non-diagnostic","ND2",6.5,6,7,6,7,72,"robin","diagnostic","NA",6.5,6,7,6,5,73,"francis","non-diagnostic","ND1",6,6,7,6,5,72,"alex","diagnostic","NA",6,32,1,"MTurk",7,2
"R_3sAYT9jgnCR8IOS",5,6,6,6,78,"sam","non-diagnostic","ND2",5.75,7,7,7,7,83,"robin","diagnostic","NA",7,6,6,6,6,85,"francis","non-diagnostic","ND1",6,6,6,7,6,82,"alex","diagnostic","NA",6.25,43,1,"MTurk",1,2
"R_24vXIwygL0Pjy6W",7,7,7,7,100,"sam","non-diagnostic","ND2",7,7,7,7,7,100,"robin","diagnostic","NA",7,7,7,7,7,100,"francis","non-diagnostic","ND1",7,7,7,7,7,100,"alex","diagnostic","NA",7,54,1,"MTurk",7,2
"R_30oYMXaS6QYa1Fj",6,6,5,6,89,"sam","non-diagnostic","ND2",5.75,6,6,6,5,89,"robin","diagnostic","NA",5.75,6,6,5,5,85,"francis","non-diagnostic","ND1",5.5,6,6,6,6,95,"alex","diagnostic","NA",6,31,1,"MTurk",7,2
"R_1PRgFoquMAehlN0",7,7,7,7,100,"sam","non-diagnostic","ND2",7,7,7,7,7,100,"robin","diagnostic","NA",7,7,7,7,7,100,"francis","non-diagnostic","ND1",7,7,7,7,7,100,"alex","diagnostic","NA",7,29,2,"MTurk",7,2
"R_3DdvLlB88cO3VnJ",6,6,6,6,90,"sam","non-diagnostic","ND2",6,6,6,6,6,94,"robin","diagnostic","NA",6,6,6,6,6,80,"francis","non-diagnostic","ND1",6,6,6,6,6,86,"alex","diagnostic","NA",6,31,1,"MTurk",7,2
"R_3IYMAWcS7XExfqt",6,5,6,5,88,"sam","non-diagnostic","ND2",5.5,6,5,6,5,72,"robin","diagnostic","NA",5.5,6,5,6,6,84,"francis","non-diagnostic","ND1",5.75,6,5,6,6,81,"alex","diagnostic","NA",5.75,43,2,"MTurk",1,2
"R_2wt3bO3FgnIbpYT",4,5,4,5,68,"sam","non-diagnostic","ND2",4.5,4,5,5,5,76,"robin","diagnostic","NA",4.75,5,5,6,6,77,"francis","non-diagnostic","ND1",5.5,4,4,5,5,76,"alex","diagnostic","NA",4.5,32,1,"MTurk",7,2
"R_3r1dU1Ny786SoLG",7,6,7,6,79,"sam","non-diagnostic","ND2",6.5,7,6,7,6,76,"robin","diagnostic","NA",6.5,7,6,7,6,70,"francis","non-diagnostic","ND1",6.5,7,6,7,6,69,"alex","diagnostic","NA",6.5,42,2,"MTurk",7,2
"R_3FV7iJ5hXOyELFS",4,4,3,3,60,"sam","non-diagnostic","ND2",3.5,4,4,4,4,60,"robin","diagnostic","NA",4,4,4,4,4,60,"francis","non-diagnostic","ND1",4,4,4,4,4,61,"alex","diagnostic","NA",4,35,2,"MTurk",1,2
"R_1PUdbY9AguWhn2I",7,7,7,7,92,"sam","non-diagnostic","ND2",7,7,7,7,7,93,"robin","diagnostic","NA",7,7,7,7,7,92,"francis","non-diagnostic","ND1",7,7,7,7,7,93,"alex","diagnostic","NA",7,47,2,"MTurk",7,2
"R_2ebz6Fli4IDAC19",6,6,6,6,82,"sam","non-diagnostic","ND2",6,7,7,7,7,95,"robin","diagnostic","NA",7,6,6,6,6,82,"francis","non-diagnostic","ND1",6,7,7,7,7,82,"alex","diagnostic","NA",7,52,1,"MTurk",7,2
"R_3pgxOFGExc6ge6F",5,5,5,6,76,"sam","non-diagnostic","ND2",5.25,4,5,5,6,73,"robin","diagnostic","NA",5,5,4,4,5,81,"francis","non-diagnostic","ND1",4.5,4,5,5,5,78,"alex","diagnostic","NA",4.75,53,1,"MTurk",7,2
"R_3KJBcBvPovTzJ0s",6,3,5,5,66,"sam","non-diagnostic","ND2",4.75,5,4,5,4,54,"robin","diagnostic","NA",4.5,4,6,5,6,64,"francis","non-diagnostic","ND1",5.25,3,5,3,5,65,"alex","diagnostic","NA",4,34,1,"MTurk",7,2
"R_3nd4h24nysJMVUx",4,5,7,5,90,"sam","non-diagnostic","ND2",5.25,4,5,6,5,81,"robin","diagnostic","NA",5,4,5,6,7,100,"francis","non-diagnostic","ND1",5.5,4,5,7,5,100,"alex","diagnostic","NA",5.25,35,1,"MTurk",7,2
"R_2rSjETewjpKWxNO",5,6,5,6,75,"sam","non-diagnostic","ND2",5.5,6,5,6,5,70,"robin","diagnostic","NA",5.5,6,6,5,6,79,"francis","non-diagnostic","ND1",5.75,4,6,4,5,62,"alex","diagnostic","NA",4.75,36,1,"MTurk",7,2
"R_1E06set7HeR65Rk",4,5,6,6,71,"sam","non-diagnostic","ND2",5.25,7,6,5,4,55,"robin","diagnostic","NA",5.5,6,5,7,6,64,"francis","non-diagnostic","ND1",6,4,6,5,4,62,"alex","diagnostic","NA",4.75,46,1,"MTurk",7,5
"R_1joXpOFxs05pysB",4,6,5,6,79,"sam","non-diagnostic","ND2",5.25,4,6,5,5,77,"robin","diagnostic","NA",5,4,5,6,6,69,"francis","non-diagnostic","ND1",5.25,3,5,6,6,80,"alex","diagnostic","NA",5,37,2,"MTurk",1,2
"R_ABEMUBg1sVMSv9D",5,4,3,4,56,"sam","non-diagnostic","ND2",4,6,3,5,4,59,"robin","diagnostic","NA",4.5,4,6,4,6,58,"francis","non-diagnostic","ND1",5,5,3,5,5,59,"alex","diagnostic","NA",4.5,38,1,"MTurk",7,2
"R_325xEtwLRpE4kwH",6,7,6,6,68,"sam","non-diagnostic","ND2",6.25,6,6,7,6,70,"robin","diagnostic","NA",6.25,5,6,7,6,64,"francis","non-diagnostic","ND1",6,6,6,7,6,61,"alex","diagnostic","NA",6.25,52,1,"MTurk",7,5
"R_2QoBTj8lfPcgR8S",6,5,6,5,84,"sam","non-diagnostic","ND2",5.5,6,5,6,5,85,"robin","diagnostic","NA",5.5,6,5,6,5,81,"francis","non-diagnostic","ND1",5.5,6,5,6,5,84,"alex","diagnostic","NA",5.5,43,1,"MTurk",7,3
"R_tRPYa6mHntdfJjX",5,7,7,6,86,"sam","non-diagnostic","ND2",6.25,5,6,7,7,89,"robin","diagnostic","NA",6.25,7,5,6,6,86,"francis","non-diagnostic","ND1",6,6,7,7,6,95,"alex","diagnostic","NA",6.5,25,1,"MTurk",7,3
"R_3D231xirnJzkdXy",5,6,7,7,74,"sam","non-diagnostic","ND2",6.25,7,6,7,7,61,"robin","diagnostic","NA",6.75,7,6,5,7,60,"francis","non-diagnostic","ND1",6.25,6,6,5,7,82,"alex","diagnostic","NA",6,24,1,"MTurk",1,2
"R_2VCl5aPtgSjyq8c",6,6,6,6,84,"sam","non-diagnostic","ND2",6,7,6,6,6,88,"robin","diagnostic","NA",6.25,7,7,6,6,92,"francis","non-diagnostic","ND1",6.5,6,6,5,6,82,"alex","diagnostic","NA",5.75,30,1,"MTurk",7,2
"R_1EWCGpeiJPxRNu4",6,5,6,6,58,"sam","non-diagnostic","ND2",5.75,6,6,5,5,70,"robin","diagnostic","NA",5.5,5,6,6,6,55,"francis","non-diagnostic","ND1",5.75,5,4,6,6,61,"alex","diagnostic","NA",5.25,28,1,"MTurk",2,2
"R_DB3BRJzKGT1AKSB",4,4,4,4,72,"sam","non-diagnostic","ND2",4,5,5,5,5,88,"robin","diagnostic","NA",5,6,4,5,6,96,"francis","non-diagnostic","ND1",5.25,5,5,4,5,67,"alex","diagnostic","NA",4.75,45,1,"MTurk",7,3
"R_2QxpOIHYtUSk8YM",6,7,7,6,100,"sam","non-diagnostic","ND2",6.5,6,7,7,7,89,"robin","diagnostic","NA",6.75,7,7,6,7,98,"francis","non-diagnostic","ND1",6.75,7,7,7,7,95,"alex","diagnostic","NA",7,25,2,"MTurk",2,5
"R_UMDqbSUyQoKTOHD",5,6,5,5,75,"sam","non-diagnostic","ND2",5.25,5,6,5,5,75,"robin","diagnostic","NA",5.25,5,5,4,5,78,"francis","non-diagnostic","ND1",4.75,4,6,4,5,80,"alex","diagnostic","NA",4.75,35,2,"MTurk",1,5
"R_3DuKJc5o3MS845u",7,7,7,7,91,"sam","non-diagnostic","ND2",7,7,7,7,7,91,"robin","diagnostic","NA",7,7,7,7,7,91,"francis","non-diagnostic","ND1",7,7,7,7,7,96,"alex","diagnostic","NA",7,29,1,"MTurk",7,5
"R_2S2CaJjWLLCsWQp",5,5,6,6,71,"sam","non-diagnostic","ND2",5.5,6,6,5,5,78,"robin","diagnostic","NA",5.5,5,6,5,5,73,"francis","non-diagnostic","ND1",5.25,5,6,5,5,67,"alex","diagnostic","NA",5.25,31,1,"MTurk",2,2
"R_2YtFBnoV7mzLg9y",7,7,7,7,95,"sam","non-diagnostic","ND2",7,7,7,7,7,96,"robin","diagnostic","NA",7,7,7,7,7,95,"francis","non-diagnostic","ND1",7,7,7,7,7,96,"alex","diagnostic","NA",7,19,1,"MTurk",7,2
"R_2xIXSeEvPlmvcbn",3,5,4,4,51,"sam","non-diagnostic","ND2",4,5,4,5,6,50,"robin","diagnostic","NA",5,5,5,6,6,50,"francis","non-diagnostic","ND1",5.5,4,5,4,3,51,"alex","diagnostic","NA",4,32,1,"MTurk",7,2
"R_1H1YxFhH9R2LZdw",7,5,5,7,80,"sam","non-diagnostic","ND2",6,7,7,5,7,90,"robin","diagnostic","NA",6.5,6,6,5,5,75,"francis","non-diagnostic","ND1",5.5,6,6,5,6,80,"alex","diagnostic","NA",5.75,29,1,"MTurk",7,5
"R_ukWgeyPGRSYASqZ",6,7,7,7,91,"sam","non-diagnostic","ND2",6.75,6,7,6,7,94,"robin","diagnostic","NA",6.5,6,7,7,6,90,"francis","non-diagnostic","ND1",6.5,7,7,6,6,91,"alex","diagnostic","NA",6.5,45,1,"MTurk",4,2
"R_1H8D7LyOEz2liaS",4,4,4,4,60,"sam","non-diagnostic","ND2",4,7,7,5,6,90,"robin","diagnostic","NA",6.25,5,5,5,5,65,"francis","non-diagnostic","ND1",5,6,6,6,5,95,"alex","diagnostic","NA",5.75,29,1,"MTurk",7,2
"R_qURYCGD2QriJ74l",5,5,7,5,69,"sam","non-diagnostic","ND2",5.5,6,7,7,7,99,"robin","diagnostic","NA",6.75,6,7,7,6,90,"francis","non-diagnostic","ND1",6.5,7,7,7,7,100,"alex","diagnostic","NA",7,27,2,"MTurk",7,2
"R_1JEZUHDQevBPhHJ",7,6,7,7,64,"sam","non-diagnostic","ND2",6.75,7,6,7,7,73,"robin","diagnostic","NA",6.75,7,6,7,7,81,"francis","non-diagnostic","ND1",6.75,7,6,7,7,81,"alex","diagnostic","NA",6.75,20,2,"MTurk",1,2
"R_2xz6UG1RloEM0tz",7,6,7,6,92,"sam","non-diagnostic","ND2",6.5,7,6,7,6,83,"robin","diagnostic","NA",6.5,7,6,7,6,72,"francis","non-diagnostic","ND1",6.5,7,6,7,6,85,"alex","diagnostic","NA",6.5,38,2,"MTurk",7,2
"R_Avu6RtF80ffGEBH",7,7,7,7,100,"sam","non-diagnostic","ND2",7,7,7,7,7,100,"robin","diagnostic","NA",7,7,7,7,7,100,"francis","non-diagnostic","ND1",7,7,7,7,7,100,"alex","diagnostic","NA",7,35,1,"MTurk",7,2
"R_3ndsulJDw1xv0gl",6,6,6,6,90,"sam","non-diagnostic","ND2",6,6,7,6,7,94,"robin","diagnostic","NA",6.5,5,5,6,6,75,"francis","non-diagnostic","ND1",5.5,6,7,6,7,90,"alex","diagnostic","NA",6.5,39,2,"MTurk",7,2
"R_2R94nvOGkU4cU67",5,5,5,7,60,"sam","non-diagnostic","ND2",5.5,5,5,5,7,71,"robin","diagnostic","NA",5.5,5,5,5,7,70,"francis","non-diagnostic","ND1",5.5,5,6,6,7,82,"alex","diagnostic","NA",6,28,1,"MTurk",7,2
"R_TjwU5xGQJhlRZrX",6,6,7,7,95,"sam","non-diagnostic","ND2",6.5,6,6,7,7,90,"robin","diagnostic","NA",6.5,5,6,6,5,85,"francis","non-diagnostic","ND1",5.5,5,7,6,7,85,"alex","diagnostic","NA",6.25,37,2,"MTurk",7,5
"R_3fTRYzKkZNdPPSZ",7,7,7,7,91,"sam","non-diagnostic","ND2",7,7,7,7,7,100,"robin","diagnostic","NA",7,7,7,7,6,92,"francis","non-diagnostic","ND1",6.75,7,7,6,7,100,"alex","diagnostic","NA",6.75,26,1,"MTurk",7,2
"R_3hAZVIehMinbili",5,7,6,4,84,"sam","non-diagnostic","ND2",5.5,7,4,5,6,95,"robin","diagnostic","NA",5.5,6,5,7,4,89,"francis","non-diagnostic","ND1",5.5,7,6,5,4,79,"alex","diagnostic","NA",5.5,33,1,"MTurk",7,2
"R_3IXmhOmlq2g3Bmn",7,7,7,7,100,"sam","non-diagnostic","ND2",7,7,7,7,7,100,"robin","diagnostic","NA",7,7,7,7,7,100,"francis","non-diagnostic","ND1",7,7,7,7,7,100,"alex","diagnostic","NA",7,33,1,"MTurk",7,2
"R_1hMeHWXb6QXxtbv",5,4,4,5,66,"sam","non-diagnostic","ND2",4.5,7,7,6,5,97,"robin","diagnostic","NA",6.25,4,5,6,7,89,"francis","non-diagnostic","ND1",5.5,3,6,6,7,80,"alex","diagnostic","NA",5.5,31,1,"MTurk",7,2
"R_1JDx9NgLbAJJZrX",5,3,3,2,80,"sam","non-diagnostic","ND2",3.25,7,2,4,7,82,"robin","diagnostic","NA",5,4,7,5,6,76,"francis","non-diagnostic","ND1",5.5,3,1,2,5,91,"alex","diagnostic","NA",2.75,25,1,"MTurk",7,2
"R_11d43DxnpReONNO",7,4,4,6,71,"sam","non-diagnostic","ND2",5.25,1,1,4,7,80,"robin","diagnostic","NA",3.25,6,3,3,4,76,"francis","non-diagnostic","ND1",4,4,3,4,4,84,"alex","diagnostic","NA",3.75,30,1,"MTurk",7,2
"R_RK3LAxL8YxuX3ax",7,7,7,7,100,"sam","non-diagnostic","ND2",7,7,7,7,7,100,"robin","diagnostic","NA",7,7,7,7,7,100,"francis","non-diagnostic","ND1",7,7,7,7,7,100,"alex","diagnostic","NA",7,29,2,"MTurk",7,2
"R_2WYXugXRLsarhZK",7,7,7,6,100,"sam","non-diagnostic","ND2",6.75,7,7,7,6,100,"robin","diagnostic","NA",6.75,7,7,7,5,100,"francis","non-diagnostic","ND1",6.5,7,7,7,7,100,"alex","diagnostic","NA",7,31,1,"MTurk",7,2
"R_1EXnfdIZK1aoakg",7,7,7,7,94,"sam","non-diagnostic","ND2",7,7,7,7,7,97,"robin","diagnostic","NA",7,6,6,6,6,86,"francis","non-diagnostic","ND1",6,7,7,7,7,94,"alex","diagnostic","NA",7,65,2,"MTurk",7,5
"R_1NrhIeOzPcmuHxE",7,7,7,7,100,"sam","non-diagnostic","ND2",7,7,7,7,7,100,"robin","diagnostic","NA",7,7,7,7,7,100,"francis","non-diagnostic","ND1",7,7,7,7,7,100,"alex","diagnostic","NA",7,26,2,"MTurk",7,2
"R_2XiEG9hmVlrzNOQ",7,7,7,7,85,"sam","non-diagnostic","ND2",7,7,7,7,7,87,"robin","diagnostic","NA",7,7,7,7,7,80,"francis","non-diagnostic","ND1",7,7,7,7,7,100,"alex","diagnostic","NA",7,35,2,"MTurk",7,5
"R_28HUuCUfCJ5Vdbr",7,7,7,7,100,"sam","non-diagnostic","ND2",7,7,7,6,7,95,"robin","diagnostic","NA",6.75,7,7,7,4,96,"francis","non-diagnostic","ND1",6.25,7,7,6,6,91,"alex","diagnostic","NA",6.5,41,2,"MTurk",7,2
"R_2uWFGnFeaUpr368",2,4,5,6,65,"sam","non-diagnostic","ND2",4.25,5,6,5,4,68,"robin","diagnostic","NA",5,5,5,6,6,73,"francis","non-diagnostic","ND1",5.5,5,4,6,6,65,"alex","diagnostic","NA",5.25,47,2,"MTurk",1,2
"R_3pnHXukYPI60lpV",7,7,7,7,80,"sam","non-diagnostic","ND2",7,7,7,7,7,75,"robin","diagnostic","NA",7,6,5,6,6,71,"francis","non-diagnostic","ND1",5.75,7,7,7,7,85,"alex","diagnostic","NA",7,34,1,"MTurk",1,2
"R_3iDO2Y4YuxJravN",6,7,6,6,77,"sam","non-diagnostic","ND2",6.25,6,6,7,6,70,"robin","diagnostic","NA",6.25,6,7,6,6,66,"francis","non-diagnostic","ND1",6.25,6,4,5,5,60,"alex","diagnostic","NA",5,35,2,"MTurk",7,2
"R_2fC0vKAZ3uXdeZH",7,7,7,7,100,"sam","non-diagnostic","ND2",7,7,7,7,7,100,"robin","diagnostic","NA",7,7,7,7,7,100,"francis","non-diagnostic","ND1",7,7,7,7,7,100,"alex","diagnostic","NA",7,37,2,"MTurk",7,5
"R_3QYPZyZFHuwdauH",6,7,7,6,93,"sam","non-diagnostic","ND2",6.5,6,6,6,6,96,"robin","diagnostic","NA",6,6,6,7,4,67,"francis","non-diagnostic","ND1",5.75,6,6,6,6,95,"alex","diagnostic","NA",6,30,2,"MTurk",2,2
"R_31aUb8R09FgAd5I",5,6,6,5,68,"sam","non-diagnostic","ND2",5.5,5,6,6,6,69,"robin","diagnostic","NA",5.75,5,6,6,5,62,"francis","non-diagnostic","ND1",5.5,5,6,6,5,67,"alex","diagnostic","NA",5.5,32,1,"MTurk",7,2
"R_3kCkSMttpNs1WiY",5,3,6,5,82,"sam","non-diagnostic","ND2",4.75,5,7,5,3,80,"robin","diagnostic","NA",5,4,6,7,5,82,"francis","non-diagnostic","ND1",5.5,6,3,5,4,92,"alex","diagnostic","NA",4.5,42,2,"MTurk",7,2
"R_3lLHTsabcrGtaFZ",7,7,7,7,20,"sam","non-diagnostic","ND2",7,7,7,7,7,8,"robin","diagnostic","NA",7,7,7,7,7,10,"francis","non-diagnostic","ND1",7,7,7,7,7,4,"alex","diagnostic","NA",7,34,2,"MTurk",7,2
"R_sYws1zsgcsgjwl3",7,7,7,7,95,"sam","non-diagnostic","ND2",7,7,7,7,7,95,"robin","diagnostic","NA",7,6,6,6,6,80,"francis","non-diagnostic","ND1",6,7,7,7,7,95,"alex","diagnostic","NA",7,54,2,"MTurk",7,5
"R_1jJxU6c4GZFUrRg",6,7,6,5,85,"sam","non-diagnostic","ND2",6,7,7,7,7,93,"robin","diagnostic","NA",7,7,7,5,6,88,"francis","non-diagnostic","ND1",6.25,7,7,6,7,91,"alex","diagnostic","NA",6.75,44,1,"MTurk",7,5
"R_2xygYtCTonhf9nA",6,6,6,6,78,"sam","non-diagnostic","ND2",6,6,6,6,6,81,"robin","diagnostic","NA",6,6,6,6,6,88,"francis","non-diagnostic","ND1",6,6,6,6,6,83,"alex","diagnostic","NA",6,74,2,"MTurk",7,2
"R_25GzVi9XBI87WuA",7,7,7,6,95,"sam","non-diagnostic","ND2",6.75,7,7,7,7,98,"robin","diagnostic","NA",7,7,6,7,6,92,"francis","non-diagnostic","ND1",6.5,7,7,7,6,98,"alex","diagnostic","NA",6.75,84,2,"MTurk",7,2
"R_2dFqvxlHFAQud9o",1,3,5,7,59,"sam","non-diagnostic","ND2",4,1,3,5,7,60,"robin","diagnostic","NA",4,1,3,5,7,62,"francis","non-diagnostic","ND1",4,1,3,5,7,75,"alex","diagnostic","NA",4,30,1,"MTurk",1,2
"R_To8NWuIP8omPBrr",5,7,6,6,73,"sam","non-diagnostic","ND2",6,7,7,7,7,71,"robin","diagnostic","NA",7,6,7,6,7,82,"francis","non-diagnostic","ND1",6.5,5,6,7,6,70,"alex","diagnostic","NA",6,25,2,"MTurk",7,2
"R_3LX2w3SK6tsOVTL",4,5,6,5,65,"sam","non-diagnostic","ND2",5,4,5,6,5,62,"robin","diagnostic","NA",5,4,5,6,5,65,"francis","non-diagnostic","ND1",5,4,5,6,5,62,"alex","diagnostic","NA",5,44,2,"MTurk",1,5
"R_RUpLQB0pAo8hfjP",7,7,7,7,100,"sam","diagnostic","NA",7,7,7,7,7,100,"robin","non-diagnostic","ND1",7,7,7,7,7,100,"francis","diagnostic","NA",7,7,7,7,7,100,"alex","non-diagnostic","ND2",7,28,1,"MTurk",7,2
"R_9yt1Ct9qus3Gjyp",7,6,5,5,91,"sam","diagnostic","NA",5.75,7,6,4,5,77,"robin","non-diagnostic","ND1",5.5,7,6,5,6,84,"francis","non-diagnostic","ND2",6,7,6,5,5,84,"alex","diagnostic","NA",5.75,44,2,"MTurk",7,3
"R_3DddgCAgpHvssQy",6,7,5,6,90,"sam","diagnostic","NA",6,6,7,5,6,84,"robin","non-diagnostic","ND1",6,7,5,6,7,92,"francis","non-diagnostic","ND2",6.25,6,7,5,7,84,"alex","diagnostic","NA",6.25,50,2,"MTurk",1,2
"R_12EH6pbBqaC9R9v",7,6,7,6,100,"sam","diagnostic","NA",6.5,7,6,7,6,100,"robin","non-diagnostic","ND1",6.5,7,6,7,6,95,"francis","non-diagnostic","ND2",6.5,7,6,7,6,100,"alex","diagnostic","NA",6.5,55,2,"MTurk",1,5
"R_3jTgARyOv10THZY",6,5,6,5,67,"sam","diagnostic","NA",5.5,4,5,6,6,76,"robin","non-diagnostic","ND1",5.25,6,6,5,6,71,"francis","non-diagnostic","ND2",5.75,4,5,6,6,81,"alex","diagnostic","NA",5.25,32,1,"MTurk",2,2
"R_1mQ9D0oxMZppV6a",7,7,7,7,100,"sam","diagnostic","NA",7,7,7,7,7,100,"robin","non-diagnostic","ND1",7,7,7,7,7,100,"francis","non-diagnostic","ND2",7,7,7,7,7,97,"alex","diagnostic","NA",7,41,1,"MTurk",7,2
"R_8igDRON7yAtNsu5",7,7,7,7,98,"sam","diagnostic","NA",7,7,7,7,6,94,"robin","non-diagnostic","ND1",6.75,7,7,7,7,97,"francis","diagnostic","NA",7,7,7,7,7,100,"alex","non-diagnostic","ND2",7,56,1,"MTurk",7,2
