"ResponseId","scenario_abb","MP_R1","MP_R2","MP_R3","MP_R4","M_1","StartDate","EndDate","Status","IPAddress","Progress","Duration (in seconds)","Finished","RecordedDate","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consentQ","PID","age","gender","gender_4_TEXT","S_M_R_1","S_M_R_2","S_M_R_3","S_M_R_4","S_M_M_1","J_ND1_R_1","J_ND1_R_2","J_ND1_R_3","J_ND1_R_4","J_ND1_M_1","C_ND2_R_1","C_ND2_R_2","C_ND2_R_3","C_ND2_R_4","C_ND2_M_1","F_M_R_1","F_M_R_2","F_M_R_3","F_M_R_4","F_M_M_1","A_M_R_1","A_M_R_2","A_M_R_3","A_M_R_4","A_M_M_1","R_M_R_1","R_M_R_2","R_M_R_3","R_M_R_4","R_M_M_1","attn_chk_1Q","attn_chk_2_Q","condition","R_tot","M1","M1R_tot"
"R_3ivXU44CyvvTTzq","Alex",5,6,7,6,80,2022-03-13 10:27:20,2022-03-13 10:29:07,"IP Address","73.54.16.182",100,106,TRUE,2022-03-13 10:29:07,NA,NA,NA,NA,26.5337066650391,-81.7061996459961,"anonymous","EN","Yes","A03846191RWU57N8DCK72",32,"Male",NA,6,6,5,5,73,5,4,5,5,80,5,4,6,7,78,6,5,6,5,77,5,6,7,6,80,5,6,5,5,96,"None of the above","Soccer","Diagnostic",6,80,0.216123132198302
"R_3ivXU44CyvvTTzq","Robin",5,6,5,5,96,2022-03-13 10:27:20,2022-03-13 10:29:07,"IP Address","73.54.16.182",100,106,TRUE,2022-03-13 10:29:07,NA,NA,NA,NA,26.5337066650391,-81.7061996459961,"anonymous","EN","Yes","A03846191RWU57N8DCK72",32,"Male",NA,6,6,5,5,73,5,4,5,5,80,5,4,6,7,78,6,5,6,5,77,5,6,7,6,80,5,6,5,5,96,"None of the above","Soccer","Diagnostic",5.25,96,0.372438994117433
"R_2lckaVccnMTD4yJ","Sam",7,6,7,7,100,2022-03-13 10:25:53,2022-03-13 10:29:12,"IP Address","208.218.227.162",100,198,TRUE,2022-03-13 10:29:12,NA,NA,NA,NA,40.8023071289063,-73.7329025268555,"anonymous","EN","Yes","A37GAECQDDGGPM",32,"Male",NA,7,6,7,7,100,7,6,7,6,100,7,6,7,6,100,7,6,7,7,100,7,6,7,7,100,7,7,7,6,100,"Happy","Soccer","Diagnostic",6.75,100,1.35100047928961
"R_2lckaVccnMTD4yJ","Jackie",7,6,7,6,100,2022-03-13 10:25:53,2022-03-13 10:29:12,"IP Address","208.218.227.162",100,198,TRUE,2022-03-13 10:29:12,NA,NA,NA,NA,40.8023071289063,-73.7329025268555,"anonymous","EN","Yes","A37GAECQDDGGPM",32,"Male",NA,7,6,7,7,100,7,6,7,6,100,7,6,7,6,100,7,6,7,7,100,7,6,7,7,100,7,7,7,6,100,"Happy","Soccer","Non-Diagnostic",6.5,100,1.21181788377963
"R_2lckaVccnMTD4yJ","Charlie",7,6,7,6,100,2022-03-13 10:25:53,2022-03-13 10:29:12,"IP Address","208.218.227.162",100,198,TRUE,2022-03-13 10:29:12,NA,NA,NA,NA,40.8023071289063,-73.7329025268555,"anonymous","EN","Yes","A37GAECQDDGGPM",32,"Male",NA,7,6,7,7,100,7,6,7,6,100,7,6,7,6,100,7,6,7,7,100,7,6,7,7,100,7,7,7,6,100,"Happy","Soccer","Non-Diagnostic",6.5,100,1.21181788377963
"R_2lckaVccnMTD4yJ","Francis",7,6,7,7,100,2022-03-13 10:25:53,2022-03-13 10:29:12,"IP Address","208.218.227.162",100,198,TRUE,2022-03-13 10:29:12,NA,NA,NA,NA,40.8023071289063,-73.7329025268555,"anonymous","EN","Yes","A37GAECQDDGGPM",32,"Male",NA,7,6,7,7,100,7,6,7,6,100,7,6,7,6,100,7,6,7,7,100,7,6,7,7,100,7,7,7,6,100,"Happy","Soccer","Diagnostic",6.75,100,1.35100047928961
"R_2lckaVccnMTD4yJ","Alex",7,6,7,7,100,2022-03-13 10:25:53,2022-03-13 10:29:12,"IP Address","208.218.227.162",100,198,TRUE,2022-03-13 10:29:12,NA,NA,NA,NA,40.8023071289063,-73.7329025268555,"anonymous","EN","Yes","A37GAECQDDGGPM",32,"Male",NA,7,6,7,7,100,7,6,7,6,100,7,6,7,6,100,7,6,7,7,100,7,6,7,7,100,7,7,7,6,100,"Happy","Soccer","Diagnostic",6.75,100,1.35100047928961
"R_2lckaVccnMTD4yJ","Robin",7,7,7,6,100,2022-03-13 10:25:53,2022-03-13 10:29:12,"IP Address","208.218.227.162",100,198,TRUE,2022-03-13 10:29:12,NA,NA,NA,NA,40.8023071289063,-73.7329025268555,"anonymous","EN","Yes","A37GAECQDDGGPM",32,"Male",NA,7,6,7,7,100,7,6,7,6,100,7,6,7,6,100,7,6,7,7,100,7,6,7,7,100,7,7,7,6,100,"Happy","Soccer","Diagnostic",6.75,100,1.35100047928961
"R_1dGq3VABGMmgkXw","Sam",5,5,6,5,47,2022-03-13 10:27:28,2022-03-13 10:29:44,"IP Address","208.195.30.196",100,135,TRUE,2022-03-13 10:29:44,NA,NA,NA,NA,39.2908935546875,-76.6095962524414,"anonymous","EN","Yes","A39GZ5UG08W3SM",36,"Male",NA,5,5,6,5,47,6,5,6,5,69,4,7,5,5,71,5,6,5,6,64,4,7,4,5,65,4,3,6,6,57,"None of the above","Soccer","Diagnostic",5.25,47,-1.38501842925789
"R_1dGq3VABGMmgkXw","Jackie",6,5,6,5,69,2022-03-13 10:27:28,2022-03-13 10:29:44,"IP Address","208.195.30.196",100,135,TRUE,2022-03-13 10:29:44,NA,NA,NA,NA,39.2908935546875,-76.6095962524414,"anonymous","EN","Yes","A39GZ5UG08W3SM",36,"Male",NA,5,5,6,5,47,6,5,6,5,69,4,7,5,5,71,5,6,5,6,64,4,7,4,5,65,4,3,6,6,57,"None of the above","Soccer","Non-Diagnostic",5.5,69,-0.456773317130414
"R_1dGq3VABGMmgkXw","Charlie",4,7,5,5,71,2022-03-13 10:27:28,2022-03-13 10:29:44,"IP Address","208.195.30.196",100,135,TRUE,2022-03-13 10:29:44,NA,NA,NA,NA,39.2908935546875,-76.6095962524414,"anonymous","EN","Yes","A39GZ5UG08W3SM",36,"Male",NA,5,5,6,5,47,6,5,6,5,69,4,7,5,5,71,5,6,5,6,64,4,7,4,5,65,4,3,6,6,57,"None of the above","Soccer","Non-Diagnostic",5.25,71,-0.524222956584263
"R_1dGq3VABGMmgkXw","Francis",5,6,5,6,64,2022-03-13 10:27:28,2022-03-13 10:29:44,"IP Address","208.195.30.196",100,135,TRUE,2022-03-13 10:29:44,NA,NA,NA,NA,39.2908935546875,-76.6095962524414,"anonymous","EN","Yes","A39GZ5UG08W3SM",36,"Male",NA,5,5,6,5,47,6,5,6,5,69,4,7,5,5,71,5,6,5,6,64,4,7,4,5,65,4,3,6,6,57,"None of the above","Soccer","Diagnostic",5.5,64,-0.636105707270754
"R_1dGq3VABGMmgkXw","Alex",4,7,4,5,65,2022-03-13 10:27:28,2022-03-13 10:29:44,"IP Address","208.195.30.196",100,135,TRUE,2022-03-13 10:29:44,NA,NA,NA,NA,39.2908935546875,-76.6095962524414,"anonymous","EN","Yes","A39GZ5UG08W3SM",36,"Male",NA,5,5,6,5,47,6,5,6,5,69,4,7,5,5,71,5,6,5,6,64,4,7,4,5,65,4,3,6,6,57,"None of the above","Soccer","Diagnostic",5,65,-0.878604420262655
"R_1dGq3VABGMmgkXw","Robin",4,3,6,6,57,2022-03-13 10:27:28,2022-03-13 10:29:44,"IP Address","208.195.30.196",100,135,TRUE,2022-03-13 10:29:44,NA,NA,NA,NA,39.2908935546875,-76.6095962524414,"anonymous","EN","Yes","A39GZ5UG08W3SM",36,"Male",NA,5,5,6,5,47,6,5,6,5,69,4,7,5,5,71,5,6,5,6,64,4,7,4,5,65,4,3,6,6,57,"None of the above","Soccer","Diagnostic",4.75,57,-1.30471883999718
"R_1KgbnUHd6axQNVi","Sam",3,4,5,4,69,2022-03-13 10:26:06,2022-03-13 10:29:50,"IP Address","198.14.18.30",100,224,TRUE,2022-03-13 10:29:50,NA,NA,NA,NA,41.2680053710938,-96.1156005859375,"anonymous","EN","Yes","A1D4JUDL9BADGN",34,"Male",NA,3,4,5,4,69,6,4,3,4,36,3,4,5,4,33,5,4,3,4,42,5,4,3,4,72,3,4,5,4,34,"None of the above","Basketball","Diagnostic",4,69,-1.29186889019032
"R_1KgbnUHd6axQNVi","Jackie",6,4,3,4,36,2022-03-13 10:26:06,2022-03-13 10:29:50,"IP Address","198.14.18.30",100,224,TRUE,2022-03-13 10:29:50,NA,NA,NA,NA,41.2680053710938,-96.1156005859375,"anonymous","EN","Yes","A1D4JUDL9BADGN",34,"Male",NA,3,4,5,4,69,6,4,3,4,36,3,4,5,4,33,5,4,3,4,42,5,4,3,4,72,3,4,5,4,34,"None of the above","Basketball","Non-Diagnostic",4.25,36,-2.33628006960658
"R_1KgbnUHd6axQNVi","Charlie",3,4,5,4,33,2022-03-13 10:26:06,2022-03-13 10:29:50,"IP Address","198.14.18.30",100,224,TRUE,2022-03-13 10:29:50,NA,NA,NA,NA,41.2680053710938,-96.1156005859375,"anonymous","EN","Yes","A1D4JUDL9BADGN",34,"Male",NA,3,4,5,4,69,6,4,3,4,36,3,4,5,4,33,5,4,3,4,42,5,4,3,4,72,3,4,5,4,34,"None of the above","Basketball","Non-Diagnostic",4,33,-2.58306209920077
"R_1KgbnUHd6axQNVi","Francis",5,4,3,4,42,2022-03-13 10:26:06,2022-03-13 10:29:50,"IP Address","198.14.18.30",100,224,TRUE,2022-03-13 10:29:50,NA,NA,NA,NA,41.2680053710938,-96.1156005859375,"anonymous","EN","Yes","A1D4JUDL9BADGN",34,"Male",NA,3,4,5,4,69,6,4,3,4,36,3,4,5,4,33,5,4,3,4,42,5,4,3,4,72,3,4,5,4,34,"None of the above","Basketball","Diagnostic",4,42,-2.26026379694816
"R_1KgbnUHd6axQNVi","Alex",5,4,3,4,72,2022-03-13 10:26:06,2022-03-13 10:29:50,"IP Address","198.14.18.30",100,224,TRUE,2022-03-13 10:29:50,NA,NA,NA,NA,41.2680053710938,-96.1156005859375,"anonymous","EN","Yes","A1D4JUDL9BADGN",34,"Male",NA,3,4,5,4,69,6,4,3,4,36,3,4,5,4,33,5,4,3,4,42,5,4,3,4,72,3,4,5,4,34,"None of the above","Basketball","Diagnostic",4,72,-1.18426945610612
"R_1KgbnUHd6axQNVi","Robin",3,4,5,4,34,2022-03-13 10:26:06,2022-03-13 10:29:50,"IP Address","198.14.18.30",100,224,TRUE,2022-03-13 10:29:50,NA,NA,NA,NA,41.2680053710938,-96.1156005859375,"anonymous","EN","Yes","A1D4JUDL9BADGN",34,"Male",NA,3,4,5,4,69,6,4,3,4,36,3,4,5,4,33,5,4,3,4,42,5,4,3,4,72,3,4,5,4,34,"None of the above","Basketball","Diagnostic",4,34,-2.5471956211727
"R_21vJMM2QPeGgmzb","Sam",7,6,7,6,49,2022-03-13 10:27:03,2022-03-13 10:29:54,"IP Address","208.203.217.156",100,171,TRUE,2022-03-13 10:29:55,NA,NA,NA,NA,41.0325927734375,-73.7621002197266,"anonymous","EN","Yes","AOI2DJMRF13CZ",38,"Male",NA,7,6,7,6,49,7,6,7,6,49,7,6,7,6,49,7,6,7,6,49,7,6,7,6,61,7,6,7,6,67,"Happy","Soccer","Diagnostic",6.5,49,-0.617372495651832
"R_21vJMM2QPeGgmzb","Jackie",7,6,7,6,49,2022-03-13 10:27:03,2022-03-13 10:29:54,"IP Address","208.203.217.156",100,171,TRUE,2022-03-13 10:29:55,NA,NA,NA,NA,41.0325927734375,-73.7621002197266,"anonymous","EN","Yes","AOI2DJMRF13CZ",38,"Male",NA,7,6,7,6,49,7,6,7,6,49,7,6,7,6,49,7,6,7,6,49,7,6,7,6,61,7,6,7,6,67,"Happy","Soccer","Non-Diagnostic",6.5,49,-0.617372495651832
"R_21vJMM2QPeGgmzb","Charlie",7,6,7,6,49,2022-03-13 10:27:03,2022-03-13 10:29:54,"IP Address","208.203.217.156",100,171,TRUE,2022-03-13 10:29:55,NA,NA,NA,NA,41.0325927734375,-73.7621002197266,"anonymous","EN","Yes","AOI2DJMRF13CZ",38,"Male",NA,7,6,7,6,49,7,6,7,6,49,7,6,7,6,49,7,6,7,6,49,7,6,7,6,61,7,6,7,6,67,"Happy","Soccer","Non-Diagnostic",6.5,49,-0.617372495651832
"R_21vJMM2QPeGgmzb","Francis",7,6,7,6,49,2022-03-13 10:27:03,2022-03-13 10:29:54,"IP Address","208.203.217.156",100,171,TRUE,2022-03-13 10:29:55,NA,NA,NA,NA,41.0325927734375,-73.7621002197266,"anonymous","EN","Yes","AOI2DJMRF13CZ",38,"Male",NA,7,6,7,6,49,7,6,7,6,49,7,6,7,6,49,7,6,7,6,49,7,6,7,6,61,7,6,7,6,67,"Happy","Soccer","Diagnostic",6.5,49,-0.617372495651832
"R_21vJMM2QPeGgmzb","Alex",7,6,7,6,61,2022-03-13 10:27:03,2022-03-13 10:29:54,"IP Address","208.203.217.156",100,171,TRUE,2022-03-13 10:29:55,NA,NA,NA,NA,41.0325927734375,-73.7621002197266,"anonymous","EN","Yes","AOI2DJMRF13CZ",38,"Male",NA,7,6,7,6,49,7,6,7,6,49,7,6,7,6,49,7,6,7,6,49,7,6,7,6,61,7,6,7,6,67,"Happy","Soccer","Diagnostic",6.5,61,-0.186974759315018
"R_21vJMM2QPeGgmzb","Robin",7,6,7,6,67,2022-03-13 10:27:03,2022-03-13 10:29:54,"IP Address","208.203.217.156",100,171,TRUE,2022-03-13 10:29:55,NA,NA,NA,NA,41.0325927734375,-73.7621002197266,"anonymous","EN","Yes","AOI2DJMRF13CZ",38,"Male",NA,7,6,7,6,49,7,6,7,6,49,7,6,7,6,49,7,6,7,6,49,7,6,7,6,61,7,6,7,6,67,"Happy","Soccer","Diagnostic",6.5,67,0.0282241088533895
"R_8rbDm52PR4QFLmF","Sam",6,5,4,3,71,2022-03-13 10:25:59,2022-03-13 10:29:57,"IP Address","152.36.156.190",100,238,TRUE,2022-03-13 10:29:57,NA,NA,NA,NA,30.5435943603516,-89.6895980834961,"anonymous","EN","Yes","A2Q0XPK1CBAKFA",35,"Male",NA,6,5,4,3,71,6,4,5,5,97,7,6,6,7,93,3,4,5,4,36,6,5,4,4,88,3,4,6,4,62,"None of the above","Soccer","Diagnostic",4.5,71,-0.941770743114218
"R_8rbDm52PR4QFLmF","Jackie",6,4,5,5,97,2022-03-13 10:25:59,2022-03-13 10:29:57,"IP Address","152.36.156.190",100,238,TRUE,2022-03-13 10:29:57,NA,NA,NA,NA,30.5435943603516,-89.6895980834961,"anonymous","EN","Yes","A2Q0XPK1CBAKFA",35,"Male",NA,6,5,4,3,71,6,4,5,5,97,7,6,6,7,93,3,4,5,4,36,6,5,4,4,88,3,4,6,4,62,"None of the above","Soccer","Non-Diagnostic",5,97,0.269122876635516
"R_8rbDm52PR4QFLmF","Charlie",7,6,6,7,93,2022-03-13 10:25:59,2022-03-13 10:29:57,"IP Address","152.36.156.190",100,238,TRUE,2022-03-13 10:29:57,NA,NA,NA,NA,30.5435943603516,-89.6895980834961,"anonymous","EN","Yes","A2Q0XPK1CBAKFA",35,"Male",NA,6,5,4,3,71,6,4,5,5,97,7,6,6,7,93,3,4,5,4,36,6,5,4,4,88,3,4,6,4,62,"None of the above","Soccer","Non-Diagnostic",6.5,93,0.960752537583154
"R_8rbDm52PR4QFLmF","Francis",3,4,5,4,36,2022-03-13 10:25:59,2022-03-13 10:29:57,"IP Address","152.36.156.190",100,238,TRUE,2022-03-13 10:29:57,NA,NA,NA,NA,30.5435943603516,-89.6895980834961,"anonymous","EN","Yes","A2Q0XPK1CBAKFA",35,"Male",NA,6,5,4,3,71,6,4,5,5,97,7,6,6,7,93,3,4,5,4,36,6,5,4,4,88,3,4,6,4,62,"None of the above","Soccer","Diagnostic",4,36,-2.47546266511656
"R_8rbDm52PR4QFLmF","Alex",6,5,4,4,88,2022-03-13 10:25:59,2022-03-13 10:29:57,"IP Address","152.36.156.190",100,238,TRUE,2022-03-13 10:29:57,NA,NA,NA,NA,30.5435943603516,-89.6895980834961,"anonymous","EN","Yes","A2Q0XPK1CBAKFA",35,"Male",NA,6,5,4,3,71,6,4,5,5,97,7,6,6,7,93,3,4,5,4,36,6,5,4,4,88,3,4,6,4,62,"None of the above","Soccer","Diagnostic",4.75,88,-0.19285802112708
"R_8rbDm52PR4QFLmF","Robin",3,4,6,4,62,2022-03-13 10:25:59,2022-03-13 10:29:57,"IP Address","152.36.156.190",100,238,TRUE,2022-03-13 10:29:57,NA,NA,NA,NA,30.5435943603516,-89.6895980834961,"anonymous","EN","Yes","A2Q0XPK1CBAKFA",35,"Male",NA,6,5,4,3,71,6,4,5,5,97,7,6,6,7,93,3,4,5,4,36,6,5,4,4,88,3,4,6,4,62,"None of the above","Soccer","Diagnostic",4.25,62,-1.40375164087681
"R_2aFwlEPIiYEjXG5","Sam",7,7,7,7,77,2022-03-13 10:26:53,2022-03-13 10:30:27,"IP Address","23.181.176.2",100,213,TRUE,2022-03-13 10:30:28,NA,NA,NA,NA,37.7510070800781,-97.8219985961914,"anonymous","EN","Yes","A2D16COQHXOET0",35,"Male",NA,7,7,7,7,77,7,7,7,7,68,7,7,7,7,71,7,7,7,7,38,7,7,7,7,69,7,7,7,7,62,"None of the above","Soccer","Diagnostic",7,77,0.665254080154038
"R_2aFwlEPIiYEjXG5","Jackie",7,7,7,7,68,2022-03-13 10:26:53,2022-03-13 10:30:27,"IP Address","23.181.176.2",100,213,TRUE,2022-03-13 10:30:28,NA,NA,NA,NA,37.7510070800781,-97.8219985961914,"anonymous","EN","Yes","A2D16COQHXOET0",35,"Male",NA,7,7,7,7,77,7,7,7,7,68,7,7,7,7,71,7,7,7,7,38,7,7,7,7,69,7,7,7,7,62,"None of the above","Soccer","Non-Diagnostic",7,68,0.342455777901427
"R_2aFwlEPIiYEjXG5","Charlie",7,7,7,7,71,2022-03-13 10:26:53,2022-03-13 10:30:27,"IP Address","23.181.176.2",100,213,TRUE,2022-03-13 10:30:28,NA,NA,NA,NA,37.7510070800781,-97.8219985961914,"anonymous","EN","Yes","A2D16COQHXOET0",35,"Male",NA,7,7,7,7,77,7,7,7,7,68,7,7,7,7,71,7,7,7,7,38,7,7,7,7,69,7,7,7,7,62,"None of the above","Soccer","Non-Diagnostic",7,71,0.450055211985631
"R_2aFwlEPIiYEjXG5","Francis",7,7,7,7,38,2022-03-13 10:26:53,2022-03-13 10:30:27,"IP Address","23.181.176.2",100,213,TRUE,2022-03-13 10:30:28,NA,NA,NA,NA,37.7510070800781,-97.8219985961914,"anonymous","EN","Yes","A2D16COQHXOET0",35,"Male",NA,7,7,7,7,77,7,7,7,7,68,7,7,7,7,71,7,7,7,7,38,7,7,7,7,69,7,7,7,7,62,"None of the above","Soccer","Diagnostic",7,38,-0.733538562940609
"R_2aFwlEPIiYEjXG5","Alex",7,7,7,7,69,2022-03-13 10:26:53,2022-03-13 10:30:27,"IP Address","23.181.176.2",100,213,TRUE,2022-03-13 10:30:28,NA,NA,NA,NA,37.7510070800781,-97.8219985961914,"anonymous","EN","Yes","A2D16COQHXOET0",35,"Male",NA,7,7,7,7,77,7,7,7,7,68,7,7,7,7,71,7,7,7,7,38,7,7,7,7,69,7,7,7,7,62,"None of the above","Soccer","Diagnostic",7,69,0.378322255929495
"R_2aFwlEPIiYEjXG5","Robin",7,7,7,7,62,2022-03-13 10:26:53,2022-03-13 10:30:27,"IP Address","23.181.176.2",100,213,TRUE,2022-03-13 10:30:28,NA,NA,NA,NA,37.7510070800781,-97.8219985961914,"anonymous","EN","Yes","A2D16COQHXOET0",35,"Male",NA,7,7,7,7,77,7,7,7,7,68,7,7,7,7,71,7,7,7,7,38,7,7,7,7,69,7,7,7,7,62,"None of the above","Soccer","Diagnostic",7,62,0.12725690973302
"R_12hW1kKsBjitrd9","Sam",7,7,7,7,92,2022-03-13 10:27:02,2022-03-13 10:30:31,"IP Address","196.17.66.79",100,209,TRUE,2022-03-13 10:30:31,NA,NA,NA,NA,34.0543975830078,-118.244094848633,"anonymous","EN","Yes","A308KDUCZZEVCH",30,"Female",NA,7,7,7,7,92,7,7,7,7,96,7,7,7,7,90,7,7,7,7,93,7,7,7,7,91,7,7,7,7,90,"None of the above","Swimming","Diagnostic",7,92,1.20325125057506
"R_12hW1kKsBjitrd9","Jackie",7,7,7,7,96,2022-03-13 10:27:02,2022-03-13 10:30:31,"IP Address","196.17.66.79",100,209,TRUE,2022-03-13 10:30:31,NA,NA,NA,NA,34.0543975830078,-118.244094848633,"anonymous","EN","Yes","A308KDUCZZEVCH",30,"Female",NA,7,7,7,7,92,7,7,7,7,96,7,7,7,7,90,7,7,7,7,93,7,7,7,7,91,7,7,7,7,90,"None of the above","Swimming","Non-Diagnostic",7,96,1.34671716268733
"R_12hW1kKsBjitrd9","Charlie",7,7,7,7,90,2022-03-13 10:27:02,2022-03-13 10:30:31,"IP Address","196.17.66.79",100,209,TRUE,2022-03-13 10:30:31,NA,NA,NA,NA,34.0543975830078,-118.244094848633,"anonymous","EN","Yes","A308KDUCZZEVCH",30,"Female",NA,7,7,7,7,92,7,7,7,7,96,7,7,7,7,90,7,7,7,7,93,7,7,7,7,91,7,7,7,7,90,"None of the above","Swimming","Non-Diagnostic",7,90,1.13151829451892
"R_12hW1kKsBjitrd9","Francis",7,7,7,7,93,2022-03-13 10:27:02,2022-03-13 10:30:31,"IP Address","196.17.66.79",100,209,TRUE,2022-03-13 10:30:31,NA,NA,NA,NA,34.0543975830078,-118.244094848633,"anonymous","EN","Yes","A308KDUCZZEVCH",30,"Female",NA,7,7,7,7,92,7,7,7,7,96,7,7,7,7,90,7,7,7,7,93,7,7,7,7,91,7,7,7,7,90,"None of the above","Swimming","Diagnostic",7,93,1.23911772860312
"R_12hW1kKsBjitrd9","Alex",7,7,7,7,91,2022-03-13 10:27:02,2022-03-13 10:30:31,"IP Address","196.17.66.79",100,209,TRUE,2022-03-13 10:30:31,NA,NA,NA,NA,34.0543975830078,-118.244094848633,"anonymous","EN","Yes","A308KDUCZZEVCH",30,"Female",NA,7,7,7,7,92,7,7,7,7,96,7,7,7,7,90,7,7,7,7,93,7,7,7,7,91,7,7,7,7,90,"None of the above","Swimming","Diagnostic",7,91,1.16738477254699
"R_12hW1kKsBjitrd9","Robin",7,7,7,7,90,2022-03-13 10:27:02,2022-03-13 10:30:31,"IP Address","196.17.66.79",100,209,TRUE,2022-03-13 10:30:31,NA,NA,NA,NA,34.0543975830078,-118.244094848633,"anonymous","EN","Yes","A308KDUCZZEVCH",30,"Female",NA,7,7,7,7,92,7,7,7,7,96,7,7,7,7,90,7,7,7,7,93,7,7,7,7,91,7,7,7,7,90,"None of the above","Swimming","Diagnostic",7,90,1.13151829451892
"R_3L0RU1oVwspQRwD","Sam",6,6,6,6,81,2022-03-13 10:27:33,2022-03-13 10:30:35,"IP Address","67.7.27.221",100,182,TRUE,2022-03-13 10:30:36,NA,NA,NA,NA,32.2971954345703,-96.1187973022461,"anonymous","EN","Yes","A2G43KS55YGYQE",62,"Male",NA,6,6,6,6,81,4,4,5,5,50,4,4,5,5,50,6,6,6,6,85,6,6,6,6,85,6,6,6,6,85,"None of the above","Soccer","Diagnostic",6,81,0.25198961022637
"R_3L0RU1oVwspQRwD","Jackie",4,4,5,5,50,2022-03-13 10:27:33,2022-03-13 10:30:35,"IP Address","67.7.27.221",100,182,TRUE,2022-03-13 10:30:36,NA,NA,NA,NA,32.2971954345703,-96.1187973022461,"anonymous","EN","Yes","A2G43KS55YGYQE",62,"Male",NA,6,6,6,6,81,4,4,5,5,50,4,4,5,5,50,6,6,6,6,85,6,6,6,6,85,6,6,6,6,85,"None of the above","Soccer","Non-Diagnostic",4.5,50,-1.69496678170364
"R_3L0RU1oVwspQRwD","Charlie",4,4,5,5,50,2022-03-13 10:27:33,2022-03-13 10:30:35,"IP Address","67.7.27.221",100,182,TRUE,2022-03-13 10:30:36,NA,NA,NA,NA,32.2971954345703,-96.1187973022461,"anonymous","EN","Yes","A2G43KS55YGYQE",62,"Male",NA,6,6,6,6,81,4,4,5,5,50,4,4,5,5,50,6,6,6,6,85,6,6,6,6,85,6,6,6,6,85,"None of the above","Soccer","Non-Diagnostic",4.5,50,-1.69496678170364
"R_3L0RU1oVwspQRwD","Francis",6,6,6,6,85,2022-03-13 10:27:33,2022-03-13 10:30:35,"IP Address","67.7.27.221",100,182,TRUE,2022-03-13 10:30:36,NA,NA,NA,NA,32.2971954345703,-96.1187973022461,"anonymous","EN","Yes","A2G43KS55YGYQE",62,"Male",NA,6,6,6,6,81,4,4,5,5,50,4,4,5,5,50,6,6,6,6,85,6,6,6,6,85,6,6,6,6,85,"None of the above","Soccer","Diagnostic",6,85,0.395455522338641
"R_3L0RU1oVwspQRwD","Alex",6,6,6,6,85,2022-03-13 10:27:33,2022-03-13 10:30:35,"IP Address","67.7.27.221",100,182,TRUE,2022-03-13 10:30:36,NA,NA,NA,NA,32.2971954345703,-96.1187973022461,"anonymous","EN","Yes","A2G43KS55YGYQE",62,"Male",NA,6,6,6,6,81,4,4,5,5,50,4,4,5,5,50,6,6,6,6,85,6,6,6,6,85,6,6,6,6,85,"None of the above","Soccer","Diagnostic",6,85,0.395455522338641
"R_3L0RU1oVwspQRwD","Robin",6,6,6,6,85,2022-03-13 10:27:33,2022-03-13 10:30:35,"IP Address","67.7.27.221",100,182,TRUE,2022-03-13 10:30:36,NA,NA,NA,NA,32.2971954345703,-96.1187973022461,"anonymous","EN","Yes","A2G43KS55YGYQE",62,"Male",NA,6,6,6,6,81,4,4,5,5,50,4,4,5,5,50,6,6,6,6,85,6,6,6,6,85,6,6,6,6,85,"None of the above","Soccer","Diagnostic",6,85,0.395455522338641
"R_1DFRLbIObObvVoh","Sam",6,6,5,7,86,2022-03-13 10:25:55,2022-03-13 10:30:40,"IP Address","209.159.217.88",100,284,TRUE,2022-03-13 10:30:40,NA,NA,NA,NA,44.1414947509766,-103.205200195313,"anonymous","EN","Yes","A2Z0DI2L5GV87Y",44,"Male",NA,6,6,5,7,86,5,4,5,4,62,4,4,5,4,58,6,6,6,5,82,6,6,7,7,86,6,7,5,7,94,"None of the above","Soccer","Diagnostic",6,86,0.431322000366709
"R_1DFRLbIObObvVoh","Jackie",5,4,5,4,62,2022-03-13 10:25:55,2022-03-13 10:30:40,"IP Address","209.159.217.88",100,284,TRUE,2022-03-13 10:30:40,NA,NA,NA,NA,44.1414947509766,-103.205200195313,"anonymous","EN","Yes","A2Z0DI2L5GV87Y",44,"Male",NA,6,6,5,7,86,5,4,5,4,62,4,4,5,4,58,6,6,6,5,82,6,6,7,7,86,6,7,5,7,94,"None of the above","Soccer","Non-Diagnostic",4.5,62,-1.26456904536683
"R_1DFRLbIObObvVoh","Charlie",4,4,5,4,58,2022-03-13 10:25:55,2022-03-13 10:30:40,"IP Address","209.159.217.88",100,284,TRUE,2022-03-13 10:30:40,NA,NA,NA,NA,44.1414947509766,-103.205200195313,"anonymous","EN","Yes","A2Z0DI2L5GV87Y",44,"Male",NA,6,6,5,7,86,5,4,5,4,62,4,4,5,4,58,6,6,6,5,82,6,6,7,7,86,6,7,5,7,94,"None of the above","Soccer","Non-Diagnostic",4.25,58,-1.54721755298908
