StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,consentQ,age,gender,gender_4_TEXT,S_G_M_R_1,S_G_M_R_2,S_G_M_R_3,S_G_M_R_4,S_G_M_M_1,R_G_ND1_R_1,R_G_ND1_R_2,R_G_ND1_R_3,R_G_ND1_R_4,R_G_ND1_M_1,A_B_M_R_1,A_B_M_R_2,A_B_M_R_3,A_B_M_R_4,A_B_M_M_1,F_B_ND2_R_1,F_B_ND2_R_2,F_B_ND2_R_3,F_B_ND2_R_4,F_B_ND2_M_1,attn_chk_1Q,attn_chk_2_Q,S_G_ND1_R_1,S_G_ND1_R_2,S_G_ND1_R_3,S_G_ND1_R_4,S_G_ND1_M_1,R_G_M_R_1,R_G_M_R_2,R_G_M_R_3,R_G_M_R_4,R_G_M_M_1,A_B_ND2_R_1,A_B_ND2_R_2,A_B_ND2_R_3,A_B_ND2_R_4,A_B_ND2_M_1,F_B_M_R_1,F_B_M_R_2,F_B_M_R_3,F_B_M_R_4,F_B_M_M_1,R_G_ND2_R_1,R_G_ND2_R_2,R_G_ND2_R_3,R_G_ND2_R_4,R_G_ND2_M_1,F_B_ND1_R_1,F_B_ND1_R_2,F_B_ND1_R_3,F_B_ND1_R_4,F_B_ND1_M_1,S_G_ND2_R_1,S_G_ND2_R_2,S_G_ND2_R_3,S_G_ND2_R_4,S_G_ND2_M_1,A_B_ND1_R_1,A_B_ND1_R_2,A_B_ND1_R_3,A_B_ND1_R_4,A_B_ND1_M_1,previous_version,FL_59_DO,FL_6_DO,FL_26_DO,FL_27_DO,FL_28_DO,FL_29_DO,FL_30_DO,FL_31_DO,FL_93_DO,FL_100_DO
2022-04-11 14:35:45,2022-04-11 14:41:12,0,100,327,1,2022-04-11 14:41:13,R_1Nb1ql3hJuoRPAh,,,,,anonymous,EN,1,59,2,,7,7,7,7,100,,,,,,1,1,1,1,0,,,,,,7,2,,,,,,,,,,,,,,,,,,,,,7,7,7,7,100,1,1,1,1,1,,,,,,,,,,,2,FL_6,FL_30,,,,,attn1|F_B_ND1|A_B_M|attn2|S_G_M|R_G_ND2,,,
2022-04-11 14:35:58,2022-04-11 14:41:18,0,100,319,1,2022-04-11 14:41:18,R_1GVRfQeyrISdeTv,,,,,anonymous,EN,1,35,1,,,,,,,,,,,,1,2,4,1,20,,,,,,7,2,,,,,,7,7,6,7,97,,,,,,,,,,,,,,,,1,2,1,2,5,7,7,6,6,95,,,,,,2,FL_6,FL_100,,,,,,,,R_G_M|S_G_ND2|A_B_M|attn1|attn2|F_B_ND1
2022-04-11 14:39:25,2022-04-11 14:41:32,0,100,126,1,2022-04-11 14:41:32,R_AO0iSqIoNfbVJ29,,,,,anonymous,EN,1,30,1,,7,7,7,7,96,7,7,7,7,100,,,,,,,,,,,7,2,,,,,,,,,,,1,1,1,1,0,2,1,1,2,11,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_28,,,attn1|F_B_M|S_G_M|A_B_ND2|attn2|R_G_ND1,,,,,
2022-04-11 14:35:36,2022-04-11 14:41:35,0,100,358,1,2022-04-11 14:41:35,R_30qR9bLMxshEGQp,,,,,anonymous,EN,1,33,1,,,,,,,,,,,,,,,,,,,,,,7,2,7,7,7,7,100,7,7,5,7,92,3,2,4,4,20,1,2,1,2,0,,,,,,,,,,,,,,,,,,,,,3,FL_6,FL_27,,S_G_ND1|attn1|F_B_M|A_B_ND2|R_G_M|attn2,,,,,,
2022-04-11 14:40:14,2022-04-11 14:41:35,0,100,80,1,2022-04-11 14:41:36,R_1NaHCqDmKNWNJ1I,,,,,anonymous,EN,1,33,1,,,,,,,,,,,,,,,,,,,,,,1,5,5,4,5,2,63,6,3,1,3,68,3,1,3,3,71,5,2,6,2,75,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_27,,S_G_ND1|attn2|A_B_ND2|F_B_M|attn1|R_G_M,,,,,,
2022-04-11 14:36:05,2022-04-11 14:41:42,0,100,336,1,2022-04-11 14:41:42,R_12JWO6LzVTTf1GH,,,,,anonymous,EN,1,25,2,,,,,,,,,,,,5,3,5,6,63,,,,,,1,2,,,,,,4,5,5,5,57,,,,,,,,,,,,,,,,4,5,6,5,54,4,6,6,6,78,,,,,,1,FL_6,FL_100,,,,,,,,A_B_M|R_G_M|F_B_ND1|S_G_ND2|attn1|attn2
2022-04-11 14:38:44,2022-04-11 14:41:56,0,100,191,1,2022-04-11 14:41:56,R_2tchnN8oERw5Qc1,,,,,anonymous,EN,1,39,2,,6,6,6,6,85,,,,,,2,2,2,2,10,,,,,,7,2,,,,,,,,,,,,,,,,,,,,,4,4,5,4,75,3,4,3,3,30,,,,,,,,,,,2,FL_6,FL_30,,,,,R_G_ND2|S_G_M|attn2|A_B_M|F_B_ND1|attn1,,,
2022-04-11 14:39:46,2022-04-11 14:41:58,0,100,132,1,2022-04-11 14:41:59,R_1dcNk2oBXlEoTC5,,,,,anonymous,EN,1,29,1,,,,,,,,,,,,6,7,6,6,88,6,6,7,6,82,7,2,6,6,6,7,82,6,7,6,7,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_29,,,,attn2|R_G_M|attn1|F_B_ND2|A_B_M|S_G_ND1,,,,
2022-04-11 14:40:18,2022-04-11 14:42:10,0,100,112,1,2022-04-11 14:42:11,R_3iOycmy116GnZur,,,,,anonymous,EN,1,36,1,,6,6,6,6,82,6,6,6,7,85,,,,,,,,,,,7,2,,,,,,,,,,,1,1,3,1,13,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_28,,,attn2|S_G_M|A_B_ND2|F_B_M|attn1|R_G_ND1,,,,,
2022-04-11 14:40:35,2022-04-11 14:42:12,0,100,96,1,2022-04-11 14:42:12,R_1GwBi9r0HgTtaJf,,,,,anonymous,EN,1,60,1,,7,7,7,7,77,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,5,4,3,4,76,7,7,7,7,83,,,,,,,,,,,4,6,5,7,79,2,FL_6,FL_93,,,,,,,R_G_ND2|S_G_M|F_B_M|A_B_ND1|attn2|attn1,
2022-04-11 14:40:25,2022-04-11 14:42:14,0,100,109,1,2022-04-11 14:42:14,R_1KvGKMsVMqudDsM,,,,,anonymous,EN,1,40,1,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,7,7,7,7,93,,,,,,1,1,1,1,4,,,,,,,,,,,7,7,7,7,90,1,1,1,1,7,2,FL_6,FL_31,,,,,,A_B_ND1|S_G_ND2|attn1|R_G_M|attn2|F_B_M,,
2022-04-11 14:38:57,2022-04-11 14:42:22,0,100,204,1,2022-04-11 14:42:22,R_2YKPx06B4VhtQwQ,,,,,anonymous,EN,1,32,1,,,,,,,,,,,,3,2,2,6,78,,,,,,1,3,,,,,,5,4,7,2,76,,,,,,,,,,,,,,,,3,5,6,2,62,4,1,5,1,76,,,,,,1,FL_6,FL_100,,,,,,,,attn2|F_B_ND1|A_B_M|attn1|R_G_M|S_G_ND2
2022-04-11 14:36:08,2022-04-11 14:42:25,0,100,376,1,2022-04-11 14:42:25,R_2ZOK0GbgdjQYPhO,,,,,anonymous,EN,1,55,1,,6,6,7,6,88,,,,,,3,2,3,3,27,,,,,,7,2,,,,,,,,,,,,,,,,,,,,,5,6,6,7,85,2,3,3,2,20,,,,,,,,,,,2,FL_6,FL_30,,,,,S_G_M|attn1|F_B_ND1|R_G_ND2|attn2|A_B_M,,,
2022-04-11 14:40:14,2022-04-11 14:42:41,0,100,147,1,2022-04-11 14:42:42,R_RqTjrpnEh83Oqlz,,,,,anonymous,EN,1,7708,1,,7,7,7,7,94,,,,,,,,,,,,,,,,1,4,,,,,,,,,,,,,,,,7,7,6,7,100,7,7,7,7,98,,,,,,,,,,,7,7,7,7,98,2,FL_6,FL_93,,,,,,,A_B_ND1|S_G_M|R_G_ND2|F_B_M|attn1|attn2,
2022-04-11 14:40:28,2022-04-11 14:42:50,0,100,142,1,2022-04-11 14:42:50,R_2YrB5MXVWdvV5MN,,,,,anonymous,EN,1,36,1,,6,6,7,7,82,,,,,,,,,,,,,,,,7,2,,,,,,,,,,,,,,,,3,2,2,3,16,5,6,5,5,72,,,,,,,,,,,1,1,2,2,14,2,FL_6,FL_93,,,,,,,F_B_M|S_G_M|attn2|A_B_ND1|R_G_ND2|attn1,
2022-04-11 14:38:38,2022-04-11 14:42:54,0,100,255,1,2022-04-11 14:42:55,R_3Gqe1JXBpwv6jiI,,,,,anonymous,EN,,62,1,,7,7,7,7,100,4,4,4,4,47,3,2,2,2,50,5,6,6,6,35,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_26,attn2|A_B_M|S_G_M|attn1|F_B_ND2|R_G_ND1,,,,,,,
2022-04-11 14:40:29,2022-04-11 14:42:58,0,100,149,1,2022-04-11 14:42:58,R_BPA1supAIvsL44h,,,,,anonymous,EN,1,41,2,,6,6,6,6,72,6,6,6,6,78,,,,,,,,,,,7,2,,,,,,,,,,,1,1,1,1,17,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_28,,,attn1|attn2|S_G_M|R_G_ND1|F_B_M|A_B_ND2,,,,,
2022-04-11 14:36:02,2022-04-11 14:42:54,0,100,412,1,2022-04-11 14:42:59,R_BKdRqiyWpZDsi4h,,,,,anonymous,EN,1,41,2,,,,,,,,,,,,,,,,,,,,,,7,5,,,,,,4,7,6,3,63,,,,,,7,4,5,6,70,,,,,,,,,,,3,5,4,7,78,7,2,4,6,71,2,FL_6,FL_31,,,,,,F_B_M|R_G_M|attn1|S_G_ND2|attn2|A_B_ND1,,
2022-04-11 14:41:05,2022-04-11 14:42:47,0,100,101,1,2022-04-11 14:43:00,R_2ToNxUPvzwtZBCi,,,,,anonymous,EN,1,33,1,,,,,,,,,,,,6,3,5,4,75,,,,,,7,2,,,,,,4,5,7,2,84,,,,,,,,,,,,,,,,3,5,5,3,71,3,6,5,5,87,,,,,,2,FL_6,FL_100,,,,,,,,R_G_M|F_B_ND1|S_G_ND2|attn2|A_B_M|attn1
2022-04-11 14:41:17,2022-04-11 14:43:07,0,100,110,1,2022-04-11 14:43:08,R_1ONy3poq8JUTzUV,,,,,anonymous,EN,1,41,2,,,,,,,,,,,,,,,,,,,,,,7,2,6,4,5,4,69,6,4,6,5,79,5,3,4,6,76,4,5,3,4,75,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_27,,F_B_M|attn2|S_G_ND1|A_B_ND2|R_G_M|attn1,,,,,,
2022-04-11 14:41:51,2022-04-11 14:43:16,0,100,84,1,2022-04-11 14:43:17,R_22XnfZK3Af63slV,,,,,anonymous,EN,1,29,2,,6,6,6,6,87,,,,,,2,2,2,2,13,,,,,,7,2,,,,,,,,,,,,,,,,,,,,,6,6,6,6,92,2,2,2,2,8,,,,,,,,,,,2,FL_6,FL_30,,,,,A_B_M|attn1|R_G_ND2|F_B_ND1|attn2|S_G_M,,,
2022-04-11 14:40:45,2022-04-11 14:43:19,0,100,153,1,2022-04-11 14:43:19,R_3hGEpfuWBLF8G1G,,,,,anonymous,EN,1,56,1,,7,7,7,7,100,7,7,7,7,100,1,1,1,1,0,1,1,1,1,5,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_26,F_B_ND2|attn2|A_B_M|attn1|S_G_M|R_G_ND1,,,,,,,
2022-04-11 14:41:11,2022-04-11 14:43:24,0,100,133,1,2022-04-11 14:43:25,R_2TuuMheiViskrcP,,,,,anonymous,EN,1,48,1,,,,,,,,,,,,6,2,5,3,77,5,4,2,6,37,7,2,4,3,7,4,43,6,3,4,6,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_29,,,,F_B_ND2|R_G_M|S_G_ND1|attn2|attn1|A_B_M,,,,
2022-04-11 14:36:30,2022-04-11 14:43:25,0,100,414,1,2022-04-11 14:43:26,R_3DeBmSItJmGnl73,,,,,anonymous,EN,1,39,2,,3,6,4,6,76,4,7,5,6,81,5,6,3,6,31,6,4,6,4,70,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_26,A_B_M|attn1|R_G_ND1|attn2|F_B_ND2|S_G_M,,,,,,,
2022-04-11 14:40:52,2022-04-11 14:43:31,0,100,158,1,2022-04-11 14:43:32,R_2z8R21nYHnWReHc,,,,,anonymous,EN,1,30,1,,7,6,7,6,90,7,6,7,6,85,7,6,7,6,75,7,6,6,7,82,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_26,attn2|attn1|R_G_ND1|F_B_ND2|S_G_M|A_B_M,,,,,,,
2022-04-11 14:41:24,2022-04-11 14:43:34,0,100,129,1,2022-04-11 14:43:34,R_tSqbgzYaPGRDYgp,,,,,anonymous,EN,1,57,1,,,,,,,,,,,,5,4,5,4,55,,,,,,7,2,,,,,,5,4,4,6,59,,,,,,,,,,,,,,,,4,5,5,4,57,4,5,3,4,57,,,,,,2,FL_6,FL_100,,,,,,,,F_B_ND1|S_G_ND2|attn1|attn2|R_G_M|A_B_M
2022-04-11 14:42:17,2022-04-11 14:43:50,0,100,93,1,2022-04-11 14:43:51,R_ZF4yLoJNqsh7O1z,,,,,anonymous,EN,1,30,1,,,,,,,,,,,,,,,,,,,,,,1,2,7,7,7,6,100,7,7,6,7,93,7,7,7,6,100,7,7,7,6,94,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_27,,S_G_ND1|F_B_M|attn1|A_B_ND2|R_G_M|attn2,,,,,,
2022-04-11 14:41:16,2022-04-11 14:43:51,0,100,154,1,2022-04-11 14:43:52,R_24xeskUwqeiLBGj,,,,,anonymous,EN,1,32,1,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,7,5,6,6,79,,,,,,7,7,6,6,70,,,,,,,,,,,6,5,6,6,78,5,7,7,6,74,2,FL_6,FL_31,,,,,,S_G_ND2|R_G_M|A_B_ND1|F_B_M|attn1|attn2,,
2022-04-11 14:41:03,2022-04-11 14:43:58,0,100,175,1,2022-04-11 14:43:58,R_3scPa01Jadkhm5h,,,,,anonymous,EN,1,30,2,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,6,7,7,6,85,,,,,,1,1,1,1,13,,,,,,,,,,,6,6,6,6,79,1,1,1,1,16,2,FL_6,FL_31,,,,,,attn2|F_B_M|A_B_ND1|R_G_M|S_G_ND2|attn1,,
2022-04-11 14:41:09,2022-04-11 14:44:00,0,100,171,1,2022-04-11 14:44:01,R_1NeOIdCUXk9I3Gf,,,,,anonymous,EN,1,56,2,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,6,6,5,5,65,,,,,,5,6,6,6,55,,,,,,,,,,,5,6,6,6,61,6,5,5,5,55,1,FL_6,FL_31,,,,,,attn2|A_B_ND1|attn1|F_B_M|S_G_ND2|R_G_M,,
2022-04-11 14:42:57,2022-04-11 14:44:03,0,100,65,1,2022-04-11 14:44:03,R_AnAbLRkQJX7EuJj,,,,,anonymous,EN,1,41,2,,,,,,,,,,,,6,3,4,6,63,,,,,,7,5,,,,,,6,2,4,7,61,,,,,,,,,,,,,,,,7,3,5,7,79,6,3,5,7,61,,,,,,1,FL_6,FL_100,,,,,,,,R_G_M|attn2|S_G_ND2|attn1|F_B_ND1|A_B_M
2022-04-11 14:36:03,2022-04-11 14:44:10,0,100,486,1,2022-04-11 14:44:11,R_3n9uBIR9v9s58kV,,,,,anonymous,EN,1,54,1,,6,6,2,2,75,6,6,6,6,90,,,,,,,,,,,7,2,,,,,,,,,,,2,2,4,3,25,2,2,2,2,15,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_28,,,A_B_ND2|S_G_M|F_B_M|attn1|attn2|R_G_ND1,,,,,
2022-04-11 14:42:45,2022-04-11 14:44:13,0,100,87,1,2022-04-11 14:44:13,R_1IY3p8C59L1EGZ5,,,,,anonymous,EN,1,30,1,,7,6,5,4,95,7,6,5,6,91,6,5,7,7,87,6,5,6,6,91,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_26,S_G_M|R_G_ND1|F_B_ND2|A_B_M|attn2|attn1,,,,,,,
2022-04-11 14:41:10,2022-04-11 14:44:13,0,100,182,1,2022-04-11 14:44:14,R_1QiK5r93hOkQwQJ,,,,,anonymous,EN,1,25,2,,,,,,,,,,,,,,,,,,,,,,7,2,4,6,5,6,46,4,5,6,6,45,6,5,6,5,62,6,4,6,5,65,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_27,,attn1|F_B_M|S_G_ND1|A_B_ND2|attn2|R_G_M,,,,,,
2022-04-11 14:42:44,2022-04-11 14:44:17,0,100,93,1,2022-04-11 14:44:17,R_2w0TkEydoT8EwVT,,,,,anonymous,EN,1,54,1,,,,,,,,,,,,5,4,6,5,73,7,6,7,6,90,7,1,6,4,5,5,81,6,7,5,6,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_29,,,,F_B_ND2|A_B_M|attn2|R_G_M|S_G_ND1|attn1,,,,
2022-04-11 14:36:55,2022-04-11 14:44:27,0,100,452,1,2022-04-11 14:44:27,R_1GNzK2tuTFnzN9E,,,,,anonymous,EN,1,35,1,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,4,5,6,6,87,,,,,,4,5,3,5,83,,,,,,,,,,,4,5,7,7,73,4,5,6,4,86,2,FL_6,FL_31,,,,,,S_G_ND2|F_B_M|attn2|A_B_ND1|R_G_M|attn1,,
2022-04-11 14:42:32,2022-04-11 14:44:38,0,100,126,1,2022-04-11 14:44:51,R_3G8OawUzve2JnTA,,,,,anonymous,EN,1,30,1,,6,7,6,6,62,7,5,6,6,55,7,5,5,5,56,7,6,2,7,62,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,FL_6,FL_26,A_B_M|S_G_M|attn2|F_B_ND2|attn1|R_G_ND1,,,,,,,
2022-04-11 14:40:46,2022-04-11 14:44:51,0,100,245,1,2022-04-11 14:44:51,R_9HMwJgtq9dihZ1n,,,,,anonymous,EN,1,34,2,,7,7,7,7,100,7,7,7,7,100,,,,,,,,,,,7,2,,,,,,,,,,,1,1,1,1,0,1,1,1,1,10,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_28,,,S_G_M|R_G_ND1|F_B_M|A_B_ND2|attn2|attn1,,,,,
2022-04-11 14:40:13,2022-04-11 14:44:56,0,100,283,1,2022-04-11 14:44:56,R_3ipUiffi4PGkPOL,,,,,anonymous,EN,1,57,2,,7,5,6,7,87,,,,,,5,6,4,5,75,,,,,,7,2,,,,,,,,,,,,,,,,,,,,,5,6,5,6,80,6,5,7,6,83,,,,,,,,,,,1,FL_6,FL_30,,,,,F_B_ND1|S_G_M|attn2|attn1|A_B_M|R_G_ND2,,,
2022-04-11 14:40:48,2022-04-11 14:45:16,0,100,267,1,2022-04-11 14:45:16,R_1DpVpWEIr1jc5Hb,,,,,anonymous,EN,1,32,2,,,,,,,,,,,,1,1,4,1,28,1,2,2,2,30,7,5,7,7,7,7,96,7,7,7,6,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_29,,,,A_B_M|F_B_ND2|S_G_ND1|attn2|attn1|R_G_M,,,,
2022-04-11 14:43:16,2022-04-11 14:45:38,0,100,142,1,2022-04-11 14:45:38,R_1HhpScKU2VI8rwL,,,,,anonymous,EN,1,30,1,,,,,,,,,,,,,,,,,,,,,,7,1,4,2,3,4,80,5,3,5,3,81,4,3,4,3,63,4,3,3,4,74,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_27,,attn1|R_G_M|A_B_ND2|F_B_M|attn2|S_G_ND1,,,,,,
2022-04-11 14:43:21,2022-04-11 14:45:38,0,100,137,1,2022-04-11 14:45:39,R_3EHbivio89T276W,,,,,anonymous,EN,1,46,1,,5,7,6,5,67,5,7,6,5,68,,,,,,,,,,,7,5,,,,,,,,,,,5,6,6,5,77,7,6,6,7,67,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_28,,,F_B_M|attn2|A_B_ND2|attn1|R_G_ND1|S_G_M,,,,,
2022-04-11 14:43:28,2022-04-11 14:45:52,0,100,143,1,2022-04-11 14:45:52,R_3MxMvOlrSWpuAQ6,,,,,anonymous,EN,1,32,1,,7,7,6,7,83,,,,,,7,7,7,7,100,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,7,6,7,7,100,7,7,6,7,100,,,,,,,,,,,2,FL_6,FL_30,,,,,R_G_ND2|A_B_M|F_B_ND1|attn2|attn1|S_G_M,,,
2022-04-11 14:43:23,2022-04-11 14:45:56,0,100,152,1,2022-04-11 14:45:56,R_2dLnQv57HQMmTic,,,,,anonymous,EN,1,34,1,,,,,,,,,,,,5,6,6,7,87,6,4,6,7,85,7,2,6,5,6,6,85,7,6,6,7,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_29,,,,attn1|S_G_ND1|F_B_ND2|R_G_M|A_B_M|attn2,,,,
2022-04-11 14:43:46,2022-04-11 14:46:33,0,100,166,1,2022-04-11 14:46:37,R_rpVPgipDP9cAhPz,,,,,anonymous,EN,1,40,1,,6,6,7,7,88,,,,,,,,,,,,,,,,7,2,,,,,,,,,,,,,,,,2,1,1,2,13,5,6,5,5,67,,,,,,,,,,,1,2,1,1,17,2,FL_6,FL_93,,,,,,,S_G_M|attn2|R_G_ND2|A_B_ND1|F_B_M|attn1,
2022-04-11 14:44:56,2022-04-11 14:46:57,0,100,120,1,2022-04-11 14:46:58,R_3pgTSjp6zXRNkj8,,,,,anonymous,EN,1,31,1,,,,,,,,,,,,1,1,1,1,0,2,2,2,2,10,7,2,7,7,7,7,99,7,7,7,7,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_29,,,,attn1|A_B_M|attn2|F_B_ND2|R_G_M|S_G_ND1,,,,
2022-04-11 14:38:18,2022-04-11 14:47:03,0,100,524,1,2022-04-11 14:47:04,R_xEeYEN3ba00AG41,,,,,anonymous,EN,1,30,1,,6,7,7,7,92,,,,,,1,1,1,2,6,,,,,,7,2,,,,,,,,,,,,,,,,,,,,,7,6,6,7,100,2,1,2,1,17,,,,,,,,,,,2,FL_6,FL_30,,,,,A_B_M|attn1|R_G_ND2|F_B_ND1|attn2|S_G_M,,,
2022-04-11 14:36:51,2022-04-11 14:47:04,0,100,613,1,2022-04-11 14:47:05,R_5jOUyP3k3pTHbeV,,,,,anonymous,EN,1,32,1,,7,7,7,7,80,,,,,,,,,,,,,,,,7,2,,,,,,,,,,,,,,,,1,1,1,1,9,7,7,7,7,92,,,,,,,,,,,1,2,3,1,24,2,FL_6,FL_93,,,,,,,R_G_ND2|attn1|A_B_ND1|S_G_M|F_B_M|attn2,
2022-04-11 14:45:03,2022-04-11 14:47:32,0,100,148,1,2022-04-11 14:47:32,R_3e8hexNxr5gTejD,,,,,anonymous,EN,1,30,1,,3,6,1,1,83,5,6,4,7,61,7,1,5,1,64,4,5,7,3,67,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_26,F_B_ND2|attn1|attn2|A_B_M|S_G_M|R_G_ND1,,,,,,,
2022-04-11 14:45:59,2022-04-11 14:47:38,0,100,99,1,2022-04-11 14:47:39,R_11aAcTtuL0ubzFL,,,,,anonymous,EN,1,46,2,,7,6,5,6,80,,,,,,,,,,,,,,,,7,5,,,,,,,,,,,,,,,,7,5,7,5,65,5,7,6,5,75,,,,,,,,,,,5,7,6,5,88,2,FL_6,FL_93,,,,,,,A_B_ND1|S_G_M|attn1|R_G_ND2|attn2|F_B_M,
2022-04-11 14:41:53,2022-04-11 14:47:39,0,100,345,1,2022-04-11 14:47:39,R_1C9AXaPT7edzbSu,,,,,anonymous,EN,1,34,1,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,5,3,5,6,53,,,,,,5,4,3,5,68,,,,,,,,,,,5,4,3,4,34,5,4,4,3,83,2,FL_6,FL_31,,,,,,R_G_M|attn1|attn2|A_B_ND1|S_G_ND2|F_B_M,,
2022-04-11 14:45:07,2022-04-11 14:47:43,0,100,156,1,2022-04-11 14:47:43,R_2ZUjvzTsAdDM1Bi,,,,,anonymous,EN,1,32,1,,,,,,,,,,,,7,7,6,7,91,7,7,7,6,100,1,5,7,7,6,7,100,7,7,7,6,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,FL_6,FL_29,,,,F_B_ND2|attn2|attn1|A_B_M|R_G_M|S_G_ND1,,,,
2022-04-11 14:43:16,2022-04-11 14:47:43,0,100,266,1,2022-04-11 14:47:43,R_1FRoM9WcY65iLx6,,,,,anonymous,EN,1,44,2,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,6,1,5,3,70,,,,,,5,3,5,4,92,,,,,,,,,,,2,5,4,6,82,3,5,3,5,80,2,FL_6,FL_31,,,,,,attn2|R_G_M|S_G_ND2|attn1|F_B_M|A_B_ND1,,
2022-04-11 14:36:29,2022-04-11 14:47:50,0,100,681,1,2022-04-11 14:47:50,R_2TXctjNdEaWAY8n,,,,,anonymous,EN,1,30,2,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,6,7,4,6,79,,,,,,6,7,5,7,76,,,,,,,,,,,6,7,6,7,95,6,7,5,6,85,2,FL_6,FL_31,,,,,,attn2|S_G_ND2|F_B_M|A_B_ND1|R_G_M|attn1,,
2022-04-11 14:46:54,2022-04-11 14:47:59,0,100,64,1,2022-04-11 14:48:00,R_pJXxNEYxMYSr8Ax,,,,,anonymous,EN,1,30,1,,7,6,7,6,61,7,6,5,7,69,,,,,,,,,,,7,3,,,,,,,,,,,6,7,6,7,65,7,6,7,7,53,,,,,,,,,,,,,,,,,,,,,3,FL_6,FL_28,,,attn2|F_B_M|S_G_M|attn1|R_G_ND1|A_B_ND2,,,,,
2022-04-11 14:42:51,2022-04-11 14:48:02,0,100,311,1,2022-04-11 14:48:03,R_2ZChj5FFvp5Autj,,,,,anonymous,EN,1,43,1,,7,4,7,5,54,5,4,6,5,54,,,,,,,,,,,1,5,,,,,,,,,,,5,7,6,7,55,6,5,7,6,68,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_28,,,attn2|F_B_M|attn1|S_G_M|R_G_ND1|A_B_ND2,,,,,
2022-04-11 14:45:37,2022-04-11 14:48:03,0,100,145,1,2022-04-11 14:48:03,R_2rIuVL1Jx6LWI7J,,,,,anonymous,EN,1,35,1,,4,5,5,6,76,5,5,3,6,84,,,,,,,,,,,7,2,,,,,,,,,,,3,5,6,6,88,4,5,6,5,73,,,,,,,,,,,,,,,,,,,,,2,FL_6,FL_28,,,attn1|A_B_ND2|S_G_M|attn2|R_G_ND1|F_B_M,,,,,
2022-04-11 14:40:36,2022-04-11 14:48:04,0,100,448,1,2022-04-11 14:48:04,R_2Bs5EADHOtcgIlw,,,,,anonymous,EN,1,30,2,,6,7,5,6,80,,,,,,6,7,5,6,80,,,,,,7,2,,,,,,,,,,,,,,,,,,,,,6,7,5,6,85,6,7,5,6,87,,,,,,,,,,,2,FL_6,FL_30,,,,,A_B_M|R_G_ND2|attn1|S_G_M|F_B_ND1|attn2,,,
