"","ResponseId","R1","R2","R3","R4","M1","scenario","condition","diagnostic12","age","gender","attn_chk_1Q","attn_chk_2_Q","R_tot"
"241","R_3J7VoPPmuPnURrl",3,4,4,3,40,"sam","non-diagnostic","ND1",31,2,7,5,3.5
"242","R_T7UN5lUcdNfB7CV",3,3,5,5,43,"sam","non-diagnostic","ND1",24,2,1,5,4
"243","R_1K8SIy39A7rSR0G",4,3,4,2,40,"sam","non-diagnostic","ND1",41,2,7,5,3.25
"244","R_1IQ2ZvVY2aWwVDC",4,3,5,4,27,"sam","non-diagnostic","ND1",18,1,2,2,4
"245","R_1l67T7wleFweq2F",3,2,6,2,25,"sam","non-diagnostic","ND1",57,2,7,5,3.25
"246","R_3p0hvYfCs7PvyCL",4,4,4,4,50,"sam","non-diagnostic","ND1",19,1,7,2,4
"247","R_1hEAMySl5bovtbJ",3,3,3,2,34,"sam","non-diagnostic","ND1",19,1,7,2,2.75
"248","R_8qT51w95CkkQfxn",1,1,1,1,0,"sam","non-diagnostic","ND1",46,2,7,5,1
"249","R_tRMpkm5sIIB8pPz",1,2,2,1,7,"sam","non-diagnostic","ND1",23,2,7,2,1.5
"250","R_sIqTsmzOiNJI3LP",3,2,6,3,36,"sam","non-diagnostic","ND1",18,1,2,5,3.5
"251","R_12yCWtpAo54ZUM3",2,2,2,2,14,"sam","non-diagnostic","ND1",23,2,7,5,2
"252","R_2RQX9NscTq6lwUJ",1,1,4,4,10,"sam","non-diagnostic","ND1",20,2,7,5,2.5
"253","R_2RQjVSd90Mh1rsk",3,4,6,3,21,"sam","non-diagnostic","ND1",21,1,7,2,4
"254","R_3qgGfooJwjYr26a",3,3,3,3,21,"sam","non-diagnostic","ND1",18,2,6,2,3
"255","R_22P72dSp8OrG5cr",7,7,3,4,30,"sam","non-diagnostic","ND2",19,2,7,5,5.25
"256","R_3P5FstjojdG9yUm",3,3,2,2,0,"sam","non-diagnostic","ND2",27,2,4,5,2.5
"257","R_QivP4jM7gjH6CKl",4,3,5,2,25,"sam","non-diagnostic","ND2",19,2,7,5,3.5
"258","R_2wT9YCpn7W4MhUz",4,4,4,4,50,"sam","non-diagnostic","ND2",30,1,2,5,4
"259","R_1jZDBBwhMHTOTM9",3,2,4,2,25,"sam","non-diagnostic","ND2",22,1,7,2,2.75
"260","R_1dnxejy7XtlHd5w",1,1,3,2,46,"sam","non-diagnostic","ND2",29,2,1,2,1.75
"261","R_s731Qo7xHENDYqt",3,2,2,2,24,"sam","non-diagnostic","ND2",42,2,1,2,2.25
"262","R_3Jypi2yZ6KiRlQA",2,3,4,3,30,"sam","non-diagnostic","ND2",21,2,7,5,3
"263","R_3qZKGoUos2irJTk",1,1,4,2,15,"sam","non-diagnostic","ND2",23,2,7,5,2
"264","R_1MVYEWygsjjYuUi",3,4,4,3,14,"sam","non-diagnostic","ND2",27,2,7,2,3.5
"265","R_3FXazjeb7Z2uGXe",2,2,4,1,20,"sam","non-diagnostic","ND2",21,1,7,2,2.25
"266","R_2QsSsjzBbGMCybw",1,1,4,1,0,"sam","non-diagnostic","ND2",20,2,7,2,1.75
"267","R_wX0JrOvaLhU7ldf",2,2,4,3,11,"sam","non-diagnostic","ND2",21,2,7,2,2.75
"268","R_1IY1CybCxSVfqkF",2,2,3,2,19,"sam","non-diagnostic","ND2",21,2,7,5,2.25
"269","R_3NUbNzcMUisg8ud",3,3,4,3,35,"sam","non-diagnostic","ND2",34,2,2,5,3.25
"270","R_2s59KUBbPHfbV9B",3,3,4,3,40,"sam","non-diagnostic","ND2",34,2,7,2,3.25
"271","R_2bPPh5DMwfvqqKc",1,1,4,1,0,"sam","non-diagnostic","ND2",28,1,7,2,1.75
"272","R_6nd95VmEdibs46t",3,3,3,3,30,"sam","non-diagnostic","ND2",22,2,7,5,3
"273","R_3J4boQaj0m3iPBG",3,3,3,3,15,"sam","non-diagnostic","ND2",43,2,7,2,3
"274","R_297mHCVU4rhfg85",5,3,1,2,36,"sam","non-diagnostic","ND2",21,2,3,5,2.75
"275","R_3nqIptrAXLdnYcg",2,3,4,2,12,"sam","non-diagnostic","ND2",32,2,7,2,2.75
"276","R_1FCyHoFQDrqGaFi",2,2,3,2,15,"sam","non-diagnostic","ND2",18,1,2,2,2.25
"277","R_1nZoovroWRWr0t9",3,2,3,4,25,"sam","non-diagnostic","ND2",22,1,2,2,3
"278","R_1JPFiETKBiYcgPo",3,3,3,2,25,"sam","non-diagnostic","ND2",30,1,5,2,2.75
"279","R_Us9xIEBeRShnB4d",1,2,4,3,23,"sam","non-diagnostic","ND2",20,1,7,2,2.5
"280","R_28Gv3dBnS1PKXXa",3,4,3,2,27,"sam","non-diagnostic","ND2",44,2,7,2,3
"281","R_3ksQSSz2ZjevOVv",2,2,3,3,5,"sam","non-diagnostic","ND2",20,3,7,2,2.5
"282","R_2fCznrvmcfAGXLn",5,5,4,5,50,"sam","non-diagnostic","ND2",34,2,2,2,4.75
"283","R_2wLGrIouBZqr5IE",2,3,5,3,24,"sam","non-diagnostic","ND2",20,2,4,2,3.25
"284","R_3Lc12uLMk3eKzeH",4,3,3,3,46,"sam","non-diagnostic","ND2",22,2,7,5,3.25
"285","R_czG3ZwoVRzXZaJX",1,1,4,2,20,"sam","non-diagnostic","ND2",18,2,6,2,2
"286","R_2EA9Q6hC6mpFcZR",2,2,2,2,21,"sam","non-diagnostic","ND2",20,2,7,5,2
"287","R_3rH6ccNqC6Oe0Mi",2,2,2,2,33,"sam","non-diagnostic","ND2",19,1,7,2,2
"288","R_tSWt1euTS9bbCvv",2,2,6,2,1,"sam","non-diagnostic","ND2",24,2,3,5,3
"289","R_1lgDdTGbA2E7uzI",2,1,4,3,27,"sam","non-diagnostic","ND2",25,3,5,2,2.5
"290","R_exiFDbTcHbfwHPr",1,1,2,2,7,"sam","non-diagnostic","ND2",20,1,7,2,1.5
"291","R_3F4Nisdcl4L4Bf2",5,5,4,4,50,"sam","non-diagnostic","ND2",20,1,7,5,4.5
"292","R_22XqhYJQepmUHt5",1,1,4,4,47,"sam","non-diagnostic","ND2",26,2,7,5,2.5
"293","R_3jU7cVqnP8eJkGM",3,3,5,4,35,"sam","non-diagnostic","ND2",20,2,2,2,3.75
"294","R_UyzBIDjimxtXUdj",2,3,4,3,30,"sam","non-diagnostic","ND2",23,1,7,2,3
"295","R_10A6mBNGWiCxovk",3,1,3,2,15,"sam","non-diagnostic","ND2",19,1,7,5,2.25
"296","R_BMndffjuppqKsYF",2,3,3,3,25,"sam","non-diagnostic","ND2",18,2,7,2,2.75
"297","R_28SPJraZMp2DVJg",3,3,4,3,35,"sam","non-diagnostic","ND2",30,1,1,5,3.25
"298","R_qPeYD5jUl0gTKBX",2,3,4,2,40,"sam","non-diagnostic","ND2",19,1,7,5,2.75
"299","R_2BsVdTI4SmwRXOY",2,3,3,2,20,"sam","non-diagnostic","ND2",19,1,5,2,2.5
"300","R_3lPJZnZBN649XeR",3,3,2,3,60,"sam","non-diagnostic","ND2",49,1,7,2,2.75
"301","R_3rDzzqYOW5xDm5H",1,1,4,1,0,"sam","non-diagnostic","ND2",21,1,7,2,1.75
"302","R_6u3E1A5sdKM5lAd",4,3,3,3,37,"sam","non-diagnostic","ND2",21,2,7,5,3.25
"303","R_1E1efsDxXALXFYu",1,1,3,3,80,"sam","non-diagnostic","ND2",35,2,7,2,2
"304","R_eVBaWr8wpGNr3d7",3,2,4,2,50,"sam","non-diagnostic","ND2",18,2,7,2,2.75
"305","R_28NXkWS7V0fIxRS",2,2,4,2,76,"sam","non-diagnostic","ND2",34,1,7,2,2.5
"306","R_3HtXCuIXwFS2G1O",1,1,1,2,14,"sam","non-diagnostic","ND2",21,1,7,2,1.25
"307","R_ZpIrH22AD4FlC6Z",1,2,3,2,20,"sam","non-diagnostic","ND2",23,2,7,5,2
"308","R_1HBxwP3lytnPo7D",2,4,4,2,32,"sam","non-diagnostic","ND2",18,2,7,5,3
"309","R_2R3xAskOTFNHtKh",3,2,3,2,10,"sam","non-diagnostic","ND2",29,2,7,5,2.5
"310","R_3G1jw1CSzTGMhJy",2,2,3,3,83,"sam","non-diagnostic","ND2",49,1,6,2,2.5
"311","R_3fdezWO1Pm4w7Fv",1,1,3,1,10,"sam","non-diagnostic","ND2",36,1,7,2,1.5
"312","R_1dcXuWhrNQ6D8Ac",1,1,1,1,0,"sam","non-diagnostic","ND2",20,1,7,2,1
"313","R_1gdPjYZ0M1nWNbj",2,2,3,3,17,"sam","non-diagnostic","ND2",21,2,7,2,2.5
"314","R_VU2YFmtatccWcvf",3,4,5,4,35,"sam","non-diagnostic","ND2",28,2,2,5,4
"315","R_6RVsuEccFI8NyKd",2,3,1,2,30,"sam","non-diagnostic","ND2",32,2,7,2,2
"316","R_2dSb9czFfwecKFM",3,2,5,2,40,"sam","non-diagnostic","ND2",37,2,2,5,3
"317","R_efygPXlazdfcdTX",2,2,2,2,13,"sam","non-diagnostic","ND2",18,1,7,5,2
"318","R_2ZIFPndzRLGli8r",4,3,4,3,29,"sam","non-diagnostic","ND2",18,2,6,5,3.5
"319","R_2ckkdFMuOdPiFAS",4,4,5,4,20,"sam","non-diagnostic","ND2",43,2,7,2,4.25
"320","R_3hnCJmUWLDKMmXn",1,2,3,1,15,"sam","non-diagnostic","ND2",19,2,2,5,1.75
"321","R_28TY5gAsBqFnlmT",3,3,3,4,35,"sam","non-diagnostic","ND2",20,2,7,5,3.25
"322","R_2AZHSKbfCqUzRcl",4,4,4,4,61,"sam","non-diagnostic","ND2",36,1,7,5,4
"323","R_3MQYSzVcB6DZUh4",1,1,1,1,5,"sam","non-diagnostic","ND2",22,2,7,5,1
"324","R_2ON0ayWQ7K3S6z0",2,3,4,3,25,"sam","non-diagnostic","ND2",18,2,7,2,3
"325","R_3PM3sECi3Cfv1cl",1,1,1,1,6,"sam","non-diagnostic","ND2",31,2,3,2,1
"326","R_2ZQP9YTKdRESExJ",2,2,4,2,27,"sam","non-diagnostic","ND2",23,1,7,2,2.5
"327","R_2ZOloDzo6DAfoqv",2,2,3,3,16,"sam","non-diagnostic","ND2",18,2,3,2,2.5
"328","R_2w6vlY8HxTGWOd0",2,3,4,2,34,"sam","non-diagnostic","ND2",49,2,3,5,2.75
"329","R_1eKtCyLzD7oDjNe",1,1,1,1,10,"sam","non-diagnostic","ND2",25,2,7,5,1
"330","R_1hYF2eOohCZe9BV",4,4,3,2,40,"sam","non-diagnostic","ND2",38,2,1,5,3.25
"331","R_3gQlQmAucbyC57r",3,4,4,2,50,"sam","non-diagnostic","ND2",34,2,7,5,3.25
"332","R_3exbGfQFNDZxr0D",2,2,3,2,22,"sam","non-diagnostic","ND2",19,1,5,2,2.25
"333","R_1MM5mEAswgabrQF",1,2,3,2,23,"sam","non-diagnostic","ND2",23,2,7,5,2
"334","R_2s6hIdweR9aWLpu",4,5,5,5,50,"sam","non-diagnostic","ND2",43,2,7,5,4.75
"335","R_3oXtNGt53MYoN31",1,1,4,2,0,"sam","non-diagnostic","ND2",30,1,7,2,2
"336","R_NW775DJnfpqlzQR",2,4,4,4,30,"sam","non-diagnostic","ND2",59,1,7,2,3.5
"337","R_2qqvbUG8RmCExBh",3,3,3,2,25,"sam","non-diagnostic","ND2",21,2,2,5,2.75
"338","R_3IcaxfPnnK8ZyBW",4,3,4,3,40,"sam","non-diagnostic","ND2",45,2,7,2,3.5
"339","R_3fuCoYT48I2FFs4",1,1,4,1,0,"sam","non-diagnostic","ND2",26,2,7,5,1.75
"340","R_bdRlb5WJevjnp1T",4,1,3,2,10,"sam","non-diagnostic","ND2",35,2,7,5,2.5
"341","R_At8xWikpf5gHUGt",3,3,4,4,28,"sam","non-diagnostic","ND2",19,2,2,2,3.5
"342","R_2P5OJaZXXLQIkq4",2,2,4,1,22,"sam","non-diagnostic","ND2",22,1,2,2,2.25
"343","R_3PcnD6zfnmZ41R0",2,1,4,2,9,"sam","non-diagnostic","ND2",25,2,7,5,2.25
"344","R_6VBSDVvOfYMiKt3",1,1,4,2,0,"sam","non-diagnostic","ND2",20,1,2,2,2
"345","R_T1JxAtuvyRdwPqF",4,3,3,2,46,"sam","non-diagnostic","ND2",22,2,5,2,3
"346","R_2V4oxkuLSzb0Fg4",3,2,3,4,31,"sam","non-diagnostic","ND2",30,1,7,2,3
"347","R_2aD2oXSbNI30PgU",2,2,6,4,30,"sam","non-diagnostic","ND2",20,2,2,5,3.5
"348","R_1JEHCFVBeiW5tON",2,2,4,2,25,"sam","non-diagnostic","ND2",22,2,7,5,2.5
"349","R_1jVaSECVxi6H9Ex",2,2,2,2,20,"sam","non-diagnostic","ND2",25,2,7,2,2
"350","R_cBnjhsxyXIaPiIV",2,2,3,1,27,"sam","non-diagnostic","ND2",19,1,4,2,2
"351","R_3PZUuJ22Dl19knD",3,4,5,3,29,"sam","non-diagnostic","ND2",19,3,5,5,3.75
"352","R_2Bn6xg73gBoVahI",3,2,4,2,25,"sam","non-diagnostic","ND2",18,2,7,2,2.75
"353","R_3fjwmFjM53ntBbO",2,3,2,2,15,"sam","non-diagnostic","ND2",26,2,7,5,2.25
"354","R_2aG2IW5sT4gVmWS",1,1,1,1,0,"sam","non-diagnostic","ND2",20,1,7,2,1
"355","R_1PbmLANIoyHeyv8",2,2,4,3,25,"sam","non-diagnostic","ND2",20,2,7,2,2.75
"356","R_ZJjQWdPRdx8N2jT",2,2,4,3,23,"sam","non-diagnostic","ND2",37,1,7,2,2.75
"357","R_2YeMaSpy2poiXMd",2,3,3,3,33,"sam","non-diagnostic","ND2",20,2,7,2,2.75
"358","R_2PhB8jh46hTqh0o",2,2,3,3,20,"sam","non-diagnostic","ND2",20,1,7,2,2.5
"359","R_1fdUZfA9WnSZUCb",2,2,2,2,30,"sam","non-diagnostic","ND2",18,3,7,2,2
"360","R_0e6dRVApJKUscj7",1,1,4,1,0,"sam","non-diagnostic","ND2",22,1,7,2,1.75
"361","R_3RwRayOrAvLGNO2",3,3,4,2,26,"sam","non-diagnostic","ND2",19,2,7,5,3
"362","R_2zx3SlyDUsKqq79",3,3,5,3,37,"sam","non-diagnostic","ND2",20,2,7,2,3.5
"363","R_2CZis0dSoNyiB7q",3,3,7,3,25,"sam","non-diagnostic","ND2",19,1,7,2,4
"364","R_1mWRXn6QWYYWzog",2,2,2,2,10,"sam","non-diagnostic","ND2",19,1,7,2,2
"365","R_2TuYej4zlDb2dkH",3,4,4,4,55,"sam","non-diagnostic","ND2",23,2,5,2,3.75
"366","R_1TFYaiVbht5v1ZL",2,2,5,2,9,"sam","non-diagnostic","ND2",22,2,7,5,2.75
"367","R_27xswKWutq0mDsI",1,2,4,2,10,"sam","non-diagnostic","ND2",32,2,7,5,2.25
"368","R_zSxIhvQ31EJxeMh",2,2,2,2,80,"sam","non-diagnostic","ND2",21,2,7,2,2
"369","R_22VudU3YesHl1Xv",2,2,4,2,7,"sam","non-diagnostic","ND2",34,2,7,2,2.5
"370","R_2pLxWqaIuOf01t1",1,2,3,2,15,"sam","non-diagnostic","ND2",18,2,7,2,2
"371","R_25KpaFvVBLaat5U",3,3,3,3,29,"sam","non-diagnostic","ND2",61,2,3,5,3
"372","R_uh64AthIoetJqKZ",2,2,5,2,10,"sam","non-diagnostic","ND2",19,1,3,2,2.75
"373","R_1laRTyZZ9Y9V48X",3,4,4,4,50,"sam","non-diagnostic","ND2",19,1,2,2,3.75
"374","R_DTQAMfCBGIqPgI1",3,3,5,3,33,"sam","non-diagnostic","ND2",20,2,7,2,3.5
"375","R_27kSbUHBDLyS9Te",1,1,3,2,10,"sam","non-diagnostic","ND2",21,2,7,5,1.75
"376","R_2YgGKNnEbzMOEU1",3,3,4,3,31,"sam","non-diagnostic","ND2",49,2,5,5,3.25
"377","R_1GTCO05xj2ZEaMc",1,1,4,2,0,"sam","non-diagnostic","ND2",51,2,7,2,2
"378","R_1lt27ZiXb6qtwaM",1,1,3,1,0,"sam","non-diagnostic","ND2",51,2,7,5,1.5
"379","R_veotGasjKWEOm9X",4,2,5,2,26,"sam","non-diagnostic","ND2",33,2,7,5,3.25
"380","R_2uyxBlClL3nPsJk",1,2,1,2,9,"sam","non-diagnostic","ND2",20,1,7,2,1.5
"381","R_2XdHgtRV52KKiGO",2,2,4,2,6,"sam","non-diagnostic","ND2",24,1,7,5,2.5
"382","R_07KeP09Cj0bZGdr",4,3,3,3,40,"sam","non-diagnostic","ND2",20,2,7,2,3.25
"383","R_2t2IHRHuTDsJ7HH",3,3,3,3,27,"sam","non-diagnostic","ND2",37,2,7,2,3
"384","R_1qaLcYTXe66Pczd",1,1,1,1,0,"sam","non-diagnostic","ND2",25,1,7,5,1
"385","R_2QGqvdxgAv6Jkh8",1,2,3,2,20,"sam","non-diagnostic","ND2",21,1,7,5,2
"386","R_22ES2gn9iOIxIdm",2,2,4,3,25,"sam","non-diagnostic","ND2",48,2,7,5,2.75
"387","R_2zIpKWZZV5alxyW",3,3,4,3,44,"sam","non-diagnostic","ND2",20,1,7,5,3.25
"388","R_bDu5nEds4JJwrQZ",1,1,5,1,0,"sam","diagnostic","NA",25,1,7,2,2
"389","R_1JUC97i2UNZV5GY",1,1,2,1,10,"sam","diagnostic","NA",19,3,7,5,1.25
"390","R_2rOTs15tqRQwV9K",1,1,1,2,9,"sam","diagnostic","NA",19,1,7,2,1.25
"391","R_2uwlynXLtiMStnr",1,1,1,1,0,"sam","diagnostic","NA",20,1,7,2,1
"392","R_erKQyfWZ9q2Z56N",5,4,5,4,50,"sam","diagnostic","NA",28,2,5,5,4.5
"393","R_1LdRcSn8ECVvIFo",7,4,7,1,24,"sam","diagnostic","NA",18,2,6,2,4.75
"394","R_2xWNcMUACVyQDvc",3,3,5,4,36,"sam","diagnostic","NA",19,1,7,2,3.75
"395","R_ujF7pt9dJhzEVgt",4,3,5,3,50,"sam","diagnostic","NA",29,1,1,2,3.75
"396","R_1I5hwVc8RikhWdH",1,1,3,3,19,"sam","diagnostic","NA",40,1,7,5,2
"397","R_OwI8g6B8uW8YHAJ",3,3,3,3,30,"sam","diagnostic","NA",22,2,7,5,3
"398","R_3m3PWbm6aw17YlM",2,2,4,2,31,"sam","diagnostic","NA",41,1,5,5,2.5
"399","R_2BhMZTu2endXFLO",5,6,5,6,9,"sam","diagnostic","NA",18,2,3,5,5.5
"400","R_1CjUYQNygqULYxG",2,3,4,4,28,"sam","diagnostic","NA",19,1,2,2,3.25
"401","R_2rNoDXoOhs1COP6",2,2,5,3,27,"sam","diagnostic","NA",21,2,7,2,3
"402","R_2ctiTMeueCwjoPv",2,1,5,3,23,"sam","diagnostic","NA",23,1,7,4,2.75
"403","R_1N4SgZA6gnw9564",2,2,2,2,10,"sam","diagnostic","NA",49,2,2,2,2
"404","R_1CdMbKoyF0CVm8z",2,2,2,2,30,"sam","diagnostic","NA",39,2,7,2,2
"405","R_0pTZcsGybJfQdUZ",3,4,2,3,24,"sam","diagnostic","NA",18,3,7,2,3
"406","R_qVocuE7RbZp09FL",1,1,4,1,20,"sam","diagnostic","NA",23,1,7,2,1.75
"407","R_1DLP0DLmpJ7REKM",1,1,4,1,10,"sam","diagnostic","NA",19,2,7,2,1.75
"408","R_3O1X5fc0veE5kRg",1,1,1,1,0,"sam","diagnostic","NA",25,1,2,2,1
"409","R_3NxpX8mpVRXVGeD",3,3,3,4,30,"sam","diagnostic","NA",19,2,7,2,3.25
"410","R_115tFFwTvBaHTwP",3,2,5,4,62,"sam","diagnostic","NA",25,1,7,5,3.5
"411","R_232B5oMDbPTbj2g",3,2,3,2,12,"sam","diagnostic","NA",18,1,7,2,2.5
"412","R_2YG29dlgKspbG2x",4,3,3,4,35,"sam","diagnostic","NA",47,2,7,5,3.5
"413","R_2S8rAN0PzPc3HTN",2,2,4,3,33,"sam","diagnostic","NA",20,2,7,5,2.75
"414","R_2zH1eIrVDZOwvz9",1,1,2,1,7,"sam","diagnostic","NA",19,3,7,5,1.25
"415","R_3emEF4IvUOV9WBb",1,1,4,4,24,"sam","diagnostic","NA",28,2,7,5,2.5
"416","R_3k7KfvBjU8AH8l8",4,4,4,4,35,"sam","diagnostic","NA",38,2,7,5,4
"417","R_26gVT5rK8ov5wp6",4,3,5,5,42,"sam","diagnostic","NA",20,2,7,5,4.25
"418","R_1gthlB8EgozM7ZB",2,2,1,2,7,"sam","diagnostic","NA",56,1,1,2,1.75
"419","R_3iOTTwFh7Jr0gMs",2,2,3,3,22,"sam","diagnostic","NA",20,1,7,2,2.5
"420","R_2SeRzoT13seY90C",2,3,2,3,30,"sam","diagnostic","NA",18,1,3,2,2.5
"421","R_27VtWpPnu7kfXnv",3,1,4,1,0,"sam","diagnostic","NA",28,1,7,5,2.25
"422","R_1nZzAd0VsA2AwcC",4,4,4,1,32,"sam","diagnostic","NA",40,1,7,2,3.25
"423","R_2EBuQYfjF5MVrNt",1,1,3,2,5,"sam","diagnostic","NA",20,1,7,2,1.75
"424","R_UymjWGrMYRzw73b",3,4,5,4,35,"sam","diagnostic","NA",20,2,1,2,4
"425","R_bmBeQII7efeZBYZ",2,2,3,2,10,"sam","diagnostic","NA",19,2,7,5,2.25
"426","R_2ZQ4rvWdxIauIgL",1,1,4,1,20,"sam","diagnostic","NA",18,1,6,2,1.75
"427","R_tKEUYNNi4QTiiZ3",3,3,5,2,40,"sam","diagnostic","NA",20,1,7,5,3.25
"428","R_YQdeUXw3n1FQAIF",3,1,1,1,5,"sam","diagnostic","NA",24,2,7,5,1.5
"429","R_2TRvTnlnLCFUjO7",1,1,1,1,0,"sam","diagnostic","NA",20,2,2,5,1
"430","R_1FPAKY9FmOjP7S6",3,3,2,3,21,"sam","diagnostic","NA",37,2,7,2,2.75
"431","R_740zTljtP230Nep",3,3,4,3,28,"sam","diagnostic","NA",34,2,7,2,3.25
"432","R_3maxwf7WPvFcCDW",1,1,7,1,10,"sam","diagnostic","NA",22,2,7,5,2.5
"433","R_1HeEIRzGnOSqHSx",3,2,3,3,63,"sam","diagnostic","NA",19,2,2,5,2.75
"434","R_1rc81dd8tZhEG1e",2,2,3,2,25,"sam","diagnostic","NA",25,2,7,2,2.25
"435","R_1LA529Npp8MAbrL",2,2,2,2,15,"sam","diagnostic","NA",24,2,7,5,2
"436","R_2RQzWOhpDAB2BOV",3,4,1,1,26,"sam","diagnostic","NA",21,1,7,2,2.25
"437","R_2S6la8V5E1Bf6Qy",3,4,4,4,50,"sam","diagnostic","NA",20,2,7,5,3.75
"438","R_3j8wHfhCxs2wgMo",3,3,4,3,27,"sam","diagnostic","NA",21,1,7,5,3.25
"439","R_1opCfVivzCwhl1R",2,2,3,3,15,"sam","diagnostic","NA",19,1,7,2,2.5
"440","R_3rOGjg1fexaQxPX",2,3,4,3,29,"sam","diagnostic","NA",19,1,7,5,3
"441","R_yPTu0gC6zDhm04V",2,2,3,3,31,"sam","diagnostic","NA",29,2,7,2,2.5
"442","R_2uDMUdemubzVy1m",1,1,6,1,0,"sam","diagnostic","NA",31,1,5,2,2.25
"443","R_3s5jM8KEBh0T5vk",1,1,2,2,20,"sam","diagnostic","NA",20,2,7,5,1.5
"444","R_23fctR8hmsJxSpl",3,6,6,5,71,"sam","diagnostic","NA",21,1,7,2,5
"445","R_3CTsex57gcrXn73",2,3,4,2,40,"sam","diagnostic","NA",21,2,7,2,2.75
"446","R_1PXcq9IdvtOAChD",2,3,4,3,31,"sam","diagnostic","NA",19,2,5,2,3
"447","R_3hH1IO5bssbuElV",1,1,3,1,25,"sam","diagnostic","NA",42,1,5,2,1.5
"448","R_8p7xh1OR6Zibrwt",3,3,4,4,18,"sam","diagnostic","NA",18,2,5,5,3.5
"449","R_2YKPwkVgu7zEfDT",2,2,4,2,25,"sam","diagnostic","NA",32,1,2,2,2.5
"450","R_1mDvHDCyYdj9eL7",3,4,3,2,40,"sam","diagnostic","NA",22,1,7,2,3
"451","R_3DhbczaZsG0oMfM",2,1,3,1,14,"sam","diagnostic","NA",26,1,7,5,1.75
"452","R_20lOKJnCTBvwc93",3,3,3,3,49,"sam","diagnostic","NA",24,2,2,5,3
"453","R_1Fhp0cRNCkvAh6X",1,1,4,1,0,"sam","diagnostic","NA",20,2,7,5,1.75
"454","R_3GDiX6uziiQcPBY",3,3,3,3,50,"sam","diagnostic","NA",42,2,7,2,3
"455","R_Ai0ovnKbhSidONj",2,2,2,2,32,"sam","diagnostic","NA",18,2,6,5,2
"456","R_3G2PeBUDXX19Jmo",1,1,1,1,0,"sam","diagnostic","NA",53,1,7,5,1
"457","R_C2GhP3AzjzQXEqZ",2,2,4,3,16,"sam","diagnostic","NA",48,2,7,5,2.75
"458","R_21ndakg6eEGxR9h",2,1,1,1,6,"sam","diagnostic","NA",21,2,2,2,1.25
"459","R_pEu9tN3tXNVd2cV",1,1,1,1,11,"sam","diagnostic","NA",18,2,7,2,1
"460","R_1Clq4lVVfl67Cxn",1,1,1,1,0,"sam","diagnostic","NA",24,2,7,5,1
"461","R_1DT05mFZIJ9mO6L",2,1,4,2,17,"sam","diagnostic","NA",20,2,2,2,2.25
"462","R_29nyMuRvKLaMrqP",1,1,2,2,0,"sam","diagnostic","NA",18,2,7,2,1.5
"463","R_2VD5jqOsLPxm1Yx",1,1,4,2,20,"sam","diagnostic","NA",19,2,5,2,2
"464","R_O9hRMip0eJsczQd",1,2,3,1,0,"sam","diagnostic","NA",27,2,7,2,1.75
"465","R_2WG388auznr4lIh",3,3,4,3,32,"sam","diagnostic","NA",20,2,5,2,3.25
"466","R_3neeHwCRBV4Jxwk",2,2,3,3,25,"sam","diagnostic","NA",20,1,4,2,2.5
"467","R_cAqUM3odLXoJ79L",3,4,4,2,27,"sam","diagnostic","NA",21,1,7,2,3.25
"468","R_1mjYW82qN8kNlti",1,1,4,3,10,"sam","diagnostic","NA",19,2,7,5,2.25
"469","R_ZCqyjs0wj9iKdot",3,3,2,2,25,"sam","diagnostic","NA",19,2,7,2,2.5
"470","R_3GxKX9fnTgGSayY",1,1,4,4,20,"sam","diagnostic","NA",27,2,7,2,2.5
"471","R_Q9XCnvvSrWktqtH",3,2,5,3,18,"sam","diagnostic","NA",24,2,7,2,3.25
"472","R_2zRY5uSQLeHrJu8",4,4,4,4,50,"sam","diagnostic","NA",52,1,7,5,4
"473","R_2OPFQ7LykO2p3f2",2,2,2,2,10,"sam","diagnostic","NA",54,2,7,5,2
"474","R_2wMjRfqhBDrLXzo",3,3,4,3,20,"sam","diagnostic","NA",19,2,7,2,3.25
"475","R_vf7Ra4AQDs4wPBL",3,4,3,3,24,"sam","diagnostic","NA",20,2,4,2,3.25
"476","R_2xFPg1uHDctsGIy",3,3,5,3,30,"sam","diagnostic","NA",33,2,2,2,3.5
"477","R_2wKtSCjjjeQCstR",1,1,2,1,8,"sam","diagnostic","NA",18,1,7,2,1.25
"478","R_1fiJYHUXTnsNQFe",2,2,1,2,10,"sam","diagnostic","NA",26,2,1,2,1.75
"479","R_2tKExu9SaumO8wu",1,1,1,1,100,"sam","diagnostic","NA",74,1,2,5,1
"480","R_VX7KbzEvIBI5Qtz",2,2,2,2,10,"sam","diagnostic","NA",22,1,7,2,2
"481","R_2P1HHKCP2oINBmj",1,1,3,1,0,"sam","diagnostic","NA",19,1,7,2,1.5
"482","R_5mN80NJUYNykt6F",1,2,2,1,19,"sam","diagnostic","NA",22,2,7,5,1.5
"483","R_2DZcnalmBk1g5zY",1,1,2,2,9,"sam","diagnostic","NA",35,1,7,2,1.5
"484","R_33yk1ddGLkXjNI4",1,1,1,1,0,"sam","diagnostic","NA",20,1,3,2,1
"485","R_2eaia8UgoA0gMRp",2,3,3,1,27,"sam","diagnostic","NA",42,2,7,2,2.25
"486","R_ZIdRZ8Cd7AKrNbX",1,1,6,4,4,"sam","diagnostic","NA",26,1,1,5,3
