StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,consentQ,age,gender,gender_4_TEXT,S_ND1_R_1,S_ND1_R_2,S_ND1_R_3,S_ND1_R_4,S_ND1_M_1,R_ND2_R_1,R_ND2_R_2,R_ND2_R_3,R_ND2_R_4,R_ND2_M_1,F_M_R_1,F_M_R_2,F_M_R_3,F_M_R_4,F_M_M_1,A_M_R_1,A_M_R_2,A_M_R_3,A_M_R_4,A_M_M_1,attn_chk_1Q,attn_chk_2_Q,S_ND2_R_1,S_ND2_R_2,S_ND2_R_3,S_ND2_R_4,S_ND2_M_1,R_M_R_1,R_M_R_2,R_M_R_3,R_M_R_4,R_M_M_1,F_ND1_R_1,F_ND1_R_2,F_ND1_R_3,F_ND1_R_4,F_ND1_M_1,A_ND2_R_1,A_ND2_R_2,A_ND2_R_3,A_ND2_R_4,A_ND2_M_1,S_M_R_1,S_M_R_2,S_M_R_3,S_M_R_4,S_M_M_1,R_ND1_R_1,R_ND1_R_2,R_ND1_R_3,R_ND1_R_4,R_ND1_M_1,F_ND2_R_1,F_ND2_R_2,F_ND2_R_3,F_ND2_R_4,F_ND2_M_1,A_ND1_R_1,A_ND1_R_2,A_ND1_R_3,A_ND1_R_4,A_ND1_M_1
2022-02-01 10:58:27,2022-02-01 11:06:46,0,100,498,1,2022-02-01 11:06:46,R_1MJPhcL3N9Kccjf,,,,,anonymous,EN,1,20,2,,3,2,6,3,32,,,,,,2,3,4,3,30,,,,,,7,5,,,,,,1,1,2,2,20,,,,,,2,3,3,3,32,,,,,,,,,,,,,,,,,,,,
2022-02-01 10:58:41,2022-02-01 11:06:46,0,100,485,1,2022-02-01 11:06:46,R_2EBuQYfjF5MVrNt,,,,,anonymous,EN,1,20,1,,,,,,,,,,,,,,,,,1,2,3,1,10,7,2,,,,,,,,,,,,,,,,,,,,,1,1,3,2,5,1,2,1,2,11,2,3,4,2,25,,,,,
2022-02-01 10:59:11,2022-02-01 11:06:49,0,100,457,1,2022-02-01 11:06:49,R_33ppReim6tFZ1We,,,,,anonymous,EN,1,29,2,,2,2,4,1,19,,,,,,4,3,5,4,47,,,,,,7,2,,,,,,1,1,1,1,3,,,,,,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,
2022-02-01 11:04:32,2022-02-01 11:07:04,0,100,151,1,2022-02-01 11:07:04,R_UymjWGrMYRzw73b,,,,,anonymous,EN,1,20,2,,,,,,,,,,,,3,4,6,4,50,,,,,,1,2,,,,,,,,,,,,,,,,3,2,3,2,15,3,4,5,4,35,2,2,2,2,14,,,,,,,,,,
2022-02-01 11:02:31,2022-02-01 11:07:04,0,100,272,1,2022-02-01 11:07:04,R_bmBeQII7efeZBYZ,,,,,anonymous,EN,1,19,2,,,,,,,,,,,,,,,,,3,1,2,2,7,7,5,,,,,,,,,,,,,,,,,,,,,2,2,3,2,10,1,1,1,1,5,2,3,4,3,20,,,,,
2022-02-01 11:01:31,2022-02-01 11:07:10,0,100,339,1,2022-02-01 11:07:11,R_2ZQ4rvWdxIauIgL,,,,,anonymous,EN,1,18,1,,,,,,,,,,,,3,4,4,1,25,,,,,,6,2,,,,,,,,,,,,,,,,1,1,4,1,10,1,1,4,1,20,1,1,1,1,0,,,,,,,,,,
2022-02-01 11:01:38,2022-02-01 11:07:17,0,100,339,1,2022-02-01 11:07:18,R_2zdr4kP2G5A2QSm,,,,,anonymous,EN,1,20,2,,3,2,5,4,30,,,,,,2,2,3,3,21,,,,,,2,3,,,,,,3,2,3,3,25,,,,,,4,2,5,3,30,,,,,,,,,,,,,,,,,,,,
2022-02-01 11:00:45,2022-02-01 11:07:19,0,100,394,1,2022-02-01 11:07:19,R_tKEUYNNi4QTiiZ3,,,,,anonymous,EN,1,20,1,,,,,,,,,,,,,,,,,,,,,,7,5,,,,,,2,2,2,3,25,,,,,,,,,,,3,3,5,2,40,,,,,,6,4,6,6,73,4,2,3,2,40
2022-02-01 11:02:36,2022-02-01 11:07:30,0,100,293,1,2022-02-01 11:07:30,R_YQdeUXw3n1FQAIF,,,,,anonymous,EN,1,24,2,,,,,,,,,,,,,,,,,1,1,3,1,4,7,5,,,,,,,,,,,,,,,,,,,,,3,1,1,1,5,1,1,1,1,0,4,2,4,2,14,,,,,
2022-02-01 11:04:13,2022-02-01 11:07:46,0,100,213,1,2022-02-01 11:07:47,R_2TRvTnlnLCFUjO7,,,,,anonymous,EN,1,20,2,,,,,,,,,,,,1,1,1,1,0,,,,,,2,5,,,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,,,,,,,,,,
2022-02-01 10:56:52,2022-02-01 11:08:05,0,100,673,1,2022-02-01 11:08:05,R_1FPAKY9FmOjP7S6,,,,,anonymous,EN,1,37,2,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,2,2,2,2,19,,,,,,,,,,,3,3,2,3,21,,,,,,3,2,2,3,29,4,3,3,3,19
2022-02-01 11:02:17,2022-02-01 11:08:10,0,100,353,1,2022-02-01 11:08:11,R_2s59KUBbPHfbV9B,,,,,anonymous,EN,1,34,2,,,,,,,,,,,,,,,,,3,3,4,3,30,7,2,3,3,4,3,40,3,3,3,3,30,3,3,4,4,40,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01 10:57:11,2022-02-01 11:08:13,0,100,661,1,2022-02-01 11:08:13,R_740zTljtP230Nep,,,,,anonymous,EN,1,34,2,,,,,,,,,,,,,,,,,2,2,3,3,17,7,2,,,,,,,,,,,,,,,,,,,,,3,3,4,3,28,2,2,3,3,16,4,2,6,5,41,,,,,
2022-02-01 11:02:13,2022-02-01 11:08:25,0,100,372,1,2022-02-01 11:08:25,R_3maxwf7WPvFcCDW,,,,,anonymous,EN,1,22,2,,,,,,,,,,,,,,,,,,,,,,7,5,,,,,,1,1,1,1,9,,,,,,,,,,,1,1,7,1,10,,,,,,3,1,5,2,21,1,1,7,3,29
2022-02-01 11:04:57,2022-02-01 11:08:31,0,100,214,1,2022-02-01 11:08:32,R_3s0sCCHOsde5O7B,,,,,anonymous,EN,1,22,1,,3,3,5,2,29,2,1,2,1,9,3,3,5,4,32,1,1,2,1,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01 11:03:32,2022-02-01 11:08:45,0,100,313,1,2022-02-01 11:08:46,R_1HeEIRzGnOSqHSx,,,,,anonymous,EN,1,19,2,,,,,,,,,,,,,,,,,,,,,,2,5,,,,,,3,2,1,2,70,,,,,,,,,,,3,2,3,3,63,,,,,,3,4,4,3,65,2,2,3,2,70
2022-02-01 11:03:17,2022-02-01 11:08:50,0,100,332,1,2022-02-01 11:08:50,R_1rc81dd8tZhEG1e,,,,,anonymous,EN,1,25,2,,,,,,,,,,,,,,,,,2,2,3,1,16,7,2,,,,,,,,,,,,,,,,,,,,,2,2,3,2,25,2,2,2,2,20,3,3,3,3,35,,,,,
2022-02-01 11:03:32,2022-02-01 11:09:17,0,100,345,1,2022-02-01 11:09:17,R_1LA529Npp8MAbrL,,,,,anonymous,EN,1,24,2,,,,,,,,,,,,3,1,4,2,10,,,,,,7,5,,,,,,,,,,,,,,,,4,4,5,3,20,2,2,2,2,15,4,4,3,4,30,,,,,,,,,,
2022-02-01 11:06:06,2022-02-01 11:09:17,0,100,191,1,2022-02-01 11:09:19,R_2RQzWOhpDAB2BOV,,,,,anonymous,EN,1,21,1,,,,,,,,,,,,,,,,,2,4,2,1,21,7,2,,,,,,,,,,,,,,,,,,,,,3,4,1,1,26,3,4,4,3,30,2,2,3,1,17,,,,,
2022-02-01 11:03:59,2022-02-01 11:09:18,0,100,319,1,2022-02-01 11:09:20,R_2tEHtMJoHLETs4P,,,,,anonymous,EN,1,19,2,,3,3,4,3,26,,,,,,4,3,4,3,40,,,,,,7,5,,,,,,3,3,2,3,36,,,,,,2,2,3,2,15,,,,,,,,,,,,,,,,,,,,
2022-02-01 11:04:14,2022-02-01 11:09:28,0,100,314,1,2022-02-01 11:09:28,R_2bPPh5DMwfvqqKc,,,,,anonymous,EN,1,28,1,,,,,,,,,,,,,,,,,1,1,1,1,0,7,2,1,1,4,1,0,1,1,1,1,0,1,1,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01 11:04:39,2022-02-01 11:09:40,0,100,300,1,2022-02-01 11:09:40,R_1o0i1uDM6FsInIR,,,,,anonymous,EN,1,39,1,,1,4,3,3,16,,,,,,1,2,1,1,10,,,,,,7,2,,,,,,1,1,1,1,8,,,,,,1,1,1,1,13,,,,,,,,,,,,,,,,,,,,
2022-02-01 10:57:26,2022-02-01 11:09:43,0,100,737,1,2022-02-01 11:09:43,R_2S6la8V5E1Bf6Qy,,,,,anonymous,EN,1,20,2,,,,,,,,,,,,,,,,,,,,,,7,5,,,,,,1,2,1,1,10,,,,,,,,,,,3,4,4,4,50,,,,,,4,4,4,4,50,4,3,3,4,34
2022-02-01 10:57:07,2022-02-01 11:09:54,0,100,766,1,2022-02-01 11:09:55,R_3j8wHfhCxs2wgMo,,,,,anonymous,EN,1,21,1,,,,,,,,,,,,2,3,4,3,30,,,,,,7,5,,,,,,,,,,,,,,,,2,3,3,2,29,3,3,4,3,27,2,3,2,3,24,,,,,,,,,,
2022-02-01 11:06:01,2022-02-01 11:09:59,0,100,237,1,2022-02-01 11:09:59,R_6nd95VmEdibs46t,,,,,anonymous,EN,1,22,2,,,,,,,,,,,,,,,,,1,1,1,1,0,7,5,3,3,3,3,30,1,1,1,1,21,4,4,4,4,50,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01 11:05:33,2022-02-01 11:10:08,0,100,275,1,2022-02-01 11:10:09,R_1opCfVivzCwhl1R,,,,,anonymous,EN,1,19,1,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,3,3,4,3,43,,,,,,,,,,,2,2,3,3,15,,,,,,4,4,4,4,50,1,1,2,2,10
2022-02-01 11:01:06,2022-02-01 11:10:15,0,100,549,1,2022-02-01 11:10:16,R_2zYlvtLPBRb7d83,,,,,anonymous,EN,1,27,2,,3,2,3,2,25,2,2,2,3,22,4,3,4,3,32,3,2,4,3,28,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01 11:05:39,2022-02-01 11:10:37,0,100,297,1,2022-02-01 11:10:37,R_3J4boQaj0m3iPBG,,,,,anonymous,EN,1,43,2,,,,,,,,,,,,,,,,,1,1,4,3,15,7,2,3,3,3,3,15,1,1,2,1,27,2,2,4,3,15,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01 11:06:07,2022-02-01 11:10:39,0,100,272,1,2022-02-01 11:10:39,R_3rOGjg1fexaQxPX,,,,,anonymous,EN,1,19,1,,,,,,,,,,,,2,3,4,3,37,,,,,,7,5,,,,,,,,,,,,,,,,2,2,4,3,39,2,3,4,3,29,2,2,3,2,35,,,,,,,,,,
2022-02-01 11:06:07,2022-02-01 11:11:30,0,100,322,1,2022-02-01 11:11:30,R_yPTu0gC6zDhm04V,,,,,anonymous,EN,1,29,2,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,1,1,1,1,15,,,,,,,,,,,2,2,3,3,31,,,,,,3,3,4,3,21,2,2,4,4,26
2022-02-01 11:04:18,2022-02-01 11:11:39,0,100,440,1,2022-02-01 11:11:39,R_297mHCVU4rhfg85,,,,,anonymous,EN,1,21,2,,,,,,,,,,,,,,,,,2,2,4,2,26,3,5,5,3,1,2,36,5,4,7,4,41,5,3,7,3,56,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01 11:06:27,2022-02-01 11:11:41,0,100,313,1,2022-02-01 11:11:41,R_3R1vkXH6eQFbxK0,,,,,anonymous,EN,1,22,1,,1,1,3,1,5,1,1,1,1,0,1,1,2,1,0,1,1,1,1,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01 11:05:31,2022-02-01 11:11:50,0,100,378,1,2022-02-01 11:11:50,R_DAx6WcLwYyP05qx,,,,,anonymous,EN,1,33,1,,4,3,7,2,28,,,,,,5,3,4,1,14,,,,,,5,1,,,,,,2,2,4,3,20,,,,,,4,3,3,4,23,,,,,,,,,,,,,,,,,,,,
2022-02-01 11:08:33,2022-02-01 11:11:52,0,100,198,1,2022-02-01 11:11:52,R_2uDMUdemubzVy1m,,,,,anonymous,EN,1,31,1,,,,,,,,,,,,2,2,4,1,17,,,,,,5,2,,,,,,,,,,,,,,,,3,3,4,3,25,1,1,6,1,0,2,2,1,2,8,,,,,,,,,,
2022-02-01 11:06:53,2022-02-01 11:12:02,0,100,308,1,2022-02-01 11:12:02,R_3s5jM8KEBh0T5vk,,,,,anonymous,EN,1,20,2,,,,,,,,,,,,,,,,,,,,,,7,5,,,,,,1,1,1,1,10,,,,,,,,,,,1,1,2,2,20,,,,,,1,1,3,2,20,2,2,4,3,30
2022-02-01 10:59:12,2022-02-01 11:12:12,0,100,779,1,2022-02-01 11:12:12,R_23fctR8hmsJxSpl,,,,,anonymous,EN,1,21,1,,,,,,,,,,,,,,,,,4,3,6,5,68,7,2,,,,,,,,,,,,,,,,,,,,,3,6,6,5,71,1,2,2,2,22,4,4,7,5,57,,,,,
2022-02-01 11:10:12,2022-02-01 11:12:36,0,100,144,1,2022-02-01 11:12:37,R_C1UhsYjvX8gMSbL,,,,,anonymous,EN,1,18,1,,2,4,2,2,28,2,2,2,2,32,2,2,2,2,23,2,2,2,2,28,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01 11:07:30,2022-02-01 11:12:41,0,100,311,1,2022-02-01 11:12:41,R_3CTsex57gcrXn73,,,,,anonymous,EN,1,21,2,,,,,,,,,,,,,,,,,2,2,3,1,20,7,2,,,,,,,,,,,,,,,,,,,,,2,3,4,2,40,3,3,2,3,30,2,3,4,3,40,,,,,
2022-02-01 11:08:14,2022-02-01 11:12:42,0,100,267,1,2022-02-01 11:12:42,R_1lztGgtiNw6zBKk,,,,,anonymous,EN,1,28,2,,1,3,4,3,70,4,6,2,4,94,2,2,4,5,70,2,2,4,3,81,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01 11:08:39,2022-02-01 11:12:56,0,100,256,1,2022-02-01 11:12:56,R_2X0C0re5nCnCWDF,,,,,anonymous,EN,1,43,2,,3,3,3,3,47,,,,,,2,2,2,2,29,,,,,,7,2,,,,,,1,1,1,1,23,,,,,,3,3,3,3,42,,,,,,,,,,,,,,,,,,,,
2022-02-01 11:06:04,2022-02-01 11:13:29,0,100,445,1,2022-02-01 11:13:29,R_1PXcq9IdvtOAChD,,,,,anonymous,EN,1,19,2,,,,,,,,,,,,4,3,5,4,41,,,,,,5,2,,,,,,,,,,,,,,,,2,3,4,4,46,2,3,4,3,31,3,4,2,4,46,,,,,,,,,,
2022-02-01 11:09:42,2022-02-01 11:13:32,0,100,229,1,2022-02-01 11:13:32,R_3hH1IO5bssbuElV,,,,,anonymous,EN,1,42,1,,,,,,,,,,,,,,,,,,,,,,5,2,,,,,,1,1,1,1,20,,,,,,,,,,,1,1,3,1,25,,,,,,1,1,3,3,25,1,1,3,1,25
2022-02-01 11:07:01,2022-02-01 11:13:40,0,100,398,1,2022-02-01 11:13:40,R_3nqIptrAXLdnYcg,,,,,anonymous,EN,1,32,2,,,,,,,,,,,,,,,,,1,1,4,4,8,7,2,2,3,4,2,12,2,1,1,3,8,3,2,4,3,13,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01 11:10:42,2022-02-01 11:14:40,0,100,238,1,2022-02-01 11:14:41,R_8p7xh1OR6Zibrwt,,,,,anonymous,EN,1,18,2,,,,,,,,,,,,4,2,6,2,9,,,,,,5,5,,,,,,,,,,,,,,,,2,2,5,3,12,3,3,4,4,18,3,1,1,1,0,,,,,,,,,,
2022-02-01 11:10:29,2022-02-01 11:14:42,0,100,252,1,2022-02-01 11:14:42,R_1FCyHoFQDrqGaFi,,,,,anonymous,EN,1,18,1,,,,,,,,,,,,,,,,,2,1,4,2,19,2,2,2,2,3,2,15,4,3,2,2,20,3,3,3,2,17,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01 11:10:35,2022-02-01 11:14:52,0,100,256,1,2022-02-01 11:14:52,R_qW3gqZr9y6P7QTn,,,,,anonymous,EN,1,21,2,,2,3,5,2,18,,,,,,2,2,4,2,10,,,,,,6,2,,,,,,1,2,2,3,8,,,,,,1,2,4,1,10,,,,,,,,,,,,,,,,,,,,
2022-02-01 11:10:50,2022-02-01 11:14:55,0,100,244,1,2022-02-01 11:14:55,R_2YKPwkVgu7zEfDT,,,,,anonymous,EN,1,32,1,,,,,,,,,,,,,,,,,2,2,4,2,25,2,2,,,,,,,,,,,,,,,,,,,,,2,2,4,2,25,3,2,2,2,25,3,3,6,3,35,,,,,
2022-02-01 11:08:30,2022-02-01 11:15:08,0,100,397,1,2022-02-01 11:15:08,R_ROZXdVTcNqJwOEF,,,,,anonymous,EN,1,21,1,,4,4,4,4,45,3,4,3,3,43,4,4,4,4,44,2,3,3,4,40,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01 11:06:07,2022-02-01 11:15:35,0,100,567,1,2022-02-01 11:15:35,R_1mDvHDCyYdj9eL7,,,,,anonymous,EN,1,22,1,,,,,,,,,,,,4,3,4,4,50,,,,,,7,2,,,,,,,,,,,,,,,,3,4,4,3,35,3,4,3,2,40,2,3,2,3,30,,,,,,,,,,
2022-02-01 11:11:29,2022-02-01 11:16:10,0,100,280,1,2022-02-01 11:16:11,R_3DhbczaZsG0oMfM,,,,,anonymous,EN,1,26,1,,,,,,,,,,,,,,,,,1,2,3,1,15,7,5,,,,,,,,,,,,,,,,,,,,,2,1,3,1,14,2,1,2,2,17,3,3,4,3,30,,,,,
2022-02-01 11:12:10,2022-02-01 11:16:17,0,100,246,1,2022-02-01 11:16:17,R_20lOKJnCTBvwc93,,,,,anonymous,EN,1,24,2,,,,,,,,,,,,,,,,,,,,,,2,5,,,,,,4,4,3,3,48,,,,,,,,,,,3,3,3,3,49,,,,,,4,4,6,4,43,1,2,3,3,23
2022-02-01 11:11:24,2022-02-01 11:16:27,0,100,303,1,2022-02-01 11:16:28,R_3jdJCom3XWu5iLb,,,,,anonymous,EN,1,45,2,,3,3,4,2,35,,,,,,4,3,4,4,37,,,,,,7,5,,,,,,1,1,1,1,8,,,,,,2,1,4,1,10,,,,,,,,,,,,,,,,,,,,
2022-02-01 11:11:24,2022-02-01 11:16:34,0,100,309,1,2022-02-01 11:16:34,R_2uwaIybTyTHVlIe,,,,,anonymous,EN,1,20,2,,1,1,2,1,10,2,2,2,3,25,3,2,4,5,30,1,1,2,1,9,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01 11:11:46,2022-02-01 11:16:46,0,100,299,1,2022-02-01 11:16:46,R_1Fhp0cRNCkvAh6X,,,,,anonymous,EN,1,20,2,,,,,,,,,,,,1,1,4,3,0,,,,,,7,5,,,,,,,,,,,,,,,,1,1,4,1,0,1,1,4,1,0,1,1,1,1,0,,,,,,,,,,
2022-02-01 11:12:56,2022-02-01 11:16:50,0,100,234,1,2022-02-01 11:16:50,R_1PUdgREgPLwIWiZ,,,,,anonymous,EN,1,19,2,,1,1,4,4,40,,,,,,1,1,2,2,25,,,,,,7,5,,,,,,1,1,1,2,15,,,,,,2,2,3,3,35,,,,,,,,,,,,,,,,,,,,
2022-02-01 11:10:22,2022-02-01 11:17:07,0,100,405,1,2022-02-01 11:17:07,R_1nZoovroWRWr0t9,,,,,anonymous,EN,1,22,1,,,,,,,,,,,,,,,,,3,3,3,2,20,2,2,3,2,3,4,25,3,2,3,3,20,3,3,5,4,35,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01 11:13:17,2022-02-01 11:17:38,0,100,260,1,2022-02-01 11:17:38,R_yyZpzab8UrPXvkB,,,,,anonymous,EN,1,18,2,,3,3,3,3,25,,,,,,3,3,4,3,25,,,,,,7,5,,,,,,3,3,2,3,19,,,,,,3,2,3,3,21,,,,,,,,,,,,,,,,,,,,
2022-02-01 11:11:21,2022-02-01 11:17:38,0,100,377,1,2022-02-01 11:17:39,R_3GDiX6uziiQcPBY,,,,,anonymous,EN,1,42,2,,,,,,,,,,,,,,,,,4,4,5,2,50,7,2,,,,,,,,,,,,,,,,,,,,,3,3,3,3,50,7,4,4,4,51,4,4,3,4,51,,,,,
2022-02-01 11:15:49,2022-02-01 11:18:11,0,100,141,1,2022-02-01 11:18:11,R_Ai0ovnKbhSidONj,,,,,anonymous,EN,1,18,2,,,,,,,,,,,,,,,,,1,1,5,1,27,6,5,,,,,,,,,,,,,,,,,,,,,2,2,2,2,32,2,1,1,3,24,2,3,2,2,25,,,,,
2022-02-01 11:01:52,2022-02-01 11:18:20,0,100,987,1,2022-02-01 11:18:20,R_3G2PeBUDXX19Jmo,,,,,anonymous,EN,1,53,1,,,,,,,,,,,,,,,,,1,1,1,1,0,7,5,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,1,1,2,2,9,2,1,4,2,14,,,,,
2022-02-01 11:13:34,2022-02-01 11:19:36,0,100,362,1,2022-02-01 11:19:36,R_3IQwxn5rgRuBMdg,,,,,anonymous,EN,1,27,2,,3,3,4,2,40,3,3,2,4,40,4,4,4,4,49,3,3,4,3,40,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01 11:17:51,2022-02-01 11:19:51,0,100,120,1,2022-02-01 11:19:52,R_3R7K63QOB2E6o6U,,,,,anonymous,EN,1,25,1,,,,,,,,,,,,7,7,7,7,100,,,,,,1,1,,,,,,,,,,,,,,,,7,7,7,7,100,7,7,7,7,100,7,7,7,7,90,,,,,,,,,,
2022-02-01 11:16:16,2022-02-01 11:19:58,0,100,222,1,2022-02-01 11:19:58,R_42CVQsWAakLxARz,,,,,anonymous,EN,1,32,1,,2,2,2,2,20,,,,,,2,2,2,2,20,,,,,,7,2,,,,,,3,4,1,1,20,,,,,,2,2,2,1,10,,,,,,,,,,,,,,,,,,,,
2022-02-01 11:11:01,2022-02-01 11:20:04,0,100,543,1,2022-02-01 11:20:05,R_C2GhP3AzjzQXEqZ,,,,,anonymous,EN,1,48,2,,,,,,,,,,,,,,,,,,,,,,7,5,,,,,,2,2,2,2,24,,,,,,,,,,,2,2,4,3,16,,,,,,2,4,4,3,50,1,1,4,2,11
2022-02-01 11:16:16,2022-02-01 11:20:11,0,100,234,1,2022-02-01 11:20:11,R_1JPFiETKBiYcgPo,,,,,anonymous,EN,1,30,1,,,,,,,,,,,,,,,,,3,3,5,3,25,5,2,3,3,3,2,25,2,2,1,2,15,4,3,4,2,33,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01 11:16:36,2022-02-01 11:20:16,0,100,219,1,2022-02-01 11:20:16,R_Us9xIEBeRShnB4d,,,,,anonymous,EN,1,20,1,,,,,,,,,,,,,,,,,1,1,4,3,12,7,2,1,2,4,3,23,1,2,1,2,9,2,2,3,3,15,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01 11:13:23,2022-02-01 11:20:22,0,100,419,1,2022-02-01 11:20:22,R_1Oppg6poeSehqwR,,,,,anonymous,EN,1,21,2,,2,2,4,2,20,1,2,1,1,20,2,1,2,1,0,2,1,2,2,0,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01 11:15:32,2022-02-01 11:20:46,0,100,313,1,2022-02-01 11:20:46,R_21ndakg6eEGxR9h,,,,,anonymous,EN,1,21,2,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,3,4,1,2,16,,,,,,,,,,,2,1,1,1,6,,,,,,2,2,4,3,30,2,2,3,3,10
2022-02-01 11:17:38,2022-02-01 11:21:00,0,100,201,1,2022-02-01 11:21:00,R_pEu9tN3tXNVd2cV,,,,,anonymous,EN,1,18,2,,,,,,,,,,,,,,,,,1,2,7,3,8,7,2,,,,,,,,,,,,,,,,,,,,,1,1,1,1,11,2,3,1,2,21,3,2,5,4,27,,,,,
2022-02-01 11:17:52,2022-02-01 11:22:07,0,100,255,1,2022-02-01 11:22:08,R_1f9GPIJfBFbN5FT,,,,,anonymous,EN,1,19,1,,2,3,4,2,35,,,,,,2,2,4,3,31,,,,,,7,2,,,,,,1,1,2,2,10,,,,,,2,2,3,3,25,,,,,,,,,,,,,,,,,,,,
2022-02-01 11:12:19,2022-02-01 11:22:14,0,100,594,1,2022-02-01 11:22:15,R_1Clq4lVVfl67Cxn,,,,,anonymous,EN,1,24,2,,,,,,,,,,,,1,1,1,1,0,,,,,,7,5,,,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,,,,,,,,,,
2022-02-01 11:19:21,2022-02-01 11:22:37,0,100,196,1,2022-02-01 11:22:37,R_1nMUZAGpgjwzcQW,,,,,anonymous,EN,1,23,2,,3,4,4,4,30,2,2,2,2,20,1,1,3,1,0,1,1,1,1,10,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01 11:16:35,2022-02-01 11:22:39,0,100,364,1,2022-02-01 11:22:40,R_1DT05mFZIJ9mO6L,,,,,anonymous,EN,1,20,2,,,,,,,,,,,,,,,,,4,3,4,4,31,2,2,,,,,,,,,,,,,,,,,,,,,2,1,4,2,17,4,3,3,3,30,4,3,4,1,32,,,,,
2022-02-01 11:17:25,2022-02-01 11:23:21,0,100,355,1,2022-02-01 11:23:21,R_28Gv3dBnS1PKXXa,,,,,anonymous,EN,1,44,2,,,,,,,,,,,,,,,,,4,4,4,2,28,7,2,3,4,3,2,27,2,2,1,1,10,2,2,4,3,15,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01 11:16:48,2022-02-01 11:23:40,0,100,411,1,2022-02-01 11:23:40,R_tY728wRNCSgvewN,,,,,anonymous,EN,1,28,2,,1,1,1,1,0,2,3,1,2,15,1,1,1,1,0,1,1,1,1,0,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01 11:21:23,2022-02-01 11:23:53,0,100,149,1,2022-02-01 11:23:53,R_29nyMuRvKLaMrqP,,,,,anonymous,EN,1,18,2,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,1,1,1,1,0,,,,,,,,,,,1,1,2,2,0,,,,,,1,1,1,1,0,1,1,2,1,0
2022-02-01 11:15:51,2022-02-01 11:24:10,0,100,499,1,2022-02-01 11:24:11,R_2VD5jqOsLPxm1Yx,,,,,anonymous,EN,1,19,2,,,,,,,,,,,,,,,,,1,1,3,3,28,5,2,,,,,,,,,,,,,,,,,,,,,1,1,4,2,20,1,1,1,1,10,3,4,5,3,38,,,,,
2022-02-01 11:20:13,2022-02-01 11:24:23,0,100,249,1,2022-02-01 11:24:23,R_O9hRMip0eJsczQd,,,,,anonymous,EN,1,27,2,,,,,,,,,,,,,,,,,2,3,5,2,12,7,2,,,,,,,,,,,,,,,,,,,,,1,2,3,1,0,1,1,1,1,0,4,3,5,3,23,,,,,
2022-02-01 11:20:12,2022-02-01 11:25:05,0,100,293,1,2022-02-01 11:25:06,R_3ksQSSz2ZjevOVv,,,,,anonymous,EN,1,20,3,,,,,,,,,,,,,,,,,2,1,4,2,5,7,2,2,2,3,3,5,1,3,2,3,3,3,3,4,2,36,,,,,,,,,,,,,,,,,,,,,,,,,
